^FINANCIAL,09/22/2020,1148.35,1148.35,1138.1,1142.55,452128,452128381.49
AUB,09/22/2020,44.15,44.3,44.15,44.3,700,30950
BDO,09/22/2020,89.5,89.5,87.65,88.3,1691120,149321162
BPI,09/22/2020,64.2,64.45,64,64.4,862840,55449520
CHIB,09/22/2020,21.7,21.85,21.7,21.75,31900,696120
EW,09/22/2020,8.15,8.25,8.1,8.18,345700,2811342
MBT,09/22/2020,36,36,35.5,35.85,2162900,77313550
PBB,09/22/2020,9.45,9.49,9,9,5600,51565
PNB,09/22/2020,23.4,23.9,22.95,23.9,416700,9674120
PSB,09/22/2020,49.95,49.95,49.95,49.95,1900,94905
PTC,09/22/2020,107,107,107,107,10,1070
RCB,09/22/2020,16.32,16.32,16,16.1,393900,6350906
SECB,09/22/2020,94.9,94.9,93.55,93.95,215260,20191453.5
UBP,09/22/2020,54.2,54.2,54.05,54.15,32870,1781158
COL,09/22/2020,26.9,26.9,25.55,25.6,21100,543925
FAF,09/22/2020,0.56,0.59,0.56,0.59,39000,21980
FERRO,09/22/2020,3.14,3.14,2.87,3.14,34000,104410
FFI,09/22/2020,7.3,7.3,7.3,7.3,100,730
I,09/22/2020,1.32,1.32,1.3,1.32,369000,479740
MED,09/22/2020,0.285,0.31,0.28,0.31,970000,275900
NRCP,09/22/2020,0.6,0.62,0.6,0.62,16000,9620
PSE,09/22/2020,157.9,157.9,155,157.7,650,100854
SLF,09/22/2020,1965,1965,1965,1965,15,29475
V,09/22/2020,1.03,1.03,1.03,1.03,7000,7210
^INDUSTRIAL,09/22/2020,7824.79,7824.79,7755.43,7803.99,952848,952848802.05
ACEN,09/22/2020,3.17,3.17,3.1,3.12,7738000,24240330
ACR,09/22/2020,1.28,1.28,1.24,1.27,711000,892330
AP,09/22/2020,26.1,26.15,25.6,25.8,844000,21787405
BSC,09/22/2020,0.161,0.165,0.156,0.162,1190000,189350
FGEN,09/22/2020,24,25,23.6,25,199400,4804695
FPH,09/22/2020,60,60.1,59.85,59.85,208220,12492902.5
MER,09/22/2020,276,276.4,270.2,273.2,206160,56293656
MWC,09/22/2020,14.2,14.78,14.2,14.78,3292300,48042010
PCOR,09/22/2020,3.04,3.06,3.03,3.04,536000,1627970
PERC,09/22/2020,3.3,3.3,3.14,3.25,12000,38940
PNX,09/22/2020,10.72,10.98,10.72,10.98,75300,822256
SHLPH,09/22/2020,17.4,17.4,17.04,17.06,283500,4843452
SPC,09/22/2020,9.48,9.72,9.48,9.72,286700,2728410
VVT,09/22/2020,14,14,14,14,500,7000
ANI,09/22/2020,7.76,7.89,7.69,7.83,74000,572728
AXLM,09/22/2020,2.46,2.54,2.4,2.54,2654000,6520310
CAT,09/22/2020,12.5,12.5,12,12,1100,13700
CNPF,09/22/2020,17.3,17.3,17,17,405100,6917580
DELM,09/22/2020,4.67,4.68,4.6,4.61,108000,499380
DNL,09/22/2020,5.6,5.6,5.5,5.54,6545800,36274445
EMP,09/22/2020,9.79,9.9,9.78,9.9,817700,8056278
FB,09/22/2020,63.4,63.5,63.1,63.5,5640,357077
FOOD,09/22/2020,0.64,0.65,0.64,0.65,208000,134230
FRUIT,09/22/2020,1.22,1.26,1.19,1.2,16143000,19736010
GSMI,09/22/2020,48,48,46,47.6,12000,567280
JFC,09/22/2020,133.9,133.9,131.6,132.5,1212020,160156366
MACAY,09/22/2020,7.44,8.24,7.44,8.2,6800,53785
MAXS,09/22/2020,5,5.02,4.9,4.95,320000,1573659
PIZZA,09/22/2020,5.84,5.95,5.64,5.94,924400,5369605
RCI,09/22/2020,1.12,1.15,1.11,1.15,1438000,1617880
ROX,09/22/2020,1.8,1.85,1.77,1.83,122000,222440
SFI,09/22/2020,0.106,0.106,0.105,0.105,640000,67210
URC,09/22/2020,133.3,133.4,132.1,133,1150590,152845981
VITA,09/22/2020,0.77,0.79,0.76,0.78,1116000,859860
CA,09/22/2020,51.5,53,51.5,53,820,42575
CAB,09/22/2020,52,56.9,51.1,56,1920,103189
CHP,09/22/2020,1.45,1.49,1.4,1.46,16280000,23475880
DAVIN,09/22/2020,3.11,3.35,3.11,3.35,19000,62030
EAGLE,09/22/2020,13.6,14.1,13.58,14.1,451300,6313582
EEI,09/22/2020,6.42,6.54,6.36,6.45,652700,4191194
HLCM,09/22/2020,5.35,5.49,5.2,5.4,2012300,10677173
MWIDE,09/22/2020,7.73,7.8,7.57,7.7,6256400,48167052
PHN,09/22/2020,8.5,8.7,8.41,8.7,13800,117484
T,09/22/2020,0.72,0.72,0.7,0.7,358000,251070
VUL,09/22/2020,0.73,0.77,0.71,0.75,1107000,792440
CIP,09/22/2020,110.8,110.8,110.8,110.8,10,1108
CROWN,09/22/2020,1.89,1.89,1.89,1.89,10000,18900
EURO,09/22/2020,1.85,2,1.78,1.92,1368000,2629280
MVC,09/22/2020,4.31,4.31,4.02,4.2,17000,71460
PPC,09/22/2020,4.17,4.17,4.17,4.17,15000,62550
CIC,09/22/2020,20.9,20.95,20.9,20.95,1700,35535
GREEN,09/22/2020,2.09,2.14,2.04,2.14,5740000,12020820
IMI,09/22/2020,5.92,5.99,5.92,5.95,516100,3073288
ION,09/22/2020,1,1,0.97,0.98,230000,224020
SSP,09/22/2020,1.38,1.43,1.35,1.4,1399000,1927360
TECH,09/22/2020,5.7,5.73,5.59,5.65,3728800,21094480
^HOLDING,09/22/2020,6133.03,6146.71,6044.57,6146.71,541108,541108019.11
ABA,09/22/2020,0.465,0.47,0.465,0.47,4980000,2330650
ABG,09/22/2020,8.08,8.08,7.75,8.07,4700,36905
AC,09/22/2020,717,720,705,720,99960,71549535
AEV,09/22/2020,47.2,47.25,46.5,46.5,588000,27404290
AGI,09/22/2020,7.15,7.15,7,7.1,7486400,52871832
ALLHC,09/22/2020,2.43,2.46,2.36,2.45,3926000,9537070
APO,09/22/2020,0.56,0.58,0.56,0.58,96000,54780
ATN,09/22/2020,0.58,0.58,0.56,0.57,1773000,1004350
ATNB,09/22/2020,0.57,0.57,0.57,0.57,100000,57000
COSCO,09/22/2020,5.06,5.1,5.04,5.06,700800,3544549
DMC,09/22/2020,4.05,4.05,4,4.04,1959000,7884510
FDC,09/22/2020,8.5,8.66,8.5,8.66,2200,18732
FPI,09/22/2020,0.188,0.188,0.188,0.188,380000,71440
GTCAP,09/22/2020,399,399.2,392,394.4,84670,33405368
JGS,09/22/2020,62,62,60.55,61.2,1404740,85716069.5
LIHC,09/22/2020,0.61,0.61,0.59,0.61,514000,313490
LPZ,09/22/2020,2.29,2.32,2.28,2.29,1657000,3798650
LTG,09/22/2020,8.9,9.04,8.78,9.04,854800,7686163
MPI,09/22/2020,3.47,3.47,3.4,3.43,11686000,39978460
PA,09/22/2020,3,3,2.9,2.98,7000,20880
PRIM,09/22/2020,0.77,0.8,0.77,0.8,40000,30830
SGI,09/22/2020,0.97,0.97,0.97,0.97,7000,6790
SM,09/22/2020,875,887,860,887,113230,99581230
SMC,09/22/2020,99.3,99.3,98.8,99,240830,23839647
SPM,09/22/2020,1.82,1.82,1.82,1.82,18000,32760
TFHI,09/22/2020,123,129.7,123,129.7,270,34081
ZHI,09/22/2020,0.135,0.135,0.132,0.134,740000,99230
^PROPERTY,09/22/2020,2741.85,2745.07,2715.13,2744.43,527717,527717131.83
ALCO,09/22/2020,0.53,0.53,0.52,0.53,1060000,552760
ALHI,09/22/2020,7.96,8.28,7.96,8.28,500,4013
ALI,09/22/2020,30,30.15,29.75,30,6124600,183454045
ARA,09/22/2020,0.93,1,0.93,1,2000,1930
AREIT,09/22/2020,25.65,25.75,25.45,25.6,1118000,28604495
BEL,09/22/2020,1.35,1.35,1.34,1.34,1008000,1352850
BRN,09/22/2020,0.78,0.78,0.75,0.76,2867000,2180700
CDC,09/22/2020,0.77,0.77,0.77,0.77,11000,8470
CEI,09/22/2020,0.133,0.133,0.127,0.133,6050000,769880
CHI,09/22/2020,5.77,6,5.77,6,800,4777
CLI,09/22/2020,4.95,4.97,4.89,4.97,79000,391310
CPG,09/22/2020,0.365,0.365,0.365,0.365,1400000,511000
CYBR,09/22/2020,0.28,0.28,0.265,0.265,180000,48850
DD,09/22/2020,14.2,14.3,13.86,14.14,1281100,18102390
DMW,09/22/2020,5.62,5.62,5.55,5.57,317300,1774665
ELI,09/22/2020,0.255,0.265,0.255,0.265,500000,129150
EVER,09/22/2020,0.086,0.086,0.086,0.086,40000,3440
FLI,09/22/2020,0.93,0.93,0.91,0.92,11616000,10629990
GERI,09/22/2020,0.75,0.75,0.74,0.75,1982000,1486190
HOUSE,09/22/2020,6.9,6.99,6.8,6.98,35900,248371
IRC,09/22/2020,1.14,1.14,1.09,1.13,4100000,4549440
MEG,09/22/2020,3.1,3.11,3.01,3.07,24394000,74925160
MRC,09/22/2020,0.235,0.235,0.225,0.23,28010000,6400610
PHES,09/22/2020,0.28,0.28,0.28,0.28,80000,22400
PRMX,09/22/2020,1.12,1.14,1.12,1.12,44000,49630
RLC,09/22/2020,14.62,14.72,14.54,14.54,1239200,18057240
RLT,09/22/2020,0.211,0.214,0.21,0.214,840000,177450
ROCK,09/22/2020,1.5,1.52,1.5,1.52,240000,363760
SHNG,09/22/2020,2.65,2.66,2.65,2.66,30000,79700
SLI,09/22/2020,1.95,1.95,1.95,1.95,20000,39000
SMPH,09/22/2020,28.9,29.1,28.6,29.05,3877800,112233940
STR,09/22/2020,4.05,4.09,3.93,3.96,304000,1223530
SUN,09/22/2020,1.15,1.18,1.14,1.18,558000,642840
VLL,09/22/2020,3.45,3.45,3.34,3.35,2918000,9896690
^SERVICE,09/22/2020,1454.56,1456.4,1442.04,1455.41,1902170,1902170018.42
ABS,09/22/2020,7.04,7.13,6.98,7.08,531300,3746057
GMA7,09/22/2020,5.08,5.1,5.04,5.06,512500,2593386
MB,09/22/2020,0.39,0.39,0.385,0.39,200000,77650
MBC,09/22/2020,11.14,11.5,11.14,11.5,1400,15740
GLO,09/22/2020,2114,2114,2080,2080,20830,43506300
TEL,09/22/2020,1375,1393,1371,1382,117415,162104315
APL,09/22/2020,0.057,0.058,0.055,0.057,32520000,1827620
DFNN,09/22/2020,2.91,2.95,2.9,2.9,21000,61060
DITO,09/22/2020,4.14,4.27,3.92,3.99,85485000,346149340
IS,09/22/2020,0.075,0.075,0.072,0.075,1230000,88620
JAS,09/22/2020,1.64,1.64,1.55,1.6,30000,47020
NOW,09/22/2020,3.77,4.3,3.2,3.28,246912000,907705850
TBGI,09/22/2020,0.216,0.219,0.186,0.19,34510000,6780140
WEB,09/22/2020,2.19,2.19,2.1,2.12,921000,1971050
2GO,09/22/2020,8.51,8.51,8.49,8.49,10800,91711
ATI,09/22/2020,15.76,15.76,15.28,15.28,2600,40112
C,09/22/2020,4.05,4.05,3.73,3.83,2540000,9863140
CEB,09/22/2020,36.6,36.95,36,36.2,243500,8800265
ICT,09/22/2020,108.9,108.9,106.7,108,613430,66281934
LBC,09/22/2020,15.48,15.66,15.4,15.4,56100,877050
LSC,09/22/2020,0.77,0.77,0.77,0.77,1000,770
MAC,09/22/2020,4.75,4.75,4.56,4.73,3901000,18129810
MAH,09/22/2020,1.72,2.22,1.71,2.03,10215000,20562720
MAHB,09/22/2020,1.95,2.09,1.8,2.09,123000,244910
PAL,09/22/2020,5.73,5.73,5.7,5.7,46800,267017
TUGS,09/22/2020,1.05,1.08,0.96,1.07,5719000,5780790
BHI,09/22/2020,0.026,0.027,0.026,0.027,6800000,176900
WPI,09/22/2020,0.38,0.38,0.38,0.38,1410000,535800
CEU,09/22/2020,6.49,6.49,6.49,6.49,300,1947
STI,09/22/2020,0.335,0.345,0.325,0.345,7950000,2645400
BCOR,09/22/2020,3.15,3.2,3.01,3.2,2001000,6258190
BLOOM,09/22/2020,6.78,6.85,6.38,6.63,6613900,43183219
LR,09/22/2020,1.32,1.32,1.26,1.26,55000,70830
PHR,09/22/2020,2.15,2.19,2.15,2.19,61000,132100
PLC,09/22/2020,0.315,0.32,0.31,0.32,5470000,1724900
HOME,09/22/2020,5.83,5.9,5.71,5.88,1989400,11493532
MRSGI,09/22/2020,1.38,1.39,1.36,1.38,1069000,1467780
PGOLD,09/22/2020,47.25,48.6,47.25,48.6,1384800,66909980
RRHI,09/22/2020,68,70,67.5,70,378590,26257693.5
SEVN,09/22/2020,116.6,117,116.6,117,1000,116640
SSI,09/22/2020,1.09,1.14,1.05,1.1,7440000,8081490
WLCON,09/22/2020,15.5,15.6,15.5,15.6,1177100,18311060
APC,09/22/2020,0.305,0.305,0.3,0.3,560000,169600
ECP,09/22/2020,7.6,7.6,6.42,6.74,684100,4657046
PHA,09/22/2020,0.224,0.224,0.22,0.221,6290000,1386350
SBS,09/22/2020,4.2,4.2,4.2,4.2,6000,25200
^MINING-OIL,09/22/2020,5946.76,6007.89,5825.89,6007.89,137525,137525447.47
AB,09/22/2020,8,8,8,8,100,800
APX,09/22/2020,1.48,1.5,1.42,1.47,10305000,15113800
AR,09/22/2020,0.0008,0.0009,0.0008,0.0008,3409000000,2727800
AT,09/22/2020,4.38,4.4,4.1,4.23,644000,2730710
BC,09/22/2020,2.61,2.65,2.46,2.65,482000,1210880
BCB,09/22/2020,2.66,2.77,2.62,2.77,34000,89840
COAL,09/22/2020,0.22,0.23,0.22,0.228,440000,96980
CPM,09/22/2020,2.43,2.57,2.42,2.5,224000,567750
DIZ,09/22/2020,7.61,7.74,7.55,7.74,5100,38629
FNI,09/22/2020,1.21,1.21,1.1,1.19,25856000,30126310
GEO,09/22/2020,0.23,0.232,0.228,0.232,60000,13820
LC,09/22/2020,0.14,0.14,0.133,0.137,23840000,3274390
LCB,09/22/2020,0.142,0.142,0.136,0.138,2160000,300430
MA,09/22/2020,0.0095,0.0095,0.0093,0.0094,35000000,327800
MAB,09/22/2020,0.01,0.011,0.01,0.01,38300000,391000
MARC,09/22/2020,0.86,0.88,0.77,0.88,4430000,3716890
NI,09/22/2020,2.02,2.08,2,2.02,602000,1212420
NIKL,09/22/2020,3,3.13,2.94,3.13,12605000,38214240
OM,09/22/2020,0.38,0.38,0.38,0.38,10000,3800
ORE,09/22/2020,0.53,0.55,0.53,0.55,948000,504630
PX,09/22/2020,4.19,4.19,4.1,4.13,2768000,11465030
SCC,09/22/2020,9.86,9.95,9.75,9.95,1991000,19514498
UPM,09/22/2020,0.0048,0.0048,0.0048,0.0048,8000000,38400
ACEX,09/22/2020,5.99,5.99,5.8,5.99,199000,1163151
OPMB,09/22/2020,0.0083,0.0083,0.0083,0.0083,43000000,356900
OV,09/22/2020,0.0081,0.0083,0.0081,0.0081,7000000,57100
PXP,09/22/2020,5.26,5.26,5.16,5.2,817200,4240089
^PSEi,09/22/2020,5893.19,5894.28,5837.03,5894.28,4629996,4629996738.64
^ALLSHARES,09/22/2020,3541.19,3543.93,3512.75,3543.93,0,0
FMETF,09/22/2020,90.5,90.5,88.85,89.25,15130,1348707
DMPA1,09/22/2020,10.34,10.36,10.34,10.36,37000,383316
ACPB1,09/22/2020,515,515,515,515,1940,999100
ALCPB,09/22/2020,103.2,103.5,103.2,103.5,2410,249151
CPGP,09/22/2020,102.3,102.3,102.3,102.3,580,59334
DDPR,09/22/2020,101,101,100.6,101,27560,2779520
MWP,09/22/2020,101.5,101.5,101.5,101.5,30000,3045000
PNX3A,09/22/2020,98.3,98.3,98,98,1080,105864
PNX4,09/22/2020,942,946,940,946,9020,8479575
PRF3A,09/22/2020,1050,1050,1050,1050,30,31500
PRF3B,09/22/2020,1088,1088,1088,1088,10,10880
SMC2C,09/22/2020,78.1,78.2,77.7,78,13690,1068690
SMC2E,09/22/2020,76,76,76,76,6500,494000
SMC2F,09/22/2020,76.5,76.8,76.5,76.8,37750,2887920
SMC2G,09/22/2020,75.7,76,75.7,76,150000,11399400
SMC2H,09/22/2020,76.1,76.1,76.1,76.1,1520,115672
SMC2I,09/22/2020,75.5,78.5,75.5,75.75,19820,1498170
ABSP,09/22/2020,6.8,6.8,6.63,6.7,383700,2570483
GMAP,09/22/2020,5,5.01,5,5.01,21300,106511
LRW,09/22/2020,0.62,0.62,0.61,0.61,29000,17710
APVI,09/22/2020,10.32,10.4,10,10.4,458700,4633412
IDC,09/22/2020,1.86,1.93,1.79,1.93,4707000,8745200
KPPI,09/22/2020,5.12,5.3,5.03,5.28,107800,552612
MM,09/22/2020,2.93,3.02,2.8,3,34525000,101205490
