^FINANCIAL,08/12/2020,1115.65,1127.1,1115.64,1127.1,560122,560122418.89
AUB,08/12/2020,45.75,46.5,45.05,45.05,1624400,74316530
BDO,08/12/2020,89.05,90,88.85,90,1748010,156749948
BPI,08/12/2020,61.2,62.5,61.2,62.5,2782780,172739866.5
CHIB,08/12/2020,20,20.25,20,20.25,195800,3935500
EW,08/12/2020,7.7,7.84,7.65,7.8,445300,3468728
MBT,08/12/2020,35.5,35.6,34.9,35.15,2186900,76848730
PBB,08/12/2020,8.1,8.1,8.1,8.1,900,7290
PBC,08/12/2020,17.12,17.12,17.12,17.12,200,3424
PNB,08/12/2020,20,20.4,20,20.1,1066100,21518805
PSB,08/12/2020,47.8,47.8,47.8,47.8,200,9560
RCB,08/12/2020,16.1,17,16.1,16.34,30000,491088
SECB,08/12/2020,91.7,93.45,91.3,92.8,505040,46834924
UBP,08/12/2020,53.2,53.2,53,53,31090,1649676
BKR,08/12/2020,0.82,0.84,0.8,0.84,233000,193700
COL,08/12/2020,22.5,22.5,22,22,800,17945
FERRO,08/12/2020,2.85,2.85,2.79,2.81,228000,646920
MED,08/12/2020,0.275,0.275,0.275,0.275,60000,16500
MFC,08/12/2020,735,735,735,735,100,73500
NRCP,08/12/2020,0.64,0.65,0.61,0.64,121000,75480
PSE,08/12/2020,156,158.9,156,156,840,131184
SLF,08/12/2020,1850,1900,1850,1900,190,360000
V,08/12/2020,1.01,1.01,1.01,1.01,1000,1010
^INDUSTRIAL,08/12/2020,7813.45,7916.09,7792.6,7916.09,645986,645986381.94
ACEPH,08/12/2020,2.76,2.76,2.61,2.64,23203000,62278140
ACR,08/12/2020,1.24,1.24,1.2,1.2,2176000,2633250
AP,08/12/2020,25.2,25.8,25.2,25.8,542000,13924135
BSC,08/12/2020,0.172,0.172,0.16,0.16,3910000,628010
FGEN,08/12/2020,24.7,25.2,24.6,24.6,180300,4457245
FPH,08/12/2020,59.8,59.8,58.7,59.05,23420,1384367.5
MER,08/12/2020,268,271.8,266.6,270.8,150150,40508284
MWC,08/12/2020,13.22,13.32,12.94,13.08,1404300,18414268
PCOR,08/12/2020,3.1,3.1,3.06,3.09,537000,1653750
PERC,08/12/2020,3.2,3.2,3.2,3.2,3000,9600
PNX,08/12/2020,11.3,11.3,11.18,11.3,163900,1845306
SHLPH,08/12/2020,17.7,17.7,17.5,17.5,81400,1427982
SPC,08/12/2020,8.03,8.07,8,8,23500,188755
VVT,08/12/2020,13.5,13.5,13.5,13.5,2000,27000
ANI,08/12/2020,8.08,8.12,7.81,8,248300,1971334
AXLM,08/12/2020,2.4,2.4,2.3,2.35,1123000,2634790
CNPF,08/12/2020,16,16.26,16,16.14,552900,8919072
