^FINANCIAL,06/25/2021,1489.17,1500.37,1485.03,1500.37,434116,434116551.08
AUB,06/25/2021,44.7,44.75,43.8,43.8,5100,225305
BDO,06/25/2021,113.9,115,113.6,115,1101910,126127027
BPI,06/25/2021,88.1,89,87.6,89,1112390,98511307.5
CHIB,06/25/2021,24.85,24.9,24.85,24.9,70000,1740675
EW,06/25/2021,9.68,9.69,9.65,9.65,226400,2187255
MBT,06/25/2021,48.35,49.1,48.35,49.1,1008800,49305950
PBB,06/25/2021,10.98,11.1,10.36,11.1,120500,1330860
PBC,06/25/2021,19.66,19.7,19.66,19.7,6600,129980
PNB,06/25/2021,22.5,22.5,22.35,22.45,179000,4007895
PSB,06/25/2021,56,56,55.7,56,870,48600
RCB,06/25/2021,17.52,17.8,17.5,17.5,55000,962790
SECB,06/25/2021,118.8,120.7,117.4,117.5,1201980,141772621
UBP,06/25/2021,77,77,74.9,74.9,25410,1912441
BKR,06/25/2021,1.25,1.34,1.25,1.33,36000,46500
COL,06/25/2021,4.2,4.5,4.2,4.28,189000,812430
FERRO,06/25/2021,3.02,3.02,3,3,58000,174120
MED,06/25/2021,0.41,0.41,0.41,0.41,30000,12300
MFC,06/25/2021,978,978,978,978,10,9780
NRCP,06/25/2021,0.7,0.7,0.7,0.7,4000,2800
PSE,06/25/2021,208,208.2,206.2,208.2,22820,4745410
SLF,06/25/2021,2550,2550,2550,2550,5,12750
^INDUSTRIAL,06/25/2021,9535.14,9542.4,9486.07,9542.4,2982633,2982633258.33
ACEN,06/25/2021,8.26,8.34,8.11,8.18,34154400,280269289
ACR,06/25/2021,1.36,1.36,1.32,1.34,237000,315280
AP,06/25/2021,24.5,24.65,24.35,24.35,1966800,48113980
BSC,06/25/2021,0.8,0.81,0.79,0.79,15364000,12238660
FGEN,06/25/2021,30.8,31.3,30.6,31.3,587100,18253995
FPH,06/25/2021,77.2,79.3,77.2,78.8,109870,8644725.5
MER,06/25/2021,276,277.8,275.4,275.4,178810,49288596
MWC,06/25/2021,18.34,18.34,18,18,1486300,27009640
