^FINANCIAL,06/21/2021,1485.86,1490.49,1471.51,1490.49,580999,580999876
BDO,06/21/2021,113.3,114.5,112.6,114.4,2035210,231084246
BPI,06/21/2021,87.8,88,86.2,87.75,896730,78360153
CHIB,06/21/2021,24.5,24.8,24.5,24.5,34000,833120
CSB,06/21/2021,7.84,7.84,7.84,7.84,500,3920
EW,06/21/2021,9.8,9.85,9.68,9.73,209900,2038078
MBT,06/21/2021,47.95,48.5,47.55,48.5,1358000,65313565
PBC,06/21/2021,19.7,19.7,19.7,19.7,1000,19700
PNB,06/21/2021,22.95,22.95,22.3,22.35,824600,18548665
PSB,06/21/2021,55.6,55.9,55.55,55.9,2000,111714.5
RCB,06/21/2021,17.48,17.5,17.48,17.5,87500,1531234
SECB,06/21/2021,122,122,119,120,945800,113634030
UBP,06/21/2021,76,77.5,76,77.5,8560,652003.5
BKR,06/21/2021,1.3,1.3,1.22,1.3,23000,29100
COL,06/21/2021,4.2,4.2,4.13,4.18,97000,405590
FAF,06/21/2021,0.59,0.59,0.59,0.59,1000,590
FERRO,06/21/2021,3,3,3,3,3000,9000
MED,06/21/2021,0.4,0.42,0.39,0.415,600000,237600
NRCP,06/21/2021,0.73,0.73,0.73,0.73,1000,730
PSE,06/21/2021,205,205,198.5,200,8830,1755105
^INDUSTRIAL,06/21/2021,9351.15,9351.15,9280.04,9319.08,1118236,1118236633.27
ACEN,06/21/2021,8.5,8.67,8.39,8.4,26614500,226313325
ACR,06/21/2021,1.39,1.39,1.36,1.38,421000,578210
AP,06/21/2021,24,24.3,24,24.25,2249700,54271510
BSC,06/21/2021,0.82,0.84,0.8,0.81,25607000,20808180
FGEN,06/21/2021,30.4,30.5,30.3,30.45,262100,7973240
FPH,06/21/2021,77.4,77.4,74.75,76.95,621910,47724181.5
MER,06/21/2021,279.6,279.6,275.2,275.8,130730,36081000
MWC,06/21/2021,16.9,16.92,16.58,16.74,1574600,26414020
PCOR,06/21/2021,3.34,3.36,3.25,3.28,1541000,5084380
PERC,06/21/2021,4.05,4.05,4.01,4.01,147000,592430
PNX,06/21/2021,11.84,13,11.84,12.16,7100,90206
SHLPH,06/21/2021,21.25,21.3,20.75,21,210000,4418575
SPC,06/21/2021,11.42,11.6,11.42,11.56,148800,1718656
VVT,06/21/2021,15.02,15.4,15.02,15.4,10800,165120
ANI,06/21/2021,6.3,6.38,6.16,6.22,2919400,18440994
AXLM,06/21/2021,2.92,2.97,2.9,2.9,684000,1991670
CAT,06/21/2021,14,14,14,14,100,1400
CNPF,06/21/2021,22.5,22.7,22.35,22.5,1008000,22671245
DELM,06/21/2021,15,15.4,14.4,14.8,1350800,20173362
DNL,06/21/2021,8.14,8.15,8.02,8.1,1397100,11287677
