stock_code,quote_date,open_price,high_price,low_price,close_price,volume,value
2GO,2023/06/08,13.5,13.5,13.5,13.5,0,0
8990B,2023/06/08,94.05,94.05,94.05,94.05,10,941
8990P,2023/06/08,101.1,101.1,101.1,101.1,0,0
AAA,2023/06/08,1.61,1.61,1.61,1.61,0,0
AB,2023/06/08,5.2,5.36,5.2,5.33,22700,118690
ABA,2023/06/08,2.7,2.72,2.69,2.71,852000,2300000
ABG,2023/06/08,3.95,3.95,3.95,3.95,0,0
ABS,2023/06/08,6.85,6.94,6.85,6.85,114700,790680
ABSP,2023/06/08,6.48,6.49,6.3,6.32,28800,184840
AC,2023/06/08,667.5,682,667,677,629080,425990000
ACE,2023/06/08,1.57,1.57,1.57,1.57,0,0
ACEN,2023/06/08,6,6.01,5.95,5.99,2320000,13870000
ACPA,2023/06/08,500,500,500,500,0,0
ACPAR,2023/06/08,2548,2548,2548,2548,50,127400
ACPB1,2023/06/08,491,491,491,491,5000,2460000
ACR,2023/06/08,0.78,0.78,0.73,0.73,450000,330330
AEV,2023/06/08,54.5,55,54.2,55,112450,6160000
AGI,2023/06/08,13.8,13.92,13.72,13.72,1890000,26130000
ALCO,2023/06/08,0.52,0.53,0.49,0.49,821000,405500
ALCPB,2023/06/08,102.3,102.3,102.3,102.3,0,0
ALCPC,2023/06/08,101.3,101.3,101.3,101.3,0,0
ALCPD,2023/06/08,485,485,485,485,0,0
ALHI,2023/06/08,5.41,5.41,5.41,5.41,0,0
ALI,2023/06/08,26.3,26.35,25.8,25.8,7040000,182780000
ALLDY,2023/06/08,0.2,0.2,0.199,0.199,2680000,534140
ALLHC,2023/06/08,2.76,2.77,2.75,2.77,52000,143470
ALTER,2023/06/08,0.91,0.92,0.9,0.91,648000,587860
ANI,2023/06/08,7.31,7.33,7.29,7.32,14790000,108020000
ANS,2023/06/08,10.88,10.92,10.88,10.92,2200,24000
AP,2023/06/08,36.8,37.05,36.8,37,298800,11050000
APB2R,2023/06/08,486,486,486,486,0,0
APC,2023/06/08,0.236,0.243,0.233,0.24,1050000,248500
APL,2023/06/08,0.027,0.028,0.026,0.027,226900000,5980000
APO,2023/06/08,0.62,0.62,0.59,0.59,20000,12100
APVI,2023/06/08,9.9,9.9,9.9,9.9,0,0
APX,2023/06/08,2.88,2.88,2.76,2.78,3840000,10710000
AR,2023/06/08,0.0046,0.0046,0.0046,0.0046,0,0
ARA,2023/06/08,0.9,0.9,0.89,0.89,862000,775420
AREIT,2023/06/08,34.7,34.8,34,34.4,665100,22860000
ASLAG,2023/06/08,1.38,1.42,1.38,1.4,77000,106740
AT,2023/06/08,3.95,3.95,3.95,3.95,20000,79000
ATI,2023/06/08,13.64,14.26,13.64,13.8,800,11250
ATN,2023/06/08,0.39,0.39,0.39,0.39,30000,11700
ATNB,2023/06/08,0.39,0.39,0.39,0.39,830000,323700
AUB,2023/06/08,45.1,45.6,45.1,45.6,32400,1470000
AXLM,2023/06/08,2.48,2.48,2.47,2.47,23000,57020
BALAI,2023/06/08,0.58,0.59,0.57,0.58,5690000,3280000
BC,2023/06/08,4.61,4.72,4.61,4.72,15000,70030
BCB,2023/06/08,4.6,4.8,4.52,4.8,27000,124760
BCOR,2023/06/08,7.5,7.5,7.5,7.5,200,1500
BCP,2023/06/08,23.3,23.3,23.3,23.3,0,0
BDO,2023/06/08,136,137.8,135.3,137.8,1610000,220740000
BEL,2023/06/08,1.19,1.19,1.16,1.16,121000,140630
BH,2023/06/08,680,680,680,680,0,0
BHI,2023/06/08,0.083,0.083,0.08,0.081,32730000,2660000
