stock_code,quote_date,open_price,high_price,low_price,close_price,volume,value
2GO,2023/06/30,13.5,13.5,13.5,13.5,0,0
8990B,2023/06/30,98,98,98,98,0,0
8990P,2023/06/30,101.1,101.1,101.1,101.1,0,0
AAA,2023/06/30,1.61,1.61,1.61,1.61,0,0
AB,2023/06/30,5.01,5.3,5,5.3,35700,184910
ABA,2023/06/30,2.68,2.69,2.64,2.67,2880000,7640000
ABG,2023/06/30,3.3,3.3,3.23,3.23,33000,107500
ABS,2023/06/30,6.45,6.65,6.43,6.53,281100,1850000
ABSP,2023/06/30,5.8,6,5.71,5.72,170900,993110
AC,2023/06/30,646,646,625,625,260790,164680000
ACE,2023/06/30,1.72,1.72,1.72,1.72,0,0
ACEN,2023/06/30,5.35,5.39,5.28,5.39,5750000,30780000
ACPA,2023/06/30,500,500,500,500,0,0
ACPAR,2023/06/30,2496,2498,2490,2498,550,1370000
ACPB1,2023/06/30,499.6,499.6,499.6,499.6,0,0
ACR,2023/06/30,0.75,0.82,0.75,0.77,114000,86070
AEV,2023/06/30,54,54.6,53.5,54.4,315500,17150000
AGI,2023/06/30,13.22,13.48,13.22,13.42,850100,11390000
ALCO,2023/06/30,0.49,0.5,0.49,0.5,20000,9900
ALCPB,2023/06/30,102.3,102.3,102.3,102.3,0,0
ALCPC,2023/06/30,101.4,101.4,101.4,101.4,0,0
ALCPD,2023/06/30,490,490,490,490,0,0
ALHI,2023/06/30,6.59,6.59,6.59,6.59,0,0
ALI,2023/06/30,25.1,25.2,24.3,24.3,16550000,408540000
ALLDY,2023/06/30,0.198,0.201,0.197,0.197,9690000,1930000
ALLHC,2023/06/30,2.6,2.63,2.56,2.59,384000,990500
ALTER,2023/06/30,1.04,1.1,1.04,1.09,16560000,17920000
ANI,2023/06/30,7.07,7.09,6.45,6.93,8610000,60790000
ANS,2023/06/30,10.9,11,10.88,10.88,27700,301500
AP,2023/06/30,37.7,38.55,37.7,38.45,1440000,55400000
APB2R,2023/06/30,480,485,480,485,6040,2910000
APC,2023/06/30,0.225,0.225,0.222,0.225,450000,100950
APL,2023/06/30,0.026,0.026,0.025,0.025,171000000,4400000
APO,2023/06/30,0.6,0.6,0.6,0.6,0,0
APVI,2023/06/30,9.61,9.61,9.61,9.61,300,2880
APX,2023/06/30,2.44,2.5,2.35,2.36,4680000,11200000
AR,2023/06/30,0.0046,0.0046,0.0046,0.0046,0,0
ARA,2023/06/30,0.86,0.86,0.86,0.86,60000,51600
AREIT,2023/06/30,35.3,35.35,34.7,34.7,186100,6500000
ASLAG,2023/06/30,1.47,1.48,1.45,1.47,89000,130010
AT,2023/06/30,3.8,3.8,3.8,3.8,82000,311600
ATI,2023/06/30,14.5,14.6,14,14,53800,759880
ATN,2023/06/30,0.39,0.39,0.39,0.39,440000,171600
ATNB,2023/06/30,0.39,0.39,0.39,0.39,0,0
AUB,2023/06/30,46,46,46,46,19100,878600
AXLM,2023/06/30,2.4,2.4,2.37,2.4,39000,92990
BALAI,2023/06/30,0.57,0.58,0.54,0.58,14110000,7870000
BC,2023/06/30,4.5,4.5,4.5,4.5,0,0
BCB,2023/06/30,4.58,4.58,4.58,4.58,20000,91600
BCOR,2023/06/30,7.5,7.9,7.5,7.9,49700,380510
BCP,2023/06/30,23.3,23.3,23.3,23.3,0,0
BDO,2023/06/30,139.8,139.8,137.4,137.7,1950000,268420000
BEL,2023/06/30,1.2,1.2,1.18,1.2,87000,103000
BH,2023/06/30,680,680,680,680,0,0
BHI,2023/06/30,0.071,0.071,0.067,0.068,22360000,1530000
BKR,2023/06/30,1.4,1.4,1.4,1.4,0,0
BLOOM,2023/06/30,10.98,11.1,10.8,11.1,2960000,32620000
BMM,2023/06/30,52,52,52,52,0,0
BNCOM,2023/06/30,6.89,6.89,6.72,6.72,1700,11450
BPI,2023/06/30,109,110.9,108,108.8,1990000,217680000
BRN,2023/06/30,0.72,0.72,0.72,0.72,0,0
BRNP,2023/06/30,101,101,101,101,0,0
BSC,2023/06/30,0.233,0.237,0.233,0.235,1140000,269440
C,2023/06/30,1.04,1.05,1.03,1.05,60000,62350
CA,2023/06/30,33,33,33,33,0,0
CAB,2023/06/30,42.8,42.8,42.8,42.8,0,0
CAT,2023/06/30,9.19,9.19,9.19,9.19,0,0
CDC,2023/06/30,0.75,0.75,0.75,0.75,26650,20020
CEB,2023/06/30,36.75,37.75,36.75,37.5,287700,10660000
CEBCP,2023/06/30,35.55,35.9,35.5,35.9,128100,4570000
CEI,2023/06/30,0.073,0.078,0.073,0.078,100000,7620
CEU,2023/06/30,7.42,7.93,7.41,7.92,12600,98270
CHI,2023/06/30,6.12,6.12,6.12,6.12,0,0
CHIB,2023/06/30,30,30.1,29.9,30,42100,1260000
CHP,2023/06/30,1.07,1.08,1.02,1.02,552000,569060
CIC,2023/06/30,15.08,15.1,15.08,15.1,1000,15080
CIP,2023/06/30,123,123,123,123,0,0
CLI,2023/06/30,2.6,2.6,2.56,2.59,59000,152360
CNPF,2023/06/30,25.45,25.65,25,25.6,1840000,47040000
CNVRG,2023/06/30,11.08,11.2,10.9,10.92,4050000,44750000
COAL,2023/06/30,0.164,0.165,0.163,0.165,220000,36130
COL,2023/06/30,2.97,2.97,2.97,2.97,0,0
COSCO,2023/06/30,4.8,4.94,4.8,4.9,1930000,9450000
CPG,2023/06/30,0.37,0.37,0.36,0.36,940000,344150
CPGP,2023/06/30,101.8,101.8,101.8,101.8,0,0
CPM,2023/06/30,2.78,2.88,2.77,2.88,17000,47400
CREIT,2023/06/30,2.56,2.57,2.55,2.56,589000,1510000
CROWN,2023/06/30,1.48,1.48,1.48,1.48,17000,25160
CSB,2023/06/30,6.67,6.67,6.67,6.67,0,0
CTS,2023/06/30,0.75,0.79,0.75,0.79,137000,104950
CYBR,2023/06/30,0.33,0.33,0.33,0.33,0,0
DD,2023/06/30,6.76,6.84,6.76,6.82,88700,601070
DDMPR,2023/06/30,1.28,1.28,1.26,1.27,887000,1130000
DDPR,2023/06/30,94,94.5,94,94,11880,1120000
DELM,2023/06/30,8.99,8.99,8.65,8.95,8600,76800
