stock_code,quote_date,open_price,high_price,low_price,close_price,volume,value
2GO,2023/06/19,13.5,13.5,13.5,13.5,0,0
8990B,2023/06/19,98,98,98,98,0,0
8990P,2023/06/19,101.1,101.1,101.1,101.1,0,0
AAA,2023/06/19,1.61,1.61,1.61,1.61,0,0
AB,2023/06/19,5,5,5,5,2700,13500
ABA,2023/06/19,2.67,2.68,2.65,2.68,17150000,45920000
ABG,2023/06/19,3.81,3.81,3.81,3.81,0,0
ABS,2023/06/19,6.54,6.54,6.33,6.35,122300,788920
ABSP,2023/06/19,6.25,6.25,6.24,6.24,15600,97440
AC,2023/06/19,624,624,603,615,962350,588390000
ACE,2023/06/19,1.61,1.61,1.61,1.61,4000,6440
ACEN,2023/06/19,5.36,5.36,4.93,5.03,36500000,184590000
ACPA,2023/06/19,500,500,500,500,0,0
ACPAR,2023/06/19,2490,2500,2490,2500,175,436400
ACPB1,2023/06/19,491.2,491.2,491.2,491.2,0,0
ACR,2023/06/19,0.72,0.72,0.72,0.72,17000,12240
AEV,2023/06/19,56.9,56.9,55.7,56.5,581840,32750000
AGI,2023/06/19,13.12,13.12,12.58,12.62,1050000,13420000
ALCO,2023/06/19,0.49,0.49,0.49,0.49,0,0
ALCPB,2023/06/19,102.3,102.3,102.3,102.3,0,0
ALCPC,2023/06/19,101.4,101.4,101.4,101.4,0,0
ALCPD,2023/06/19,490,490,490,490,0,0
ALHI,2023/06/19,6.29,6.29,6.29,6.29,0,0
ALI,2023/06/19,24.45,24.75,24,24.4,9450000,230900000
ALLDY,2023/06/19,0.193,0.195,0.19,0.195,9700000,1870000
ALLHC,2023/06/19,2.66,2.7,2.57,2.57,617000,1610000
ALTER,2023/06/19,1.03,1.03,1,1.02,1440000,1460000
ANI,2023/06/19,7.19,7.25,7.14,7.24,4210000,30270000
ANS,2023/06/19,11.3,11.92,11.3,11.78,106400,1260000
AP,2023/06/19,36.55,36.75,36.25,36.65,211500,7720000
APB2R,2023/06/19,472.2,472.2,472.2,472.2,0,0
APC,2023/06/19,0.24,0.24,0.24,0.24,0,0
APL,2023/06/19,0.026,0.027,0.026,0.027,84200000,2190000
APO,2023/06/19,0.62,0.62,0.62,0.62,1000,620
APVI,2023/06/19,10.1,10.1,9.61,9.61,6800,67320
APX,2023/06/19,2.59,2.68,2.58,2.6,672000,1750000
AR,2023/06/19,0.0046,0.0046,0.0046,0.0046,0,0
ARA,2023/06/19,0.86,0.86,0.86,0.86,10000,8600
AREIT,2023/06/19,34,34.4,34,34.2,77300,2640000
ASLAG,2023/06/19,1.37,1.43,1.37,1.42,93000,130940
AT,2023/06/19,3.81,3.81,3.8,3.8,190000,722850
ATI,2023/06/19,14.3,14.3,14,14,4100,58450
ATN,2023/06/19,0.39,0.39,0.39,0.39,0,0
ATNB,2023/06/19,0.39,0.39,0.39,0.39,0,0
AUB,2023/06/19,45.3,45.3,44.8,44.8,3800,170660
AXLM,2023/06/19,2.44,2.49,2.41,2.49,15000,36320
BALAI,2023/06/19,0.54,0.54,0.52,0.53,269000,142790
BC,2023/06/19,4.65,4.65,4.65,4.65,10000,46500
BCB,2023/06/19,4.51,4.59,4.49,4.59,35000,158900
BCOR,2023/06/19,7.5,7.5,7.5,7.5,0,0
BCP,2023/06/19,23.3,23.3,23.3,23.3,0,0
BDO,2023/06/19,140,140.7,137.5,140,1730000,240660000
BEL,2023/06/19,1.2,1.2,1.14,1.17,489000,563370
BH,2023/06/19,680,680,680,680,0,0
BHI,2023/06/19,0.073,0.076,0.072,0.075,17910000,1330000
BKR,2023/06/19,1.37,1.37,1.37,1.37,4000,5480
BLOOM,2023/06/19,9.9,9.91,9.42,9.55,11680000,112200000
BMM,2023/06/19,52,52,52,52,0,0
BNCOM,2023/06/19,6.88,6.88,6.8,6.8,28000,190500
BPI,2023/06/19,106.5,106.5,105.6,106.3,2230000,237020000
BRN,2023/06/19,0.71,0.75,0.71,0.75,3000,2170
BRNP,2023/06/19,100.5,100.5,100.5,100.5,0,0
BSC,2023/06/19,0.22,0.225,0.22,0.22,1620000,360250
C,2023/06/19,1.07,1.07,1.05,1.06,489000,518930
CA,2023/06/19,33,33,33,33,1500,49500
CAB,2023/06/19,42.8,42.8,42.8,42.8,0,0
CAT,2023/06/19,9.05,9.19,9.05,9.19,4400,39950
CDC,2023/06/19,0.79,0.8,0.77,0.8,1080000,839530
CEB,2023/06/19,37.8,37.8,37.4,37.4,84900,3190000
CEBCP,2023/06/19,36.8,37,36.8,36.9,15300,565290
CEI,2023/06/19,0.08,0.08,0.08,0.08,170000,13600
CEU,2023/06/19,7.85,7.85,7.82,7.84,16800,131780
CHI,2023/06/19,6.12,6.12,6.12,6.12,0,0
CHIB,2023/06/19,29.6,30.45,29,29.5,255700,7540000
CHP,2023/06/19,1,1.02,1,1.02,110000,110920
CIC,2023/06/19,15.18,15.18,15.14,15.14,600,9090
CIP,2023/06/19,123,123,123,123,0,0
CLI,2023/06/19,2.6,2.6,2.58,2.58,75000,193920
CNPF,2023/06/19,24.4,24.85,24.2,24.2,4030000,98420000
CNVRG,2023/06/19,11,11.1,10.66,10.88,4430000,47670000
COAL,2023/06/19,0.165,0.165,0.162,0.162,380000,61810
COL,2023/06/19,3.06,3.06,3.06,3.06,0,0
COSCO,2023/06/19,5,5,4.88,4.89,2200000,10800000
CPG,2023/06/19,0.37,0.375,0.37,0.37,420000,155800
CPGP,2023/06/19,101.9,101.9,101.9,101.9,0,0
CPM,2023/06/19,2.92,2.92,2.92,2.92,10000,29200
CREIT,2023/06/19,2.56,2.57,2.54,2.56,2610000,6700000
CROWN,2023/06/19,1.49,1.52,1.49,1.49,91000,136070
CSB,2023/06/19,8.3,8.3,8.3,8.3,0,0
CTS,2023/06/19,0.8,0.8,0.78,0.78,224000,176790
CYBR,2023/06/19,0.33,0.33,0.33,0.33,0,0
DD,2023/06/19,7.07,7.09,7,7,113200,796840
DDMPR,2023/06/19,1.28,1.3,1.28,1.29,1450000,1860000
DDPR,2023/06/19,96,96,95.85,96,17090,1640000
DELM,2023/06/19,9.6,10,9.6,9.98,15900,157320
DFNN,2023/06/19,3.05,3.05,3.05,3.05,3000,9150
DHI,2023/06/19,3.16,3.16,3.16,3.16,0,0
DITO,2023/06/19,2.68,2.7,2.58,2.6,1650000,4350000
DIZ,2023/06/19,3.99,3.99,3.99,3.99,0,0
DMC,2023/06/19,9.23,9.39,9.23,9.39,843800,7890000
DMCP,2023/06/19,1400,1400,1400,1400,0,0
DMPA1,2023/06/19,10,10,10,10,0,0
DMPA2,2023/06/19,9.71,9.71,9.71,9.71,0,0
DMW,2023/06/19,6.54,6.54,6.48,6.52,41500,270270
DNA,2023/06/19,2.86,2.86,2.86,2.86,0,0
DNL,2023/06/19,7.13,7.13,7,7.05,186900,1320000
DTEL,2023/06/19,10.25,10.25,10.25,10.25,0,0
DWC,2023/06/19,1.3,1.45,1.3,1.45,36000,48350
ECP,2023/06/19,3.7,3.7,3.7,3.7,0,0
EEI,2023/06/19,5.19,5.44,5.18,5.2,146900,779990
EEIPA,2023/06/19,94.3,94.3,94.3,94.3,0,0
EEIPB,2023/06/19,99.45,99.45,99.45,99.45,0,0
EG,2023/06/19,0.0094,0.0094,0.0094,0.0094,0,0
ELI,2023/06/19,0.157,0.157,0.155,0.155,360000,56160
EMI,2023/06/19,21.55,21.85,21.55,21.65,6010000,130830000
ENEX,2023/06/19,8.82,8.83,8.8,8.8,10100,89070
EURO,2023/06/19,0.8,0.8,0.8,0.8,0,0
EVER,2023/06/19,0.231,0.24,0.231,0.24,960000,229360
EW,2023/06/19,7.06,7.06,6.96,6.96,70500,492900
FAF,2023/06/19,0.62,0.62,0.62,0.62,20000,12400
FB,2023/06/19,45.5,45.5,44.5,45.5,202500,9040000
FBP,2023/06/19,1011,1011,1011,1011,0,0
FBP2,2023/06/19,1005,1005,1005,1005,0,0
FCG,2023/06/19,0.74,0.74,0.73,0.73,7580000,5550000
FDC,2023/06/19,5.3,5.3,5.3,5.3,2000,10600
FERRO,2023/06/19,2.83,2.83,2.83,2.83,5000,14150
FEU,2023/06/19,575,575,575,575,10,5750
FFI,2023/06/19,3.6,3.6,3.6,3.6,0,0
FGEN,2023/06/19,19,19.18,18.7,18.82,269700,5100000
FGENG,2023/06/19,100.4,100.4,100.4,100.4,0,0
FILRT,2023/06/19,4.21,4.28,4.12,4.12,891000,3730000
FJP,2023/06/19,2.2,2.2,2.2,2.2,1000,2200
FJPB,2023/06/19,1.88,1.88,1.88,1.88,0,0
FLI,2023/06/19,0.71,0.72,0.7,0.72,5670000,4030000
FMETF,2023/06/19,102.2,102.5,101,101.3,7160,725120
FNI,2023/06/19,2.38,2.38,2.35,2.35,55000,130420
FOOD,2023/06/19,0.53,0.53,0.53,0.53,1000,530
FPH,2023/06/19,62.3,62.3,61,61,58060,3550000
FPI,2023/06/19,0.206,0.206,0.206,0.206,0,0
FRUIT,2023/06/19,1.19,1.2,1.19,1.19,288000,344220
FYN,2023/06/19,3,3,3,3,0,0
FYNB,2023/06/19,5,5,5,5,0,0
GEO,2023/06/19,0.149,0.149,0.145,0.145,40000,5920
GERI,2023/06/19,0.83,0.83,0.83,0.83,16000,13280
GLO,2023/06/19,1717,1728,1705,1718,38880,66730000
GLOPA,2023/06/19,5,5,5,5,0,0
GLOPP,2023/06/19,505.5,505.5,505.5,505.5,0,0
GMA7,2023/06/19,8.69,8.7,8.65,8.66,159400,1380000
GMAP,2023/06/19,8.95,8.95,8.95,8.95,0,0
GPH,2023/06/19,11.4,11.4,11.4,11.4,0,0
GREEN,2023/06/19,1.35,1.36,1.33,1.35,95690000,128560000
GSMI,2023/06/19,150,151.9,149.9,150,1570,235610
GTCAP,2023/06/19,494,495.8,483,485,54470,26420000
GTPPA,2023/06/19,980,980,980,980,0,0
GTPPB,2023/06/19,964.5,964.5,964.5,964.5,0,0
HI,2023/06/19,4.11,4.11,4.11,4.11,316000,1300000
HLCM,2023/06/19,3.95,3.95,3.9,3.9,104000,405800
HOME,2023/06/19,1.63,1.69,1.63,1.68,2870000,4790000
HOUSE,2023/06/19,9.29,9.3,9.29,9.3,2200,20440
HTI,2023/06/19,0.9,0.9,0.9,0.9,6000,5400
HVN,2023/06/19,810,810,810,810,0,0
I,2023/06/19,0.75,0.75,0.75,0.75,0,0
ICT,2023/06/19,200,201.8,199,200,308980,61740000
IDC,2023/06/19,0.81,0.85,0.79,0.81,596000,482260
IMI,2023/06/19,5.05,5.06,5.01,5.01,16200,81710
IMP,2023/06/19,0.73,0.73,0.73,0.73,2000,1460
INFRA,2023/06/19,0.82,0.82,0.82,0.82,10000,8200
ION,2023/06/19,1.3,1.33,1.24,1.32,4030000,5240000
IPM,2023/06/19,6,6,6,6,0,0
IPO,2023/06/19,7.85,7.85,7.85,7.85,0,0
IS,2023/06/19,0.144,0.144,0.144,0.144,0,0
JAS,2023/06/19,1.79,1.79,1.79,1.79,0,0
JFC,2023/06/19,236.2,240,236,240,399730,95510000
JFCPA,2023/06/19,930,930,930,930,200,186000
JFCPB,2023/06/19,924.5,924.5,924.5,924.5,10,9250
JGS,2023/06/19,48.5,49.2,47.5,47.75,459700,22100000
JOH,2023/06/19,3.71,3.71,3.71,3.71,0,0
KEEPR,2023/06/19,1.5,1.53,1.47,1.47,2930000,4370000
KEP,2023/06/19,7.73,7.73,7.73,7.73,0,0
KPH,2023/06/19,5.1,5.1,5.1,5.1,0,0
KPHB,2023/06/19,6.99,6.99,6.99,6.99,0,0
KPPI,2023/06/19,2.15,2.15,2.15,2.15,0,0
LAND,2023/06/19,1.05,1.05,1,1.03,945000,965990
LBC,2023/06/19,16.96,16.96,16.96,16.96,0,0
LC,2023/06/19,0.101,0.102,0.098,0.102,2420000,242240
LCB,2023/06/19,0.097,0.097,0.097,0.097,10000,970
LFM,2023/06/19,16,16,16,16,2000,32000
LMG,2023/06/19,3.35,3.35,3.35,3.35,0,0
LODE,2023/06/19,0.61,0.61,0.61,0.61,0,0
LOTO,2023/06/19,1.8,1.8,1.8,1.8,0,0
LPC,2023/06/19,0.079,0.079,0.079,0.079,0,0
LPZ,2023/06/19,4.35,4.52,4.35,4.4,63000,280550
LSC,2023/06/19,0.65,0.65,0.65,0.65,0,0
LTG,2023/06/19,9.35,9.49,9.35,9.48,2170000,20570000
MA,2023/06/19,0.0092,0.0092,0.0092,0.0092,1000000,9200
MAB,2023/06/19,0.0092,0.0092,0.0092,0.0092,0,0
MAC,2023/06/19,4.4,4.6,4.38,4.41,174000,779290
MACAY,2023/06/19,5.05,5.05,5.05,5.05,0,0
MAH,2023/06/19,0.68,0.68,0.68,0.68,74000,50320
MAHB,2023/06/19,0.66,0.66,0.66,0.66,0,0
MARC,2023/06/19,0.92,0.94,0.92,0.92,111000,102800
MAXS,2023/06/19,4.6,4.61,4.6,4.6,17000,78250
MB,2023/06/19,0.3,0.3,0.3,0.3,10000,3000
MBC,2023/06/19,6.68,6.68,6.68,6.68,0,0
MBT,2023/06/19,53.7,53.7,53.05,53.1,3350000,178420000
MED,2023/06/19,0.12,0.12,0.113,0.113,150000,17670
MEDIC,2023/06/19,0.54,0.54,0.54,0.54,178000,96120
MEG,2023/06/19,1.96,1.97,1.95,1.95,16710000,32650000
MER,2023/06/19,336,336,331.2,333.4,106190,35370000
MFC,2023/06/19,1020,1020,1020,1020,20,20400
MFIN,2023/06/19,1.48,1.48,1.48,1.48,0,0
MG,2023/06/19,0.112,0.112,0.112,0.112,0,0
MGH,2023/06/19,1,1,1,1,0,0
MHC,2023/06/19,0.18,0.18,0.18,0.18,30000,5400
MJC,2023/06/19,1.27,1.27,1.27,1.27,0,0
MJIC,2023/06/19,1,1,1,1,0,0
MM,2023/06/19,1.18,1.18,1.17,1.17,308000,362390
MONDE,2023/06/19,8.49,8.57,8.15,8.21,8650000,71870000
MPI,2023/06/19,4.38,4.44,4.38,4.43,2880000,12730000
MRC,2023/06/19,0.229,0.232,0.224,0.229,2920000,664630
MREIT,2023/06/19,15.2,15.2,14.5,14.98,589000,8760000
MRSGI,2023/06/19,1.36,1.41,1.36,1.41,5000,7000
MVC,2023/06/19,5.5,5.5,5.35,5.35,1600,8600
MWC,2023/06/19,18,18,17.32,17.32,349000,6090000
MWIDE,2023/06/19,3.18,3.2,3.16,3.2,1300000,4160000
MWP,2023/06/19,100.7,100.7,100.7,100.7,0,0
MWP2A,2023/06/19,97,97,97,97,0,0
MWP2B,2023/06/19,90,90,90,90,0,0
MWP4,2023/06/19,96.5,96.5,96.5,96.5,0,0
MWP5,2023/06/19,102.5,102.5,102.5,102.5,0,0
NI,2023/06/19,0.63,0.63,0.63,0.63,50000,31500
NIKL,2023/06/19,5.85,5.9,5.77,5.9,5320000,31050000
NOW,2023/06/19,1.46,1.46,1.38,1.38,1580000,2210000
NRCP,2023/06/19,0.52,0.52,0.52,0.52,0,0
NXGEN,2023/06/19,7,7,7,7,0,0
OM,2023/06/19,0.26,0.26,0.26,0.26,0,0
OPM,2023/06/19,0.0098,0.0098,0.0097,0.0097,2000000,19500
OPMB,2023/06/19,0.011,0.011,0.011,0.011,0,0
ORE,2023/06/19,0.74,0.77,0.73,0.76,28000,20660
OV,2023/06/19,0.0089,0.0089,0.0089,0.0089,8000000,71200
PA,2023/06/19,1.8,1.81,1.8,1.81,7000,12620
PAL,2023/06/19,5.4,5.4,5.25,5.27,9500,50170
PAX,2023/06/19,1.45,1.45,1.45,1.45,0,0
PBB,2023/06/19,7.5,7.5,7.5,7.5,1800,13500
PBC,2023/06/19,18,18,18,18,0,0
PCOR,2023/06/19,3.44,3.45,3.39,3.4,5140000,17490000
PCP,2023/06/19,0.205,0.205,0.205,0.205,0,0
PERC,2023/06/19,4.62,4.62,4.6,4.6,30000,138270
PGOLD,2023/06/19,28.1,28.25,27.85,28,1740000,49010000
PHA,2023/06/19,0.24,0.24,0.237,0.238,720000,171710
PHC,2023/06/19,1.4,1.4,1.4,1.4,0,0
PHES,2023/06/19,0.375,0.375,0.365,0.365,40000,14700
PHN,2023/06/19,19.56,19.56,19.5,19.5,74200,1450000
PHR,2023/06/19,0.66,0.68,0.65,0.68,4940000,3300000
PIZZA,2023/06/19,8.85,8.85,8.6,8.66,127600,1110000
PLC,2023/06/19,0.55,0.55,0.53,0.53,301000,159660
PLUS,2023/06/19,3.53,3.53,3.43,3.47,485000,1690000
PMPC,2023/06/19,5.3,5.3,5.3,5.3,4000,21200
PNB,2023/06/19,18.72,18.72,18.4,18.72,205900,3830000
PNC,2023/06/19,4.9,4.9,4.9,4.9,0,0
PNX,2023/06/19,7.8,7.8,7.8,7.8,0,0
PNX3A,2023/06/19,100.4,100.4,100.4,100.4,0,0
PNX3B,2023/06/19,40.7,40.7,40.7,40.7,0,0
PNX4,2023/06/19,325.8,325.8,325.8,325.8,0,0
PNXP,2023/06/19,100,100,100,100,0,0
PORT,2023/06/19,7.3,7.3,7.3,7.3,0,0
PPC,2023/06/19,5.2,5.2,5.15,5.15,16000,82750
PRC,2023/06/19,4.93,4.93,4.93,4.93,0,0
PREIT,2023/06/19,1.5,1.54,1.5,1.54,21000,31900
PRF2A,2023/06/19,1000,1000,1000,1000,0,0
PRF2B,2023/06/19,1027,1027,1027,1027,0,0
PRF3A,2023/06/19,995,995,995,995,110,109450
PRF3B,2023/06/19,1005,1005,1004,1004,2710,2720000
PRF4A,2023/06/19,1000,1000,1000,1000,0,0
PRF4B,2023/06/19,1000,1000,1000,1000,0,0
PRF4C,2023/06/19,1000,1000,1000,1000,0,0
PRIM,2023/06/19,2.05,2.12,2.05,2.06,105000,216080
PRMX,2023/06/19,3.22,3.37,3.22,3.37,182000,611590
PSB,2023/06/19,55.1,55.1,55.1,55.1,500,27550
PSE,2023/06/19,159,160,157,160,5990,955820
PTC,2023/06/19,115,115,115,115,0,0
