stock_code,quote_date,open_price,high_price,low_price,close_price,volume,value
2GO,2023/06/13,13.5,13.5,13.5,13.5,0,0
8990B,2023/06/13,94.05,94.05,94.05,94.05,0,0
8990P,2023/06/13,101.1,101.1,101.1,101.1,0,0
AAA,2023/06/13,1.61,1.61,1.61,1.61,0,0
AB,2023/06/13,5.15,5.15,5,5.12,63200,317040
ABA,2023/06/13,2.7,2.7,2.64,2.68,9750000,26000000
ABG,2023/06/13,3.8,3.8,3.8,3.8,2000,7600
ABS,2023/06/13,6.71,6.88,6.68,6.77,144700,974400
ABSP,2023/06/13,6.32,6.32,6.1,6.28,261900,1650000
AC,2023/06/13,676,685,667.5,676,474000,320650000
ACE,2023/06/13,1.72,1.72,1.72,1.72,0,0
ACEN,2023/06/13,6,6,5.78,5.82,11160000,65190000
ACPA,2023/06/13,500,500,500,500,0,0
ACPAR,2023/06/13,2546,2546,2546,2546,80,203680
ACPB1,2023/06/13,490.2,490.2,490,490,6800,3330000
ACR,2023/06/13,0.73,0.73,0.71,0.72,207000,149930
AEV,2023/06/13,54.5,54.8,52.6,54.15,558200,30240000
AGI,2023/06/13,13.58,13.6,13.14,13.48,1080000,14460000
ALCO,2023/06/13,0.495,0.495,0.49,0.49,1220000,598600
ALCPB,2023/06/13,102.3,102.3,102.3,102.3,0,0
ALCPC,2023/06/13,101.4,101.4,101.4,101.4,10,1010
ALCPD,2023/06/13,490,490,480,480,160,77000
ALHI,2023/06/13,5.48,5.5,5.48,5.5,7500,41140
ALI,2023/06/13,24.9,25.6,24.1,25,24140000,600710000
ALLDY,2023/06/13,0.197,0.197,0.191,0.192,8020000,1550000
ALLHC,2023/06/13,2.76,2.76,2.71,2.71,203000,553580
ALTER,2023/06/13,0.95,0.95,0.92,0.93,1730000,1610000
ANI,2023/06/13,7.24,7.32,7.01,7.28,7750000,56300000
ANS,2023/06/13,10.82,10.82,10.82,10.82,1400,15150
AP,2023/06/13,37.05,37.05,36.55,36.95,618600,22750000
APB2R,2023/06/13,478,478,472,472,25800,12250000
APC,2023/06/13,0.243,0.243,0.235,0.24,1170000,278480
APL,2023/06/13,0.027,0.028,0.026,0.027,78700000,2110000
APO,2023/06/13,0.58,0.58,0.56,0.56,95000,53610
APVI,2023/06/13,9.7,9.9,9.7,9.9,900,8750
APX,2023/06/13,2.82,2.88,2.78,2.8,3090000,8690000
AR,2023/06/13,0.0046,0.0046,0.0046,0.0046,0,0
ARA,2023/06/13,0.92,0.92,0.88,0.9,82000,72420
AREIT,2023/06/13,34.6,34.7,34,34,789000,27080000
ASLAG,2023/06/13,1.39,1.42,1.37,1.38,410000,568900
AT,2023/06/13,3.9,3.9,3.84,3.84,169000,657300
ATI,2023/06/13,14.08,14.08,13.82,14.08,600,8420
ATN,2023/06/13,0.39,0.39,0.39,0.39,20000,7800
ATNB,2023/06/13,0.4,0.4,0.4,0.4,0,0
AUB,2023/06/13,45.2,45.5,45.05,45.1,83700,3780000
AXLM,2023/06/13,2.46,2.46,2.45,2.45,68000,166940
BALAI,2023/06/13,0.55,0.56,0.54,0.56,838000,461760
BC,2023/06/13,4.6,4.63,4.6,4.62,17000,78550
