stock_code,quote_date,open_price,high_price,low_price,close_price,volume,value
2GO,2023/06/06,13.5,13.5,13.5,13.5,0,0
8990B,2023/06/06,94,94,94,94,0,0
8990P,2023/06/06,101.1,101.1,101.1,101.1,0,0
AAA,2023/06/06,1.61,1.61,1.61,1.61,0,0
AB,2023/06/06,5.1,5.85,5.1,5.36,90000,481360
ABA,2023/06/06,2.65,2.69,2.65,2.67,3500000,9320000
ABG,2023/06/06,3.95,3.95,3.95,3.95,0,0
ABS,2023/06/06,6.85,6.9,6.59,6.78,118800,798740
ABSP,2023/06/06,6.6,6.6,6.5,6.5,45200,296180
AC,2023/06/06,671,674.5,655,655,235520,155700000
ACE,2023/06/06,1.71,1.71,1.71,1.71,0,0
ACEN,2023/06/06,6.03,6.04,5.94,5.98,6830000,40830000
ACPA,2023/06/06,500,500,500,500,0,0
ACPAR,2023/06/06,2530,2550,2530,2550,150,380500
ACPB1,2023/06/06,490,490,490,490,0,0
ACR,2023/06/06,0.75,0.77,0.74,0.75,43000,32380
AEV,2023/06/06,54.2,54.3,53.55,54.2,470280,25470000
AGI,2023/06/06,14.1,14.28,14,14,3420000,48410000
ALCO,2023/06/06,0.54,0.54,0.54,0.54,8000,4320
ALCPB,2023/06/06,102.3,102.3,102.3,102.3,0,0
ALCPC,2023/06/06,101.3,101.3,101.3,101.3,0,0
ALCPD,2023/06/06,500,500,500,500,0,0
ALHI,2023/06/06,5.41,5.41,5.41,5.41,100,541
ALI,2023/06/06,25.95,26.3,25.85,25.9,4040000,105260000
ALLDY,2023/06/06,0.2,0.205,0.2,0.202,12130000,2450000
ALLHC,2023/06/06,2.79,2.79,2.73,2.75,226000,619550
ALTER,2023/06/06,0.89,0.92,0.88,0.9,863000,773900
ANI,2023/06/06,7.35,7.36,7.31,7.35,5340000,39240000
ANS,2023/06/06,10.92,11.44,10.8,10.94,11200,122480
AP,2023/06/06,37,37.2,36.8,36.8,257400,9500000
APB2R,2023/06/06,486,486,486,486,0,0
APC,2023/06/06,0.22,0.223,0.22,0.223,240000,52920
APL,2023/06/06,0.026,0.029,0.026,0.029,1230000000,34150000
APO,2023/06/06,0.6,0.6,0.6,0.6,0,0
APVI,2023/06/06,9.9,9.9,9.9,9.9,0,0
APX,2023/06/06,2.9,2.94,2.85,2.85,3360000,9740000
AR,2023/06/06,0.0046,0.0046,0.0046,0.0046,0,0
ARA,2023/06/06,0.89,0.89,0.89,0.89,137000,121930
AREIT,2023/06/06,34,34.15,33.95,34.05,496900,16910000
ASLAG,2023/06/06,1.42,1.42,1.38,1.38,122000,168960
AT,2023/06/06,3.92,3.92,3.91,3.91,125000,488850
ATI,2023/06/06,14.2,14.26,14,14.26,20900,295920
ATN,2023/06/06,0.39,0.39,0.39,0.39,120000,46800
ATNB,2023/06/06,0.39,0.39,0.39,0.39,50000,19500
AUB,2023/06/06,45.5,45.5,45.05,45.2,26500,1200000
AXLM,2023/06/06,2.54,2.56,2.53,2.54,265000,671580
BALAI,2023/06/06,0.57,0.57,0.56,0.57,521000,292210
BC,2023/06/06,4.6,4.6,4.6,4.6,0,0
BCB,2023/06/06,4.58,4.58,4.58,4.58,0,0
BCOR,2023/06/06,7.5,7.5,7.5,7.5,0,0
BCP,2023/06/06,23.3,23.3,23.3,23.3,0,0
BDO,2023/06/06,138,138.9,134.8,135.3,3780000,518920000
BEL,2023/06/06,1.2,1.2,1.15,1.15,624000,723290
BH,2023/06/06,680,680,680,680,0,0
BHI,2023/06/06,0.081,0.084,0.078,0.08,127430000,10240000
BKR,2023/06/06,1.37,1.37,1.36,1.36,163000,223150
BLOOM,2023/06/06,10.5,10.92,10.5,10.6,6500000,69090000
BMM,2023/06/06,52,52,52,52,0,0
BNCOM,2023/06/06,6.99,7,6.99,7,69600,487180
BPI,2023/06/06,100.7,102.5,100.7,102,2740000,279000000
BRN,2023/06/06,0.78,0.78,0.77,0.77,141000,108780
BRNP,2023/06/06,100,100,100,100,0,0
BSC,2023/06/06,0.222,0.227,0.222,0.223,670000,149760
C,2023/06/06,1.09,1.15,1.08,1.09,184000,204750
CA,2023/06/06,33,34,33,34,2000,67000
CAB,2023/06/06,41,41,41,41,0,0
CAT,2023/06/06,9.08,9.08,9.08,9.08,200,1820
CDC,2023/06/06,0.77,0.78,0.76,0.78,104000,80370
CEB,2023/06/06,40.6,40.75,40.4,40.5,59700,2420000
CEBCP,2023/06/06,40.15,40.15,40.1,40.1,20900,838390
CEI,2023/06/06,0.074,0.078,0.074,0.074,1040000,77000
CEU,2023/06/06,7.69,7.85,7.69,7.78,35600,277270
CHI,2023/06/06,6.12,6.12,6.12,6.12,0,0
CHIB,2023/06/06,31.1,31.1,30.9,30.9,122600,3800000
CHP,2023/06/06,1.05,1.06,1.02,1.05,222000,231570
CIC,2023/06/06,15.78,15.78,15.78,15.78,700,11050
CIP,2023/06/06,123,123,123,123,0,0
CLI,2023/06/06,2.67,2.67,2.62,2.64,260000,688690
CNPF,2023/06/06,24.2,24.4,24,24.2,1160000,27930000
CNVRG,2023/06/06,10.74,10.96,10.6,10.6,1490000,15900000
COAL,2023/06/06,0.18,0.18,0.18,0.18,0,0
COL,2023/06/06,2.98,2.98,2.98,2.98,1000,2980
COSCO,2023/06/06,5.1,5.11,5.08,5.1,377100,1920000
CPG,2023/06/06,0.37,0.37,0.365,0.365,1520000,556900
CPGP,2023/06/06,101.9,101.9,101,101,1490,150540
CPM,2023/06/06,2.92,2.92,2.92,2.92,10000,29200
CREIT,2023/06/06,2.55,2.58,2.54,2.54,1460000,3730000
CROWN,2023/06/06,1.53,1.53,1.53,1.53,23000,35190
CSB,2023/06/06,8.3,8.3,8.3,8.3,300,2490
CTS,2023/06/06,0.83,0.83,0.82,0.82,55000,45300
CYBR,2023/06/06,0.33,0.33,0.33,0.33,0,0
DD,2023/06/06,7.1,7.2,7.05,7.2,398600,2810000
DDMPR,2023/06/06,1.3,1.31,1.3,1.31,1240000,1620000
DDPR,2023/06/06,95,95,95,95,1660,157700
DELM,2023/06/06,9.64,9.68,9.22,9.3,63100,595040
DFNN,2023/06/06,3.1,3.1,3.1,3.1,20000,62000
DHI,2023/06/06,3.16,3.16,3.16,3.16,0,0
