stock_code,quote_date,open_price,high_price,low_price,close_price,volume,value
2GO,2023/02/28,7.8,9.15,7.8,9.1,1130000,9760000
8990B,2023/02/28,96.5,96.5,96.5,96.5,10,965
8990P,2023/02/28,101.1,101.1,101.1,101.1,0,0
AAA,2023/02/28,1.61,1.61,1.61,1.61,0,0
AB,2023/02/28,6.89,6.89,6.89,6.89,3200,22050
ABA,2023/02/28,2.22,2.24,2.22,2.23,6270000,13980000
ABG,2023/02/28,3.44,3.44,3.44,3.44,0,0
ABS,2023/02/28,7.3,7.3,7.2,7.25,29800,215810
ABSP,2023/02/28,7.35,7.35,7.35,7.35,31300,230060
AC,2023/02/28,652,666.5,625,625,682420,434370000
ACE,2023/02/28,1.55,1.55,1.55,1.55,9000,13950
ACEN,2023/02/28,6.53,6.63,6.34,6.34,562560000,3580000000
ACPA,2023/02/28,500,500,500,500,0,0
ACPB1,2023/02/28,495,495,495,495,0,0
ACR,2023/02/28,0.8,0.81,0.75,0.81,509000,394720
AEV,2023/02/28,54.5,54.8,54,54,4660000,252390000
AGI,2023/02/28,12.4,12.58,12.32,12.58,2140000,26860000
ALCO,2023/02/28,0.55,0.56,0.54,0.54,62000,34280
ALCPB,2023/02/28,102.3,102.3,102.3,102.3,0,0
ALCPC,2023/02/28,102,102,102,102,0,0
ALCPD,2023/02/28,499,499,499,499,0,0
ALHI,2023/02/28,5.78,5.78,5.6,5.6,200,1140
ALI,2023/02/28,28.45,28.7,28.1,28.5,21900000,622270000
ALLDY,2023/02/28,0.27,0.275,0.265,0.27,6250000,1680000
ALLHC,2023/02/28,2.94,2.99,2.94,2.98,1050000,3130000
ANI,2023/02/28,7.2,7.38,7.1,7.38,7530000,54630000
ANS,2023/02/28,10.34,10.48,10.3,10.44,21500,224560
AP,2023/02/28,36.5,37.85,36.5,37.85,594600,22360000
APB2R,2023/02/28,485,485,485,485,0,0
APC,2023/02/28,0.265,0.27,0.255,0.265,610000,162100
APL,2023/02/28,0.03,0.031,0.029,0.03,122600000,3660000
APO,2023/02/28,0.74,0.74,0.74,0.74,0,0
APVI,2023/02/28,12.38,12.38,11.94,11.94,58400,698340
APX,2023/02/28,1.93,1.93,1.86,1.89,5400000,10220000
AR,2023/02/28,0.0046,0.0046,0.0046,0.0046,0,0
ARA,2023/02/28,1.01,1.02,1.01,1.01,100000,101010
AREIT,2023/02/28,35.75,36.25,35.5,36,769000,27490000
ASLAG,2023/02/28,1.66,1.7,1.66,1.66,348000,577900
AT,2023/02/28,4.16,4.17,4.15,4.15,1000000,4160000
ATI,2023/02/28,13.6,13.6,13.6,13.6,0,0
ATN,2023/02/28,0.395,0.415,0.395,0.395,2000000,811950
ATNB,2023/02/28,0.405,0.405,0.405,0.405,200000,81000
AUB,2023/02/28,41.9,41.9,41.9,41.9,100,4190
AXLM,2023/02/28,2.86,2.9,2.82,2.85,561000,1600000
BALAI,2023/02/28,0.62,0.65,0.61,0.64,9560000,6040000
BC,2023/02/28,5.15,5.15,4.95,4.95,66800,334390
BCB,2023/02/28,4.91,4.91,4.91,4.91,13000,63830
BCOR,2023/02/28,6.5,6.5,6.5,6.5,100,650
BCP,2023/02/28,23.3,23.3,23.3,23.3,0,0
BDO,2023/02/28,124.5,126.3,123.4,123.4,7550000,934890000
BEL,2023/02/28,1.46,1.48,1.43,1.47,176000,258020
BH,2023/02/28,960,960,960,960,0,0
BHI,2023/02/28,0.051,0.051,0.051,0.051,0,0
BKR,2023/02/28,1.39,1.39,1.36,1.37,72000,99140
BLOOM,2023/02/28,8.93,9.25,8.76,9.14,8730000,79690000
BMM,2023/02/28,52,52,52,52,0,0
BNCOM,2023/02/28,8.37,8.37,7.8,8.16,101900,805760
BPI,2023/02/28,102.9,109.8,102.8,109.8,5480000,583630000
BRN,2023/02/28,0.75,0.75,0.75,0.75,20000,15000
BRNP,2023/02/28,100,101,100,101,200,20100
BSC,2023/02/28,0.275,0.285,0.275,0.28,3560000,1000000
C,2023/02/28,1.19,1.2,1.17,1.18,118000,138890
CA,2023/02/28,37.95,37.95,37.95,37.95,0,0
CAB,2023/02/28,45,45,45,45,0,0
CAT,2023/02/28,11.28,11.5,11.28,11.5,5600,63890
CDC,2023/02/28,0.75,0.75,0.72,0.75,32000,23760
CEB,2023/02/28,40,42,40,42,269700,11000000
CEBCP,2023/02/28,41.55,41.55,41.5,41.5,1200,49810
CEI,2023/02/28,0.085,0.087,0.084,0.086,430000,36660
CEU,2023/02/28,7.86,7.86,7.85,7.85,1600,12560
CHI,2023/02/28,6.12,6.12,6.12,6.12,0,0
CHIB,2023/02/28,31,31.3,31,31.25,197500,6160000
