stock_code,quote_date,open_price,high_price,low_price,close_price,volume,value
2GO,2023/02/17,6.99,6.99,6.8,6.85,14800,101380
8990B,2023/02/17,96,96,96,96,0,0
8990P,2023/02/17,101.1,101.1,101.1,101.1,0,0
AAA,2023/02/17,1.61,1.61,1.61,1.61,0,0
AB,2023/02/17,7,7.1,7,7,52100,364710
ABA,2023/02/17,2.25,2.27,2.23,2.24,3780000,8480000
ABG,2023/02/17,3.44,3.44,3.44,3.44,1000,3440
ABS,2023/02/17,7.51,7.61,7.48,7.61,111400,842110
ABSP,2023/02/17,7.7,7.7,7.32,7.32,300,2270
AC,2023/02/17,667.5,672,661,668,233940,156270000
ACE,2023/02/17,1.42,1.42,1.42,1.42,0,0
ACEN,2023/02/17,6.98,7,6.93,7,6190000,43180000
ACPA,2023/02/17,500,500,500,500,0,0
ACPB1,2023/02/17,500,500,500,500,0,0
ACR,2023/02/17,0.81,0.82,0.81,0.82,108000,87840
AEV,2023/02/17,55.2,55.5,54.25,55.5,1230000,67760000
AGI,2023/02/17,13,13,12.88,13,5200000,67520000
ALCO,2023/02/17,0.57,0.57,0.57,0.57,1000,570
ALCPB,2023/02/17,102.3,102.3,102.3,102.3,0,0
ALCPC,2023/02/17,100,100,100,100,0,0
ALCPD,2023/02/17,499,499,499,499,0,0
ALHI,2023/02/17,5.8,5.8,5.8,5.8,0,0
ALI,2023/02/17,29.55,29.6,29.2,29.35,5420000,158950000
ALLDY,2023/02/17,0.285,0.285,0.275,0.275,46270000,12930000
ALLHC,2023/02/17,3.05,3.08,3.02,3.05,1390000,4250000
ANI,2023/02/17,7.12,7.12,6.8,6.88,7490000,51360000
ANS,2023/02/17,10.48,10.48,10.48,10.48,2800,29340
AP,2023/02/17,38.4,38.95,38.4,38.5,587400,22630000
APB2R,2023/02/17,498,498,498,498,470,234060
APC,2023/02/17,0.28,0.28,0.27,0.27,5160000,1430000
APL,2023/02/17,0.032,0.033,0.032,0.033,93800000,3010000
APO,2023/02/17,0.77,0.77,0.77,0.77,0,0
APVI,2023/02/17,11.94,12.38,11.94,12.38,1000,12030
APX,2023/02/17,2.02,2.1,1.99,2.09,6760000,13820000
