stock_code,quote_date,open_price,high_price,low_price,close_price,volume,value
2GO,2023/01/04,7.23,7.23,6.65,6.95,5500,38590
8990B,2023/01/04,93.2,93.2,93.2,93.2,100,9320
8990P,2023/01/04,101.1,101.1,101.1,101.1,0,0
AAA,2023/01/04,1.61,1.61,1.61,1.61,0,0
AB,2023/01/04,7.55,7.57,7.4,7.4,21700,162610
ABA,2023/01/04,2.07,2.09,2.05,2.09,4070000,8420000
ABG,2023/01/04,3.53,3.53,3.53,3.53,0,0
ABS,2023/01/04,7.21,7.38,7.13,7.21,160900,1150000
ABSP,2023/01/04,7.52,7.52,7.52,7.52,342100,2570000
AC,2023/01/04,687.5,704.5,687,687,200260,138460000
ACE,2023/01/04,1.32,1.32,1.32,1.32,0,0
ACEN,2023/01/04,8,8.4,7.99,8.37,43580000,360870000
ACPA,2023/01/04,500,500,500,500,0,0
ACPB1,2023/01/04,480,480,480,480,1000,480000
ACR,2023/01/04,0.77,0.77,0.77,0.77,14000,10780
AEV,2023/01/04,57.7,59,57.45,58.9,1410000,82360000
AGI,2023/01/04,11.98,12.16,11.94,11.96,3760000,45100000
ALCO,2023/01/04,0.52,0.55,0.5,0.55,787000,406090
ALCPB,2023/01/04,102.3,102.3,102.3,102.3,0,0
ALCPC,2023/01/04,102,102,102,102,0,0
ALCPD,2023/01/04,499,499,499,499,0,0
ALHI,2023/01/04,5.89,5.89,5.89,5.89,0,0
ALI,2023/01/04,30.5,31.4,30.5,31.25,15230000,474930000
ALLDY,2023/01/04,0.225,0.241,0.225,0.24,26130000,6170000
ALLHC,2023/01/04,3.06,3.15,3.05,3.11,1220000,3770000
ANI,2023/01/04,7.3,7.74,7.3,7.71,5810000,43950000
ANS,2023/01/04,9.39,9.39,9,9,63900,575950
AP,2023/01/04,35.25,35.6,34.9,35,1540000,53910000
APB2R,2023/01/04,470.4,470.4,470,470,10060,4730000
APC,2023/01/04,0.196,0.203,0.195,0.203,260000,51200
APL,2023/01/04,0.035,0.036,0.033,0.034,703000000,24150000
APO,2023/01/04,0.66,0.66,0.65,0.66,103000,67130
APVI,2023/01/04,12.66,12.66,12.66,12.66,4100,51910
APX,2023/01/04,2.1,2.13,2.04,2.08,11110000,23120000
AR,2023/01/04,0.0046,0.0046,0.0046,0.0046,0,0
