stock_code,quote_date,open_price,high_price,low_price,close_price,volume,value
2GO,2023/01/24,6.71,6.93,6.71,6.9,1600,10990
8990B,2023/01/24,98.5,98.5,98.5,98.5,3000,295500
8990P,2023/01/24,101.1,101.1,101.1,101.1,0,0
AAA,2023/01/24,1.61,1.61,1.61,1.61,0,0
AB,2023/01/24,7.37,7.37,7.29,7.3,10900,79480
ABA,2023/01/24,2.05,2.09,2.04,2.08,10750000,22220000
ABG,2023/01/24,3.65,3.65,3.65,3.65,0,0
ABS,2023/01/24,7.27,7.36,7.22,7.3,120100,872050
ABSP,2023/01/24,7.2,7.2,7.2,7.2,26100,187920
AC,2023/01/24,747,763,743,745,164450,123270000
ACE,2023/01/24,1.58,1.58,1.58,1.58,2000,3160
ACEN,2023/01/24,7.22,7.35,7.13,7.35,23300000,169400000
ACPA,2023/01/24,500,500,500,500,0,0
ACPB1,2023/01/24,525,525,525,525,0,0
ACR,2023/01/24,0.85,0.87,0.85,0.86,88000,75400
AEV,2023/01/24,58.7,59.6,57.3,57.85,906130,52870000
AGI,2023/01/24,12.5,12.6,12.3,12.42,1170000,14660000
ALCO,2023/01/24,0.57,0.58,0.53,0.57,315000,173520
ALCPB,2023/01/24,102.3,102.3,102.3,102.3,0,0
ALCPC,2023/01/24,100,102,100,102,56500,5660000
ALCPD,2023/01/24,499,499,499,499,0,0
ALHI,2023/01/24,5.23,5.23,5.23,5.23,500,2620
ALI,2023/01/24,32.8,33.45,32.5,32.85,11780000,388770000
ALLDY,2023/01/24,0.285,0.29,0.28,0.29,34550000,9910000
ALLHC,2023/01/24,3.17,3.17,3.05,3.1,2700000,8380000
ANI,2023/01/24,7.28,7.47,7.25,7.35,7970000,58880000
ANS,2023/01/24,9.6,9.6,9.5,9.6,13400,128160
AP,2023/01/24,37.8,38.75,37.8,37.95,1050000,40040000
APB2R,2023/01/24,487,487,487,487,100,48700
APC,2023/01/24,0.224,0.224,0.215,0.22,220000,47950
APL,2023/01/24,0.036,0.038,0.036,0.036,1160000000,42200000
APO,2023/01/24,0.79,0.79,0.78,0.78,490000,382780
APVI,2023/01/24,12.7,12.7,12.5,12.52,8300,104220
APX,2023/01/24,2.19,2.19,2.14,2.15,4760000,10260000
AR,2023/01/24,0.0046,0.0046,0.0046,0.0046,0,0
ARA,2023/01/24,1.04,1.05,1.03,1.05,269000,280900
AREIT,2023/01/24,36.5,36.5,35.55,35.55,631800,22770000
ASLAG,2023/01/24,1.67,1.71,1.67,1.71,1410000,2390000
AT,2023/01/24,4.55,4.61,4.54,4.59,714000,3270000
ATI,2023/01/24,13.96,13.98,13.96,13.98,5300,74000
ATN,2023/01/24,0.39,0.395,0.38,0.39,920000,356950
ATNB,2023/01/24,0.4,0.4,0.4,0.4,0,0
AUB,2023/01/24,41.3,41.45,41,41,2300,94590
AXLM,2023/01/24,2.87,2.88,2.78,2.78,234000,658690
BALAI,2023/01/24,0.6,0.61,0.59,0.6,4040000,2420000
BC,2023/01/24,5.08,5.08,5.08,5.08,10000,50800
BCB,2023/01/24,5.15,5.15,5.15,5.15,0,0
BCOR,2023/01/24,6.1,6.1,6.1,6.1,0,0
BCP,2023/01/24,23.3,23.3,23.3,23.3,0,0
BDO,2023/01/24,122.5,124.8,122.1,122.4,1800000,221390000
BEL,2023/01/24,1.4,1.4,1.4,1.4,51000,71400
BH,2023/01/24,960,960,960,960,0,0
BHI,2023/01/24,0.051,0.051,0.051,0.051,0,0
BKR,2023/01/24,1.42,1.55,1.42,1.49,218000,322220
BLOOM,2023/01/24,9.13,9.14,9,9,2540000,22990000
BMM,2023/01/24,52,52,52,52,0,0
BNCOM,2023/01/24,8.55,8.55,8.53,8.54,7100,60650
BPI,2023/01/24,110,111,108.2,108.3,1060000,115910000
BRN,2023/01/24,0.75,0.77,0.75,0.76,163000,123750
BRNP,2023/01/24,101.5,101.5,101.5,101.5,190,19290
BSC,2023/01/24,0.335,0.335,0.33,0.33,15170000,5020000
C,2023/01/24,1.2,1.21,1.2,1.2,201000,241400
CA,2023/01/24,31.65,31.65,31.65,31.65,0,0
CAB,2023/01/24,32.4,32.4,32.4,32.4,0,0
CAT,2023/01/24,9.81,9.81,8.88,8.88,19900,180960
