stock_code,quote_date,open_price,high_price,low_price,close_price,volume,value
2GO,2023/01/26,6.8,6.8,6.8,6.8,1300,8840
8990B,2023/01/26,98.5,98.5,98.5,98.5,2300,226550
8990P,2023/01/26,101.1,101.1,101.1,101.1,0,0
AAA,2023/01/26,1.61,1.61,1.61,1.61,0,0
AB,2023/01/26,7.06,7.06,7.01,7.01,14800,104090
ABA,2023/01/26,2.07,2.13,2.07,2.09,25280000,53220000
ABG,2023/01/26,3.65,3.65,3.65,3.65,0,0
ABS,2023/01/26,7.35,7.35,7.3,7.3,37200,272630
ABSP,2023/01/26,7.12,7.12,7.12,7.12,1400,9970
AC,2023/01/26,750,758,748,748,216560,162410000
ACE,2023/01/26,1.58,1.58,1.58,1.58,0,0
ACEN,2023/01/26,7.5,7.52,7.37,7.4,22330000,166360000
ACPA,2023/01/26,500,500,500,500,0,0
ACPB1,2023/01/26,498,498,498,498,0,0
ACR,2023/01/26,0.87,0.89,0.87,0.87,100000,87560
AEV,2023/01/26,59,59.1,57.5,57.5,644600,37370000
AGI,2023/01/26,12.6,12.6,12.42,12.44,1810000,22510000
ALCO,2023/01/26,0.57,0.57,0.54,0.54,124000,68650
ALCPB,2023/01/26,102.3,102.3,102.3,102.3,0,0
ALCPC,2023/01/26,102,102,102,102,0,0
ALCPD,2023/01/26,499,499,499,499,100,49900
ALHI,2023/01/26,5.89,5.89,5.26,5.78,5100,28510
ALI,2023/01/26,32.8,32.9,32.35,32.65,4810000,156590000
ALLDY,2023/01/26,0.275,0.28,0.265,0.275,19240000,5240000
ALLHC,2023/01/26,3.1,3.1,3.05,3.1,2050000,6330000
ANI,2023/01/26,7.26,7.29,7.01,7.01,1320000,9460000
ANS,2023/01/26,9.6,9.6,9.59,9.6,8600,82510
AP,2023/01/26,37.75,38.4,37.75,37.95,1150000,44130000
APB2R,2023/01/26,488,490,475.2,475.2,9270,4530000
APC,2023/01/26,0.22,0.225,0.22,0.225,200000,44100
APL,2023/01/26,0.036,0.036,0.035,0.035,287300000,10120000
APO,2023/01/26,0.79,0.79,0.76,0.77,1020000,780620
APVI,2023/01/26,12.88,12.88,12.5,12.8,2800,35160
APX,2023/01/26,2.14,2.18,2.14,2.17,3100000,6680000
AR,2023/01/26,0.0046,0.0046,0.0046,0.0046,0,0
ARA,2023/01/26,1.03,1.04,1.02,1.04,196000,201440
AREIT,2023/01/26,35.8,36,35.8,35.85,392600,14080000
ASLAG,2023/01/26,1.69,1.75,1.69,1.72,1650000,2850000
AT,2023/01/26,4.6,4.6,4.46,4.6,336000,1540000
ATI,2023/01/26,13.6,13.6,13.6,13.6,1600,21760
ATN,2023/01/26,0.405,0.43,0.405,0.43,22550000,9280000
ATNB,2023/01/26,0.43,0.43,0.43,0.43,160000,68800
AUB,2023/01/26,41.2,41.2,41,41,2200,90400
AXLM,2023/01/26,2.79,2.93,2.79,2.83,464000,1320000
BALAI,2023/01/26,0.6,0.62,0.6,0.62,8010000,4900000
BC,2023/01/26,5.13,5.13,5.12,5.12,4700,24080
BCB,2023/01/26,5.16,5.16,5.16,5.16,3100,16000
BCOR,2023/01/26,6.3,6.3,6.3,6.3,1000,6300
BCP,2023/01/26,23.3,23.3,23.3,23.3,0,0
BDO,2023/01/26,122,123.5,121.8,122,3060000,374100000
BEL,2023/01/26,1.43,1.43,1.4,1.41,62000,87410
BH,2023/01/26,960,960,960,960,0,0
BHI,2023/01/26,0.051,0.051,0.051,0.051,0,0
BKR,2023/01/26,1.41,1.41,1.38,1.38,110000,154190
BLOOM,2023/01/26,9,9.07,8.93,8.96,2520000,22690000
BMM,2023/01/26,52,52,52,52,0,0
BNCOM,2023/01/26,8.9,8.9,8.4,8.8,50900,445210
BPI,2023/01/26,109.2,109.7,108.1,108.6,904120,98230000
BRN,2023/01/26,0.75,0.77,0.75,0.77,124000,93020
BRNP,2023/01/26,100.7,100.7,100.7,100.7,500,50350
BSC,2023/01/26,0.34,0.345,0.33,0.345,5520000,1860000
C,2023/01/26,1.2,1.3,1.2,1.27,1150000,1450000
CA,2023/01/26,31.65,31.65,31.65,31.65,0,0
CAB,2023/01/26,32.4,32.4,32.4,32.4,0,0
CAT,2023/01/26,10,10.4,9.6,9.6,7400,75480
CDC,2023/01/26,0.69,0.69,0.67,0.67,15000,10190
CEB,2023/01/26,43,44,43,44,324400,14170000
CEBCP,2023/01/26,42.05,43,42.05,43,33400,1420000
CEI,2023/01/26,0.081,0.081,0.08,0.08,920000,74120
CEU,2023/01/26,8,8,7.23,7.23,1900,13970
CHI,2023/01/26,6.12,6.12,6.12,6.12,0,0
CHIB,2023/01/26,28.2,28.4,28.2,28.35,164400,4660000
CHP,2023/01/26,1.17,1.19,1.15,1.18,67260000,79130000
CIC,2023/01/26,16.9,16.9,16.1,16.88,4600,76100
CIP,2023/01/26,149.9,167.9,149.9,167.9,360,59100
CLI,2023/01/26,2.66,2.66,2.59,2.59,1490000,3890000
CNPF,2023/01/26,24.5,24.9,24.5,24.5,539500,13240000
CNVRG,2023/01/26,18.86,18.86,18.58,18.58,1860000,34640000
COAL,2023/01/26,0.21,0.21,0.21,0.21,0,0
COL,2023/01/26,3.06,3.14,3.05,3.06,197000,604550
COSCO,2023/01/26,4.57,4.59,4.54,4.58,386000,1760000
CPG,2023/01/26,0.395,0.405,0.39,0.395,3110000,1230000
CPGP,2023/01/26,101,101,101,101,0,0
CPM,2023/01/26,3.07,3.35,3.07,3.31,133000,430890
CREIT,2023/01/26,2.44,2.47,2.43,2.46,3790000,9280000
CROWN,2023/01/26,1.52,1.55,1.52,1.55,71000,109600
CSB,2023/01/26,6.11,7.75,6.11,7.75,5700,44010
CTS,2023/01/26,0.93,0.94,0.93,0.94,181000,169670
CYBR,2023/01/26,0.33,0.33,0.33,0.33,0,0
DD,2023/01/26,7.3,7.45,7.25,7.44,371300,2740000
DDMPR,2023/01/26,1.44,1.44,1.43,1.44,1440000,2080000
DDPR,2023/01/26,97,97,97,97,290,28130
DELM,2023/01/26,13.64,13.64,13.6,13.62,35900,489430
DFNN,2023/01/26,3.32,3.5,3.3,3.32,311000,1070000
DHI,2023/01/26,3.16,3.16,3.16,3.16,0,0
DITO,2023/01/26,3.39,3.39,3.3,3.3,1690000,5630000
DIZ,2023/01/26,3.9,3.9,3.9,3.9,0,0
DMC,2023/01/26,12.8,12.88,12.5,12.5,4560000,58060000
DMCP,2023/01/26,1400,1400,1400,1400,0,0
DMPA1,2023/01/26,10,10,10,10,0,0
DMPA2,2023/01/26,9.71,9.71,9.71,9.71,0,0
DMW,2023/01/26,6.9,6.94,6.9,6.94,15000,103700
DNA,2023/01/26,2.86,2.86,2.86,2.86,0,0
DNL,2023/01/26,8.36,8.36,8.26,8.27,2360000,19570000
DTEL,2023/01/26,10.25,10.25,10.25,10.25,0,0
DWC,2023/01/26,1.65,1.65,1.65,1.65,0,0
EAGLE,2023/01/26,17,17,17,17,0,0
ECP,2023/01/26,3.71,3.71,3.71,3.71,1000,3710
EEI,2023/01/26,3.01,3.01,2.94,2.99,623000,1860000
EEIPA,2023/01/26,97.3,97.3,97.3,97.3,0,0
EEIPB,2023/01/26,101.1,102,101.1,102,350,35430
EG,2023/01/26,0.0094,0.0094,0.0094,0.0094,0,0
ELI,2023/01/26,0.203,0.203,0.201,0.203,2610000,527180
