stock_code,quote_date,open_price,high_price,low_price,close_price,volume,value
2GO,2023/01/09,6.57,6.7,6.41,6.6,11600,75760
8990B,2023/01/09,97.95,98,97.95,97.95,4010,392800
8990P,2023/01/09,101.1,101.1,101.1,101.1,0,0
AAA,2023/01/09,1.61,1.61,1.61,1.61,0,0
AB,2023/01/09,7.26,7.26,7.2,7.2,20500,147710
ABA,2023/01/09,2.05,2.08,2.05,2.06,3160000,6500000
ABG,2023/01/09,3.99,4.05,3.99,4.05,3000,12040
ABS,2023/01/09,7.19,7.3,7.11,7.11,210700,1500000
ABSP,2023/01/09,7.5,7.5,7.23,7.23,10000,73480
AC,2023/01/09,689,712,688,712,281230,197610000
ACE,2023/01/09,1.51,1.51,1.51,1.51,2000,3020
ACEN,2023/01/09,7.49,7.66,7.29,7.6,44280000,334060000
ACPA,2023/01/09,500,500,500,500,0,0
ACPB1,2023/01/09,487.8,487.8,485,485,2000,970310
ACR,2023/01/09,0.79,0.79,0.77,0.79,106000,83340
AEV,2023/01/09,58.45,60,58.45,60,1290000,77190000
AGI,2023/01/09,11.4,11.88,11.4,11.8,2080000,24580000
ALCO,2023/01/09,0.56,0.58,0.55,0.56,526000,299720
ALCPB,2023/01/09,102.3,102.3,102.3,102.3,0,0
ALCPC,2023/01/09,102,102,102,102,0,0
ALCPD,2023/01/09,499.6,499.6,499,499,3950,1970000
ALHI,2023/01/09,5.89,5.89,5.89,5.89,0,0
ALI,2023/01/09,30.65,31,30.25,30.7,3850000,118180000
ALLDY,2023/01/09,0.248,0.26,0.248,0.26,24810000,6330000
ALLHC,2023/01/09,3.07,3.15,3.07,3.12,2100000,6550000
ANI,2023/01/09,7.5,7.75,7.4,7.62,3980000,29920000
ANS,2023/01/09,8.98,9.2,8.9,9.05,254000,2290000
AP,2023/01/09,34.2,35,34.2,35,1530000,53170000
APB2R,2023/01/09,480,486.8,480,486.8,110,53480
APC,2023/01/09,0.203,0.203,0.203,0.203,10000,2030
APL,2023/01/09,0.038,0.04,0.037,0.039,1720000000,66720000
APO,2023/01/09,0.67,0.71,0.67,0.7,1010000,704480
APVI,2023/01/09,12.56,12.56,12.56,12.56,100,1260
APX,2023/01/09,2.07,2.12,2.05,2.06,8300000,17310000
AR,2023/01/09,0.0046,0.0046,0.0046,0.0046,0,0
ARA,2023/01/09,1.05,1.07,1.01,1.06,140000,146150
AREIT,2023/01/09,35.5,36.5,35.5,35.95,169700,6100000
ASLAG,2023/01/09,1.66,1.7,1.63,1.68,1020000,1690000
AT,2023/01/09,3.94,4.17,3.94,4.16,1200000,4870000
ATI,2023/01/09,13.74,13.74,13.7,13.72,4400,60390
ATN,2023/01/09,0.365,0.38,0.365,0.38,370000,137050
ATNB,2023/01/09,0.35,0.35,0.35,0.35,40000,14000
AUB,2023/01/09,39.1,41,39.1,41,800,32230
AXLM,2023/01/09,2.52,2.62,2.52,2.62,620000,1590000
BALAI,2023/01/09,0.57,0.6,0.57,0.6,3980000,2340000
BC,2023/01/09,4.34,4.6,4.34,4.46,186000,820880
BCB,2023/01/09,4.2,4.5,4.14,4.34,388000,1640000
BCOR,2023/01/09,7.92,7.92,7.92,7.92,0,0
BCP,2023/01/09,23.3,23.3,23.3,23.3,0,0
BDO,2023/01/09,112,113.6,111.6,112.4,2360000,265990000
BEL,2023/01/09,1.34,1.39,1.3,1.39,768000,1050000
BH,2023/01/09,960,960,960,960,0,0
BHI,2023/01/09,0.051,0.051,0.051,0.051,0,0
BKR,2023/01/09,1.42,1.43,1.4,1.43,93000,132260
BLOOM,2023/01/09,8.9,9.09,8.9,9,27170000,244570000
BMM,2023/01/09,52,52,52,52,0,0
BNCOM,2023/01/09,7.85,7.9,7.85,7.9,196700,1550000
BPI,2023/01/09,100.5,106,100.4,106,2780000,291610000
BRN,2023/01/09,0.71,0.74,0.71,0.74,85000,61710
BRNP,2023/01/09,100.1,101,100.1,101,2340,236170
BSC,2023/01/09,0.285,0.315,0.285,0.31,45870000,13920000
C,2023/01/09,1.16,1.2,1.16,1.16,655000,767340
CA,2023/01/09,30.1,30.1,30.1,30.1,2000,60200
CAB,2023/01/09,32.4,32.4,32.4,32.4,0,0
CAT,2023/01/09,9.94,10,9.89,9.89,4300,42660
CDC,2023/01/09,0.66,0.66,0.66,0.66,0,0
CEB,2023/01/09,40.5,42.45,40.5,42.4,969900,40540000
CEBCP,2023/01/09,39.5,41.85,39.5,41.5,29700,1230000
CEI,2023/01/09,0.075,0.078,0.075,0.078,320000,24060
CEU,2023/01/09,6.54,6.54,6.5,6.5,2200,14360
CHI,2023/01/09,6.12,6.12,6.12,6.12,0,0
CHIB,2023/01/09,27.4,27.5,27.4,27.5,84900,2330000
CHP,2023/01/09,0.62,0.63,0.61,0.61,3410000,2100000
CIC,2023/01/09,17.18,17.18,15.32,17.08,10900,175250
CIP,2023/01/09,150,150,150,150,0,0
CLI,2023/01/09,2.71,2.75,2.7,2.74,385000,1050000
CNPF,2023/01/09,24.9,25,24.5,24.55,501500,12420000
CNVRG,2023/01/09,17.52,18,17.36,18,11180000,199440000
COAL,2023/01/09,0.212,0.212,0.212,0.212,0,0
COL,2023/01/09,3.18,3.18,3.12,3.12,55000,171960
COSCO,2023/01/09,4.67,4.79,4.67,4.78,2650000,12570000
CPG,2023/01/09,0.38,0.385,0.38,0.38,1400000,532100
CPGP,2023/01/09,101.8,101.8,101.8,101.8,0,0
CPM,2023/01/09,3.49,3.49,3.33,3.45,1130000,3910000
CREIT,2023/01/09,2.29,2.35,2.28,2.33,2560000,5950000
CROWN,2023/01/09,1.55,1.55,1.53,1.54,164000,252740
CSB,2023/01/09,8.49,8.49,8.49,8.49,0,0
CTS,2023/01/09,0.98,0.98,0.93,0.95,902000,849300
CYBR,2023/01/09,0.33,0.33,0.33,0.33,0,0
DD,2023/01/09,6.7,6.72,6.66,6.72,324800,2180000
DDMPR,2023/01/09,1.3,1.31,1.29,1.3,1570000,2040000
DDPR,2023/01/09,95.5,98.5,95,98.5,10600,1010000
DELM,2023/01/09,13.92,14,13.82,13.92,16600,230920
DFNN,2023/01/09,3.3,3.3,3.25,3.25,22000,72400
DHI,2023/01/09,3.16,3.16,3.16,3.16,0,0
DITO,2023/01/09,3.35,3.43,3.27,3.38,6500000,21740000
DIZ,2023/01/09,3.71,3.71,3.5,3.68,49000,175440
DMC,2023/01/09,11.74,11.96,11.7,11.8,9620000,113760000
DMCP,2023/01/09,1400,1400,1400,1400,0,0
DMPA1,2023/01/09,10,10,10,10,0,0
DMPA2,2023/01/09,9.71,9.71,9.71,9.71,0,0
DMW,2023/01/09,6.8,6.81,6.8,6.81,180000,1220000
DNA,2023/01/09,2.86,2.86,2.86,2.86,0,0
DNL,2023/01/09,8.12,8.35,8.09,8.1,6340000,51990000
DTEL,2023/01/09,10.25,10.25,10.25,10.25,0,0
DWC,2023/01/09,1.36,1.36,1.36,1.36,2000,2720
EAGLE,2023/01/09,17,17,17,17,0,0
ECP,2023/01/09,4.4,4.4,4.4,4.4,0,0
EEI,2023/01/09,2.95,2.95,2.85,2.85,1250000,3570000
EEIPA,2023/01/09,96,96,96,96,0,0
EEIPB,2023/01/09,101.6,101.6,101.5,101.5,1560,158440
EG,2023/01/09,0.0094,0.0094,0.0094,0.0094,0,0
ELI,2023/01/09,0.187,0.187,0.186,0.186,220000,40930
EMI,2023/01/09,20.25,20.4,20.25,20.35,2750000,55920000
ENEX,2023/01/09,13.42,14,13.42,13.8,157100,2160000
EURO,2023/01/09,0.86,0.86,0.86,0.86,0,0
EVER,2023/01/09,0.26,0.26,0.255,0.255,2880000,738400
EW,2023/01/09,6.78,6.98,6.76,6.98,235500,1630000
FAF,2023/01/09,0.72,0.72,0.72,0.72,0,0
FB,2023/01/09,39.8,41.75,39.7,41.1,452500,18540000
FBP,2023/01/09,1011,1011,1011,1011,0,0
FBP2,2023/01/09,1005,1005,1005,1005,0,0
FCG,2023/01/09,0.7,0.7,0.69,0.7,31720000,22130000
FDC,2023/01/09,6.4,6.4,6.4,6.4,0,0
FERRO,2023/01/09,2.92,2.92,2.92,2.92,1000,2920
FEU,2023/01/09,530.5,530.5,530.5,530.5,0,0
FFI,2023/01/09,3.66,3.66,3.66,3.66,0,0
FGEN,2023/01/09,17.26,17.5,17.26,17.36,252400,4380000
FGENG,2023/01/09,100.4,100.4,100.4,100.4,0,0
FILRT,2023/01/09,5.54,5.64,5.54,5.6,312100,1750000
FJP,2023/01/09,2,2,2,2,31000,62000
FJPB,2023/01/09,1.88,1.88,1.88,1.88,0,0
FLI,2023/01/09,0.9,0.92,0.88,0.92,1620000,1460000
FMETF,2023/01/09,102.7,103.3,102.6,103.3,80470,8300000
FNI,2023/01/09,2.5,2.59,2.5,2.59,4240000,10790000
FOOD,2023/01/09,0.55,0.55,0.52,0.55,30000,15980
FPH,2023/01/09,60.6,61,60.6,60.9,5190,316050
FPI,2023/01/09,0.23,0.23,0.23,0.23,0,0
FRUIT,2023/01/09,1.17,1.17,1.14,1.15,1910000,2220000
FYN,2023/01/09,3,3,3,3,0,0
FYNB,2023/01/09,5,5,5,5,0,0
GEO,2023/01/09,0.181,0.182,0.181,0.182,100000,18160
GERI,2023/01/09,0.94,0.94,0.94,0.94,2000,1880
GLO,2023/01/09,2148,2150,2128,2132,30560,65310000
GLOPA,2023/01/09,5,5,5,5,0,0
GLOPP,2023/01/09,505.5,505.5,505.5,505.5,0,0
GMA7,2023/01/09,11.22,11.3,11.22,11.22,575800,6470000
GMAP,2023/01/09,11,11.4,11,11.4,125500,1390000
GPH,2023/01/09,11.98,11.98,11.98,11.98,0,0
GREEN,2023/01/09,1.42,1.46,1.42,1.44,24220000,34890000
GSMI,2023/01/09,103.6,106.7,103.6,105,9550,1000000
GTCAP,2023/01/09,439.6,449,439.6,446,273020,121770000
GTPPA,2023/01/09,999.5,999.5,999.5,999.5,0,0
GTPPB,2023/01/09,984.5,984.5,984.5,984.5,0,0
HI,2023/01/09,3.68,3.68,3.68,3.68,0,0
HLCM,2023/01/09,4,4,3.93,3.96,298000,1180000
HOME,2023/01/09,2.12,2.22,2.08,2.2,37990000,81820000
HOUSE,2023/01/09,9.25,9.69,9.25,9.49,9400,87930
HTI,2023/01/09,0.96,0.96,0.96,0.96,0,0
HVN,2023/01/09,660,670,660,670,210,138700
I,2023/01/09,0.88,0.88,0.88,0.88,10000,8800
ICT,2023/01/09,196,198.9,196,198,1100000,217970000
IDC,2023/01/09,0.81,0.81,0.79,0.8,379000,301860
IMI,2023/01/09,4.64,4.85,4.64,4.64,333000,1550000
IMP,2023/01/09,1.07,1.07,1.07,1.07,0,0
INFRA,2023/01/09,0.92,0.92,0.87,0.88,315000,276340
ION,2023/01/09,0.59,0.59,0.58,0.58,51000,29590
IPM,2023/01/09,6.6,6.6,6.6,6.6,0,0
IPO,2023/01/09,5.95,5.95,5.95,5.95,0,0
IS,2023/01/09,0.144,0.144,0.144,0.144,0,0
JAS,2023/01/09,1.66,1.66,1.66,1.66,0,0
JFC,2023/01/09,247,247,240.2,242,661600,160180000
JFCPA,2023/01/09,925,925,925,925,0,0
JFCPB,2023/01/09,946,946,920,920,110,101460
JGS,2023/01/09,53.75,56.1,53.5,56.1,1980000,109170000
JOH,2023/01/09,6.11,6.11,6.11,6.11,0,0
KEEPR,2023/01/09,1.31,1.31,1.28,1.3,3530000,4580000
KEP,2023/01/09,3.96,3.96,3.96,3.96,1000,3960
KPH,2023/01/09,6.6,6.6,6.6,6.6,0,0
KPHB,2023/01/09,6.16,6.16,6.16,6.16,0,0
KPPI,2023/01/09,1.7,1.7,1.7,1.7,0,0
LAND,2023/01/09,0.81,0.81,0.81,0.81,0,0
LBC,2023/01/09,18.48,18.48,18.48,18.48,0,0
LC,2023/01/09,0.117,0.118,0.116,0.118,800000,93210
LCB,2023/01/09,0.119,0.119,0.119,0.119,0,0
LFM,2023/01/09,19.48,19.48,19.48,19.48,0,0
LMG,2023/01/09,3.48,3.48,3.48,3.48,0,0
LODE,2023/01/09,0.5,0.53,0.5,0.53,143000,71870
LOTO,2023/01/09,1.65,1.65,1.65,1.65,0,0
LPC,2023/01/09,0.12,0.128,0.12,0.121,3080000,372200
LPZ,2023/01/09,2.96,2.96,2.96,2.96,0,0
LR,2023/01/09,2.4,2.46,2.4,2.44,452000,1100000
LRP,2023/01/09,1,1,1,1,0,0
LSC,2023/01/09,0.49,0.49,0.49,0.49,0,0
LTG,2023/01/09,9.53,9.68,9.53,9.68,4860000,46990000
MA,2023/01/09,0.0095,0.0095,0.0095,0.0095,24000000,228000
MAB,2023/01/09,0.0098,0.0098,0.0098,0.0098,0,0
MAC,2023/01/09,5.1,5.3,5.1,5.28,1470000,7660000
MACAY,2023/01/09,6.7,6.7,6.7,6.7,0,0
MAH,2023/01/09,0.69,0.69,0.69,0.69,0,0
MAHB,2023/01/09,0.7,0.7,0.7,0.7,0,0
MARC,2023/01/09,1.2,1.26,1.2,1.26,3450000,4260000
MAXS,2023/01/09,4.88,5.07,4.82,4.9,134000,660340
MB,2023/01/09,0.29,0.29,0.29,0.29,200000,58000
MBC,2023/01/09,7.41,8.29,7.41,8.1,4200,34150
MBT,2023/01/09,57,57.5,56.9,57.4,3180000,181900000
MED,2023/01/09,0.164,0.164,0.164,0.164,0,0
MEDIC,2023/01/09,0.76,0.78,0.76,0.76,2110000,1620000
MEG,2023/01/09,2.1,2.13,2.08,2.1,23470000,49370000
MER,2023/01/09,302.6,310,302.2,309.8,461620,141940000
MFC,2023/01/09,989.5,989.5,989.5,989.5,0,0
MFIN,2023/01/09,2.24,2.24,2.24,2.24,2000,4480
MG,2023/01/09,0.114,0.119,0.114,0.119,30000,3470
MGH,2023/01/09,1,1,1,1,0,0
MHC,2023/01/09,0.226,0.226,0.226,0.226,0,0
MJC,2023/01/09,1.48,1.48,1.48,1.48,1000,1480
MJIC,2023/01/09,1.28,1.28,1.11,1.11,18000,21590
MM,2023/01/09,1.27,1.35,1.27,1.34,4100000,5410000
MONDE,2023/01/09,12.48,12.48,12.24,12.48,5640000,70100000
MPI,2023/01/09,3.53,3.6,3.53,3.6,12200000,43560000
MRC,2023/01/09,0.197,0.209,0.196,0.208,14430000,2930000
MREIT,2023/01/09,13.9,14.2,13.8,14.02,996100,13960000
MRSGI,2023/01/09,1.39,1.42,1.39,1.4,119000,167960
MVC,2023/01/09,5.2,5.49,5.2,5.48,5400,29550
MWC,2023/01/09,20,20.7,19.9,20.15,1300000,26400000
MWIDE,2023/01/09,3.01,3.1,2.99,3,4500000,13510000
MWP,2023/01/09,100.7,100.7,100.7,100.7,0,0
MWP2A,2023/01/09,97,97,97,97,1000,97000
MWP2B,2023/01/09,99.6,99.6,99.6,99.6,0,0
MWP4,2023/01/09,96,96,96,96,120,11520
NI,2023/01/09,0.78,0.79,0.78,0.79,161000,126990
NIKL,2023/01/09,6.32,6.8,6.32,6.71,20980000,139630000
NOW,2023/01/09,2.49,2.64,2.49,2.6,16060000,41560000
NRCP,2023/01/09,0.62,0.62,0.62,0.62,0,0
NXGEN,2023/01/09,7,7,7,7,0,0
OM,2023/01/09,0.31,0.31,0.31,0.31,0,0
OPM,2023/01/09,0.01,0.012,0.01,0.011,15600000,169500
OPMB,2023/01/09,0.011,0.011,0.011,0.011,0,0
ORE,2023/01/09,0.7,0.74,0.69,0.74,474000,342720
OV,2023/01/09,0.0096,0.0098,0.0096,0.0096,13000000,125000
PA,2023/01/09,1.86,1.86,1.86,1.86,0,0
PAL,2023/01/09,5.9,5.9,5.85,5.9,63600,375110
PAX,2023/01/09,1.83,1.83,1.83,1.83,0,0
PBB,2023/01/09,10.68,11.06,10.68,11,298400,3270000
PBC,2023/01/09,12.92,12.92,12.92,12.92,0,0
PCOR,2023/01/09,2.43,2.46,2.43,2.45,480000,1180000
PCP,2023/01/09,0.205,0.205,0.205,0.205,0,0
PERC,2023/01/09,4.75,4.86,4.75,4.86,33000,158520
PGOLD,2023/01/09,35.05,35.25,34.75,35.2,1010000,35410000
PHA,2023/01/09,0.28,0.32,0.28,0.31,13700000,4180000
PHC,2023/01/09,1.4,1.4,1.4,1.4,0,0
PHES,2023/01/09,0.37,0.37,0.37,0.37,80000,29600
PHN,2023/01/09,19,19.04,19,19.04,66000,1250000
PHR,2023/01/09,0.87,0.94,0.85,0.91,5130000,4660000
PIZZA,2023/01/09,7.51,7.8,7.5,7.7,1350000,10150000
PLC,2023/01/09,0.5,0.52,0.5,0.52,11520000,5870000
PMPC,2023/01/09,5.32,5.37,5.12,5.32,19300,100760
PNB,2023/01/09,18.9,19.2,18.9,19,46900,893960
PNC,2023/01/09,4.9,4.9,4.9,4.9,0,0
PNX,2023/01/09,7.82,8.59,7.82,8.59,1600,13670
PNX3A,2023/01/09,100.4,100.4,100.4,100.4,0,0
PNX3B,2023/01/09,62.1,70,62.1,70,1180,74820
PNX4,2023/01/09,348.8,370,348.8,370,4260,1510000
PNXP,2023/01/09,100,100,100,100,0,0
PORT,2023/01/09,7.3,7.3,7.3,7.3,0,0
PPC,2023/01/09,5.15,5.15,5.12,5.12,3500,17950
PRC,2023/01/09,7.87,7.87,7.87,7.87,0,0
PREIT,2023/01/09,1.58,1.59,1.57,1.59,166000,262570
PRF2A,2023/01/09,1000,1000,1000,1000,0,0
PRF2B,2023/01/09,1027,1027,1027,1027,0,0
PRF3A,2023/01/09,1025,1025,1025,1025,140,143500
PRF3B,2023/01/09,1040,1040,1040,1040,50,52000
PRIM,2023/01/09,2.15,2.18,2.11,2.15,297000,640160
PRMX,2023/01/09,2.19,2.33,2.19,2.33,344000,775580
PSB,2023/01/09,56.1,56.1,56.1,56.1,410,23000
PSE,2023/01/09,164.8,165,160,164,1580,258570
PTC,2023/01/09,119,119,119,119,0,0
PTT,2023/01/09,0.33,0.33,0.33,0.33,0,0
PX,2023/01/09,3.08,3.16,3.05,3.1,1730000,5390000
PXP,2023/01/09,7.7,7.7,7.4,7.51,1050000,7960000
RCB,2023/01/09,22.95,22.95,21.95,22.3,178600,3980000
RCI,2023/01/09,0.46,0.46,0.455,0.46,200000,91500
RCR,2023/01/09,5.76,5.9,5.75,5.9,471600,2750000
REG,2023/01/09,3.1,3.1,3.1,3.1,0,0
RFM,2023/01/09,3.6,3.6,3.6,3.6,910000,3280000
RLC,2023/01/09,14.88,15.2,14.88,15.08,11760000,177330000
RLT,2023/01/09,0.218,0.218,0.218,0.218,0,0
ROCK,2023/01/09,1.36,1.36,1.36,1.36,18000,24480
ROX,2023/01/09,0.72,0.72,0.72,0.72,5000,3600
RRHI,2023/01/09,57.5,58.8,57.3,58.5,1110000,65130000
SBS,2023/01/09,3.9,3.91,3.9,3.91,6000,23450
SCC,2023/01/09,35.75,35.9,35.55,35.9,1310000,47030000
SECB,2023/01/09,91.85,94,91.85,93.3,754320,70370000
SEVN,2023/01/09,67.8,73,67.8,72.5,166400,12050000
SFI,2023/01/09,0.077,0.079,0.077,0.079,1000000,78580
SFIP,2023/01/09,1.88,1.88,1.88,1.88,0,0
SGI,2023/01/09,0.86,0.87,0.86,0.86,56000,48170
SGP,2023/01/09,11.5,11.74,11.42,11.6,1310000,15210000
SHLPH,2023/01/09,16.7,17.12,16.7,16.7,129400,2170000
SHNG,2023/01/09,2.58,2.59,2.58,2.58,68000,175450
SLF,2023/01/09,2600,2600,2600,2600,0,0
SLI,2023/01/09,3.2,3.2,3.2,3.2,1000,3200
SM,2023/01/09,901,909.5,899.5,900,749990,675900000
SMC,2023/01/09,93.7,95,93.5,95,104780,9910000
SMC2A,2023/01/09,74,74,74,74,0,0
SMC2B,2023/01/09,76.05,76.05,76.05,76.05,0,0
