stock_code,quote_date,open_price,high_price,low_price,close_price,volume,value
2GO,2023/01/23,6.71,6.95,6.71,6.71,2700,18210
8990B,2023/01/23,98.5,98.5,98.5,98.5,39960,3940000
8990P,2023/01/23,101.1,101.1,101.1,101.1,0,0
AAA,2023/01/23,1.61,1.61,1.61,1.61,0,0
AB,2023/01/23,7.4,7.4,7.27,7.27,6100,44360
ABA,2023/01/23,2.06,2.06,2.03,2.05,4370000,8910000
ABG,2023/01/23,3.65,3.65,3.65,3.65,0,0
ABS,2023/01/23,7.35,7.38,7.26,7.34,146300,1070000
ABSP,2023/01/23,7.3,7.3,7.3,7.3,5000,36500
AC,2023/01/23,749,749,742.5,745,98750,73550000
ACE,2023/01/23,1.53,1.53,1.53,1.53,5000,7650
ACEN,2023/01/23,6.96,7.22,6.93,7.22,18180000,129200000
ACPA,2023/01/23,500,500,500,500,0,0
ACPB1,2023/01/23,498,525,498,525,12090,6040000
ACR,2023/01/23,0.88,0.89,0.86,0.86,106000,92270
AEV,2023/01/23,58.45,58.75,56.95,58.7,663380,38550000
AGI,2023/01/23,12.3,12.5,12.3,12.5,1140000,14230000
ALCO,2023/01/23,0.59,0.59,0.59,0.59,0,0
ALCPB,2023/01/23,102.3,102.3,102.3,102.3,0,0
ALCPC,2023/01/23,101.9,101.9,101.9,101.9,10,1020
ALCPD,2023/01/23,499,499,499,499,0,0
ALHI,2023/01/23,5.22,5.22,5.22,5.22,0,0
ALI,2023/01/23,32.45,32.8,32.15,32.8,7090000,230640000
ALLDY,2023/01/23,0.27,0.285,0.265,0.28,95300000,26500000
ALLHC,2023/01/23,3.14,3.19,3.14,3.17,922000,2920000
ANI,2023/01/23,7.29,7.32,7.21,7.28,1330000,9690000
ANS,2023/01/23,9.55,9.55,9.5,9.5,12400,117890
AP,2023/01/23,37.65,38.2,37.5,37.8,620500,23390000
APB2R,2023/01/23,489,489,489,489,410,200490
APC,2023/01/23,0.216,0.225,0.21,0.225,780000,165520
APL,2023/01/23,0.035,0.036,0.034,0.035,101300000,3550000
APO,2023/01/23,0.78,0.79,0.78,0.79,98000,76960
APVI,2023/01/23,12.88,12.88,12.88,12.88,200,2580
APX,2023/01/23,2.16,2.19,2.07,2.19,6900000,14830000
AR,2023/01/23,0.0046,0.0046,0.0046,0.0046,0,0
ARA,2023/01/23,1.07,1.08,1.05,1.07,116000,124030
AREIT,2023/01/23,36.1,36.25,35.95,36,566800,20410000
ASLAG,2023/01/23,1.7,1.71,1.68,1.68,368000,623350
AT,2023/01/23,4.6,4.67,4.54,4.6,285000,1300000
ATI,2023/01/23,13.98,13.98,13.98,13.98,100,1400
ATN,2023/01/23,0.415,0.415,0.39,0.395,150000,60550
ATNB,2023/01/23,0.4,0.4,0.4,0.4,0,0
AUB,2023/01/23,41,41.3,41,41.3,1000,41150
AXLM,2023/01/23,2.86,2.9,2.86,2.9,25000,71860
BALAI,2023/01/23,0.59,0.6,0.59,0.6,1580000,943320
BC,2023/01/23,4.81,5.2,4.81,5.14,59000,295210
BCB,2023/01/23,5.1,5.15,5.09,5.15,135200,692130
BCOR,2023/01/23,7.05,7.06,6.1,6.1,18300,128900
BCP,2023/01/23,23.3,23.3,23.3,23.3,0,0
BDO,2023/01/23,123,124,121.5,122.5,2060000,252580000
BEL,2023/01/23,1.38,1.38,1.38,1.38,541000,746580
BH,2023/01/23,960,960,960,960,0,0
BHI,2023/01/23,0.051,0.051,0.051,0.051,0,0
BKR,2023/01/23,1.41,1.44,1.41,1.42,86000,122910
BLOOM,2023/01/23,9.1,9.22,9.1,9.13,3910000,35850000
BMM,2023/01/23,52,52,52,52,0,0
BNCOM,2023/01/23,8.3,8.9,8.3,8.5,42500,357540
BPI,2023/01/23,109.1,110,108.3,110,509620,55770000
BRN,2023/01/23,0.75,0.75,0.75,0.75,8000,6000
BRNP,2023/01/23,101.5,101.5,101.5,101.5,300,30450
BSC,2023/01/23,0.335,0.345,0.33,0.335,11660000,3890000
C,2023/01/23,1.2,1.24,1.19,1.19,180000,219190
CA,2023/01/23,31.65,31.65,31.65,31.65,0,0
CAB,2023/01/23,32.4,32.4,32.4,32.4,0,0
CAT,2023/01/23,9.81,9.81,9.81,9.81,1000,9810
CDC,2023/01/23,0.67,0.68,0.67,0.68,94000,63550
CEB,2023/01/23,43,44,43,43.2,76100,3300000
CEBCP,2023/01/23,41.85,42,41.85,42,6700,280580
CEI,2023/01/23,0.08,0.08,0.078,0.078,30000,2360
CEU,2023/01/23,7.02,8,7.02,7.55,69100,546790
CHI,2023/01/23,6.12,6.12,6.12,6.12,0,0
CHIB,2023/01/23,28,28.25,28,28.25,91100,2570000
CHP,2023/01/23,0.85,0.87,0.82,0.86,19040000,16180000
CIC,2023/01/23,16.5,16.5,15.8,15.8,9200,147130
CIP,2023/01/23,150,150,150,150,0,0
CLI,2023/01/23,2.67,2.73,2.66,2.67,183000,488860
CNPF,2023/01/23,25,25.25,24.8,24.8,722100,18050000
CNVRG,2023/01/23,19,19.46,18.38,19.38,9890000,189810000
