stock_code,quote_date,open_price,high_price,low_price,close_price,volume,value
2GO,2023/01/30,6.76,6.93,6.7,6.9,11700,79870
8990B,2023/01/30,98.5,98.5,98.5,98.5,10500,1030000
8990P,2023/01/30,101.1,101.1,101.1,101.1,0,0
AAA,2023/01/30,1.61,1.61,1.61,1.61,0,0
AB,2023/01/30,7.27,7.28,6.99,7.26,21900,155350
ABA,2023/01/30,2.13,2.15,2.1,2.11,14330000,30400000
ABG,2023/01/30,3.98,3.98,3.98,3.98,1000,3980
ABS,2023/01/30,7.27,7.3,7.1,7.22,302600,2160000
ABSP,2023/01/30,7,7.2,7,7.2,12000,84200
AC,2023/01/30,750,754.5,743,745,184990,138160000
ACE,2023/01/30,1.58,1.58,1.58,1.58,0,0
ACEN,2023/01/30,7.39,7.48,7.13,7.44,24010000,176530000
ACPA,2023/01/30,500,500,500,500,0,0
ACPB1,2023/01/30,498,498,498,498,0,0
ACR,2023/01/30,0.86,0.86,0.83,0.83,18000,15030
AEV,2023/01/30,59,59.25,58,59.25,809990,47640000
AGI,2023/01/30,12.4,12.52,11.98,12,6360000,76990000
ALCO,2023/01/30,0.54,0.55,0.54,0.55,203000,111640
ALCPB,2023/01/30,102.3,102.3,102.3,102.3,0,0
ALCPC,2023/01/30,102,102,102,102,0,0
ALCPD,2023/01/30,499,499,499,499,0,0
ALHI,2023/01/30,5.26,5.26,5.26,5.26,0,0
ALI,2023/01/30,32.65,32.7,31,31.05,16110000,504220000
ALLDY,2023/01/30,0.28,0.28,0.265,0.265,42310000,11540000
ALLHC,2023/01/30,3.1,3.11,3.06,3.07,2240000,6940000
ANI,2023/01/30,7.19,7.19,6.84,6.98,6270000,44230000
ANS,2023/01/30,9.61,9.61,9.52,9.6,25100,240650
AP,2023/01/30,37.95,37.95,37.05,37.1,1230000,45910000
APB2R,2023/01/30,490,490,487.2,487.2,290,142000
APC,2023/01/30,0.25,0.28,0.242,0.275,5090000,1340000
APL,2023/01/30,0.035,0.036,0.034,0.035,349300000,11920000
APO,2023/01/30,0.77,0.77,0.76,0.76,174000,132290
APVI,2023/01/30,12.5,12.86,12.5,12.86,62900,803910
APX,2023/01/30,2.13,2.15,2.05,2.06,9680000,20240000
AR,2023/01/30,0.0046,0.0046,0.0046,0.0046,0,0
ARA,2023/01/30,1.03,1.06,1.02,1.03,260000,268180
AREIT,2023/01/30,35.95,35.95,35.75,35.75,264500,9480000
ASLAG,2023/01/30,1.76,1.77,1.72,1.73,742000,1300000
AT,2023/01/30,4.63,4.63,4.5,4.52,321000,1460000
ATI,2023/01/30,13.86,13.86,13.8,13.8,2400,33170
ATN,2023/01/30,0.4,0.42,0.395,0.41,3580000,1440000
ATNB,2023/01/30,0.4,0.415,0.4,0.41,160000,65700
AUB,2023/01/30,41,41,41,41,400,16400
AXLM,2023/01/30,3.24,3.24,3.12,3.14,585000,1850000
BALAI,2023/01/30,0.64,0.64,0.61,0.61,6340000,3920000
BC,2023/01/30,4.86,5.2,4.86,5,96500,477430
BCB,2023/01/30,5,5.16,5,5,73800,369160
BCOR,2023/01/30,6.3,6.3,6.3,6.3,0,0
BCP,2023/01/30,23.3,23.3,23.3,23.3,0,0
BDO,2023/01/30,122,123,121.7,123,4220000,517400000
BEL,2023/01/30,1.44,1.44,1.4,1.4,138000,194240
BH,2023/01/30,960,960,960,960,0,0
BHI,2023/01/30,0.051,0.051,0.051,0.051,0,0
BKR,2023/01/30,1.49,1.5,1.41,1.41,203000,288700
BLOOM,2023/01/30,9.4,9.58,9.16,9.5,13140000,124750000
BMM,2023/01/30,52,52,52,52,0,0
BNCOM,2023/01/30,8.9,8.9,8.6,8.6,28900,254650
BPI,2023/01/30,109.9,110,107.3,110,1580000,171890000
BRN,2023/01/30,0.76,0.76,0.76,0.76,26000,19760
BRNP,2023/01/30,101.6,101.6,101.6,101.6,10,1020
BSC,2023/01/30,0.355,0.375,0.345,0.35,33610000,12060000
C,2023/01/30,1.3,1.3,1.25,1.29,219000,274730
CA,2023/01/30,31.65,31.65,31.65,31.65,0,0
CAB,2023/01/30,32.4,32.4,32.4,32.4,0,0
CAT,2023/01/30,10.54,10.54,10.54,10.54,1000,10540
CDC,2023/01/30,0.67,0.67,0.67,0.67,70000,46900
CEB,2023/01/30,43.95,44,42.8,43,123800,5380000
CEBCP,2023/01/30,42.55,42.95,42.3,42.3,27900,1190000
CEI,2023/01/30,0.088,0.088,0.081,0.085,610000,50210
CEU,2023/01/30,7.94,7.94,7.94,7.94,1300,10320
CHI,2023/01/30,6.12,6.12,6.12,6.12,0,0
CHIB,2023/01/30,28.5,28.75,28.5,28.7,87100,2500000
CHP,2023/01/30,1.19,1.19,1.17,1.18,10030000,11760000
CIC,2023/01/30,16.72,16.76,16.72,16.76,4000,66960
CIP,2023/01/30,167.9,167.9,167.9,167.9,0,0
CLI,2023/01/30,2.65,2.69,2.59,2.6,655000,1710000
CNPF,2023/01/30,24.4,24.4,23.85,23.85,4140000,99850000
CNVRG,2023/01/30,18.22,18.28,17.2,17.2,13730000,240110000
COAL,2023/01/30,0.21,0.229,0.21,0.211,220000,46690
COL,2023/01/30,3.12,3.12,3.12,3.12,6000,18720
COSCO,2023/01/30,4.65,4.69,4.64,4.65,1740000,8110000
CPG,2023/01/30,0.395,0.4,0.39,0.395,2070000,817550
CPGP,2023/01/30,101,101,101,101,20,2020
CPM,2023/01/30,3.02,3.15,3,3.15,351000,1080000
CREIT,2023/01/30,2.47,2.48,2.44,2.46,2760000,6760000
CROWN,2023/01/30,1.55,1.55,1.52,1.55,30000,46140
CSB,2023/01/30,8.49,8.49,7.75,7.75,1600,12770
CTS,2023/01/30,0.95,0.97,0.94,0.94,3130000,2990000
CYBR,2023/01/30,0.33,0.33,0.33,0.33,0,0
DD,2023/01/30,7.35,7.4,7,7.1,264500,1900000
DDMPR,2023/01/30,1.45,1.47,1.43,1.43,1820000,2640000
DDPR,2023/01/30,95.75,95.75,95.75,95.75,0,0
DELM,2023/01/30,13.62,13.62,13.58,13.58,21200,288070
DFNN,2023/01/30,3.49,3.65,3.4,3.63,589000,2090000
DHI,2023/01/30,3.16,3.16,3.16,3.16,0,0
