stock_code,quote_date,open_price,high_price,low_price,close_price,volume,value
2GO,2023/03/17,14.3,14.32,14.28,14.3,141400,2020000
8990B,2023/03/17,98,98,98,98,750,73500
8990P,2023/03/17,101.1,101.1,101.1,101.1,0,0
AAA,2023/03/17,1.61,1.61,1.61,1.61,0,0
AB,2023/03/17,6.64,6.64,6.64,6.64,0,0
ABA,2023/03/17,2.3,2.38,2.3,2.38,7610000,17870000
ABG,2023/03/17,3.46,3.46,3.46,3.46,1000,3460
ABS,2023/03/17,7.28,7.4,7.28,7.38,201300,1480000
ABSP,2023/03/17,7.16,7.16,7.16,7.16,16000,114560
AC,2023/03/17,624.5,635,610,610,439820,269600000
ACE,2023/03/17,1.6,1.6,1.6,1.6,5000,8000
ACEN,2023/03/17,6.03,6.09,5.9,5.9,10930000,65350000
ACPA,2023/03/17,500,500,500,500,0,0
ACPB1,2023/03/17,490,490,490,490,0,0
ACR,2023/03/17,0.76,0.78,0.76,0.78,40000,30600
AEV,2023/03/17,49.9,51.05,48.8,51.05,1120000,56440000
AGI,2023/03/17,12.48,12.7,12.3,12.44,4360000,54220000
ALCO,2023/03/17,0.52,0.52,0.52,0.52,0,0
ALCPB,2023/03/17,102.3,102.3,102.3,102.3,0,0
ALCPC,2023/03/17,101.9,101.9,101.9,101.9,0,0
ALCPD,2023/03/17,475,475,475,475,0,0
ALHI,2023/03/17,5.75,5.75,5.75,5.75,0,0
ALI,2023/03/17,26.4,26.55,26.1,26.2,18390000,484050000
ALLDY,2023/03/17,0.24,0.245,0.235,0.243,2610000,628780
ALLHC,2023/03/17,2.94,2.94,2.9,2.93,818000,2380000
ALTER,2023/03/17,1.28,1.28,1.28,1.28,0,0
ANI,2023/03/17,7.03,7.29,6.9,7.17,9850000,70590000
ANS,2023/03/17,10.38,10.38,10.36,10.36,4600,47660
AP,2023/03/17,36.5,36.7,36.4,36.5,1110000,40550000
APB2R,2023/03/17,475,475,475,475,0,0
APC,2023/03/17,0.23,0.23,0.222,0.229,1860000,418540
APL,2023/03/17,0.032,0.033,0.031,0.032,321100000,10120000
APO,2023/03/17,0.66,0.66,0.66,0.66,0,0
APVI,2023/03/17,11.52,11.52,11.52,11.52,1600,18430
APX,2023/03/17,1.86,1.93,1.85,1.91,3580000,6770000
AR,2023/03/17,0.0046,0.0046,0.0046,0.0046,0,0
ARA,2023/03/17,0.95,0.96,0.93,0.96,38000,35640
AREIT,2023/03/17,33.9,34.5,33.5,34,845800,28700000
ASLAG,2023/03/17,1.54,1.57,1.54,1.56,586000,909510
AT,2023/03/17,4,4.03,4,4,49000,196110
ATI,2023/03/17,13.88,13.88,13.88,13.88,1400,19430
ATN,2023/03/17,0.4,0.4,0.39,0.395,40000,15800
ATNB,2023/03/17,0.41,0.41,0.41,0.41,0,0
AUB,2023/03/17,43,43.2,43,43,11500,494560
AXLM,2023/03/17,2.78,2.81,2.72,2.75,64000,175790
BALAI,2023/03/17,0.59,0.6,0.59,0.6,2050000,1220000
BC,2023/03/17,4.9,5.1,4.65,5.1,68000,325540
BCB,2023/03/17,4.9,5.1,4.9,5.1,14000,69600
BCOR,2023/03/17,6.4,6.4,6.4,6.4,1000,6400
BCP,2023/03/17,23.3,23.3,23.3,23.3,0,0
BDO,2023/03/17,124,127.6,122.1,127.6,3950000,497350000
BEL,2023/03/17,1.26,1.28,1.26,1.28,83000,105380
BH,2023/03/17,960,960,960,960,0,0
BHI,2023/03/17,0.051,0.051,0.051,0.051,0,0
BKR,2023/03/17,1.54,1.54,1.41,1.54,69000,102000
BLOOM,2023/03/17,8.87,9.07,8.87,9,4120000,37090000
BMM,2023/03/17,52,52,52,52,0,0
BNCOM,2023/03/17,8.2,8.23,7.5,8.23,138000,1070000
BPI,2023/03/17,102.9,105.2,101.2,101.2,3930000,405290000
BRN,2023/03/17,0.73,0.73,0.73,0.73,0,0
BRNP,2023/03/17,100.5,102,100,102,3210,321520
BSC,2023/03/17,0.255,0.265,0.255,0.26,3580000,929400
C,2023/03/17,1.14,1.17,1.14,1.17,150000,174710
CA,2023/03/17,30.25,30.25,30.25,30.25,0,0
CAB,2023/03/17,45,45,45,45,0,0
CAT,2023/03/17,10.32,10.36,10.32,10.36,7100,73510
CDC,2023/03/17,0.75,0.75,0.75,0.75,8000,6000
CEB,2023/03/17,38.7,39.95,38.7,38.7,35700,1390000
CEBCP,2023/03/17,39.45,39.45,39,39,2600,102530
CEI,2023/03/17,0.081,0.085,0.081,0.085,80000,6520
CEU,2023/03/17,7.75,7.75,7.74,7.74,200,1550
CHI,2023/03/17,6.12,6.12,6.12,6.12,0,0
CHIB,2023/03/17,31.95,32.2,31.6,32,234800,7510000
CHP,2023/03/17,1.14,1.15,1.14,1.15,259000,297670
CIC,2023/03/17,14.98,14.98,14.98,14.98,2600,38950
CIP,2023/03/17,165,165,165,165,0,0
CLI,2023/03/17,2.47,2.57,2.38,2.57,634000,1540000
CNPF,2023/03/17,24.65,24.65,24.15,24.15,507600,12340000
CNVRG,2023/03/17,14.2,14.6,14,14,2470000,34860000
COAL,2023/03/17,0.199,0.199,0.199,0.199,0,0
COL,2023/03/17,3.09,3.09,3.09,3.09,10000,30900
COSCO,2023/03/17,4.13,4.29,4.05,4.1,1720000,7050000
CPG,2023/03/17,0.36,0.365,0.36,0.36,800000,288050
CPGP,2023/03/17,100.8,100.8,100.8,100.8,540,54430
CPM,2023/03/17,3.1,3.1,3.1,3.1,1000,3100
CREIT,2023/03/17,2.41,2.44,2.38,2.41,2450000,5890000
CROWN,2023/03/17,1.57,1.57,1.57,1.57,0,0
CSB,2023/03/17,7.25,7.25,7.25,7.25,0,0
CTS,2023/03/17,0.89,0.92,0.88,0.88,9980000,8880000
CYBR,2023/03/17,0.33,0.33,0.33,0.33,0,0
DD,2023/03/17,6.62,6.72,6.62,6.7,30300,203240
DDMPR,2023/03/17,1.37,1.39,1.37,1.37,932000,1290000
DDPR,2023/03/17,95.85,96.2,91.05,91.05,1840,174020
DELM,2023/03/17,11.9,11.96,11.9,11.9,4100,48830
DFNN,2023/03/17,3.35,3.35,3.23,3.34,197000,652310
DHI,2023/03/17,3.16,3.16,3.16,3.16,0,0
DITO,2023/03/17,2.81,2.91,2.8,2.9,1390000,4000000
DIZ,2023/03/17,3.55,3.55,3.55,3.55,0,0
DMC,2023/03/17,11.08,11.62,11.02,11.62,5900000,67890000
DMCP,2023/03/17,1400,1400,1400,1400,0,0
DMPA1,2023/03/17,10,10,10,10,0,0
DMPA2,2023/03/17,9.71,9.71,9.71,9.71,0,0
DMW,2023/03/17,6.88,6.88,6.88,6.88,45400,312350
DNA,2023/03/17,2.86,2.86,2.86,2.86,0,0
DNL,2023/03/17,7.64,7.79,7.61,7.61,1280000,9850000
DTEL,2023/03/17,10.25,10.25,10.25,10.25,0,0
DWC,2023/03/17,1.59,1.59,1.59,1.59,0,0
ECP,2023/03/17,3.6,3.6,3.4,3.4,16000,54600
EEI,2023/03/17,2.78,2.78,2.68,2.77,1190000,3200000
EEIPA,2023/03/17,98,98,98,98,0,0
EEIPB,2023/03/17,100.3,102,100.3,102,7720,774850
EG,2023/03/17,0.0094,0.0094,0.0094,0.0094,0,0
ELI,2023/03/17,0.19,0.19,0.19,0.19,0,0
EMI,2023/03/17,21.3,21.4,20.5,20.5,8830000,183410000
ENEX,2023/03/17,10.06,10.96,10.06,10.68,6900,71200
EURO,2023/03/17,0.88,0.88,0.88,0.88,3000,2640
EVER,2023/03/17,0.26,0.26,0.255,0.26,130000,33400
EW,2023/03/17,6.85,7.1,6.85,7.06,73900,523330
FAF,2023/03/17,0.71,0.71,0.71,0.71,0,0
FB,2023/03/17,48.5,48.6,48.2,48.2,134200,6500000
FBP,2023/03/17,1011,1011,1011,1011,0,0
FBP2,2023/03/17,1005,1005,1005,1005,0,0
FCG,2023/03/17,0.93,0.98,0.92,0.98,22530000,21630000
FDC,2023/03/17,5.75,5.75,5.69,5.69,17100,97560
FERRO,2023/03/17,2.8,3.04,2.8,3.03,76000,223640
FEU,2023/03/17,595,595,595,595,50,29750
FFI,2023/03/17,4.12,4.12,4.12,4.12,0,0
FGEN,2023/03/17,16,16.48,16,16.24,150100,2440000
FGENG,2023/03/17,100.4,100.4,100.4,100.4,0,0
FILRT,2023/03/17,5.48,5.48,5.4,5.48,123200,673080
FJP,2023/03/17,2.08,2.08,2.08,2.08,0,0
FJPB,2023/03/17,1.88,1.88,1.88,1.88,0,0
FLI,2023/03/17,0.78,0.78,0.72,0.72,176460000,127810000
FMETF,2023/03/17,99,100.2,99,100,11840,1180000
FNI,2023/03/17,2.35,2.42,2.31,2.39,409000,962450
FOOD,2023/03/17,0.55,0.56,0.55,0.55,19000,10460
FPH,2023/03/17,62.2,62.2,61.2,61.2,16720,1030000
FPI,2023/03/17,0.23,0.23,0.23,0.23,100000,23000
FRUIT,2023/03/17,1.24,1.25,1.22,1.25,566000,701290
FYN,2023/03/17,3,3,3,3,0,0
FYNB,2023/03/17,5,5,5,5,0,0
GEO,2023/03/17,0.182,0.183,0.182,0.183,100000,18270
GERI,2023/03/17,0.9,0.9,0.9,0.9,11000,9900
GLO,2023/03/17,1741,1765,1730,1740,111290,194020000
GLOPA,2023/03/17,5,5,5,5,0,0
GLOPP,2023/03/17,505.5,505.5,505.5,505.5,0,0
GMA7,2023/03/17,12.46,12.68,12.44,12.68,328700,4120000
GMAP,2023/03/17,12.38,12.38,12.38,12.38,100,1240
GPH,2023/03/17,12.8,12.8,12.8,12.8,0,0
GREEN,2023/03/17,1.03,1.07,1.02,1.05,4370000,4590000
GSMI,2023/03/17,155,155.5,151.1,153.6,30110,4620000
GTCAP,2023/03/17,495,504.5,495,495,93660,46480000
GTPPA,2023/03/17,966,966,966,966,0,0
GTPPB,2023/03/17,930.5,930.5,930,930,300,279060
HI,2023/03/17,3.45,3.45,3.45,3.45,0,0
HLCM,2023/03/17,3.99,4.15,3.99,4.05,92000,370110
HOME,2023/03/17,2.47,2.5,2.42,2.44,3810000,9360000
HOUSE,2023/03/17,9.5,9.5,9.5,9.5,10000,95000
HTI,2023/03/17,0.94,0.99,0.94,0.99,8000,7670
HVN,2023/03/17,755,755,755,755,10,7550
I,2023/03/17,0.85,0.85,0.85,0.85,0,0
ICT,2023/03/17,198,199.8,197.3,198,4100000,811830000
IDC,2023/03/17,0.82,0.83,0.79,0.79,84000,67680
IMI,2023/03/17,4.9,5,4.8,5,78000,383680
IMP,2023/03/17,1.07,1.07,1.07,1.07,20000,21400
INFRA,2023/03/17,0.86,0.89,0.86,0.89,2770000,2460000
ION,2023/03/17,0.82,0.84,0.8,0.8,5620000,4570000
IPM,2023/03/17,6.49,6.49,6.49,6.49,0,0
IPO,2023/03/17,7.76,7.76,7.76,7.76,0,0
IS,2023/03/17,0.144,0.144,0.144,0.144,0,0
JAS,2023/03/17,1.75,1.75,1.75,1.75,0,0
JFC,2023/03/17,219,224,218.6,223,1280000,285140000
JFCPA,2023/03/17,940,940,940,940,0,0
JFCPB,2023/03/17,921,921,921,921,10,9210
JGS,2023/03/17,49.6,52,49.55,52,992700,51480000
JOH,2023/03/17,3.43,3.43,3.43,3.43,0,0
KEEPR,2023/03/17,1.44,1.49,1.43,1.49,10100000,14900000
KEP,2023/03/17,3,3,3,3,0,0
KPH,2023/03/17,5.21,5.21,5.21,5.21,0,0
KPHB,2023/03/17,4.35,4.35,4.35,4.35,0,0
KPPI,2023/03/17,1.6,1.6,1.6,1.6,0,0
LAND,2023/03/17,0.81,0.81,0.79,0.8,174000,139040
LBC,2023/03/17,16.66,16.66,16.66,16.66,400,6660
LC,2023/03/17,0.106,0.106,0.104,0.104,260000,27290
LCB,2023/03/17,0.106,0.106,0.106,0.106,550000,58300
LFM,2023/03/17,17.74,17.74,16.8,16.8,1000,16950
LMG,2023/03/17,3.43,3.43,3.43,3.43,0,0
LODE,2023/03/17,0.59,0.61,0.57,0.57,57000,32830
LOTO,2023/03/17,1.71,1.73,1.71,1.73,14000,24160
LPC,2023/03/17,0.1,0.11,0.1,0.1,190000,19820
LPZ,2023/03/17,3.71,3.73,3.71,3.73,12000,44560
LRP,2023/03/17,1,1,1,1,0,0
LSC,2023/03/17,0.66,0.66,0.66,0.66,0,0
LTG,2023/03/17,9.96,10,9.89,10,1910000,19110000
MA,2023/03/17,0.009,0.0091,0.009,0.0091,6000000,54400
