stock_code,quote_date,open_price,high_price,low_price,close_price,volume,value
2GO,2023/03/03,10.8,12.2,10.5,11.64,804600,9500000
8990B,2023/03/03,98,98,98,98,0,0
8990P,2023/03/03,101.1,101.1,101.1,101.1,0,0
AAA,2023/03/03,1.61,1.61,1.61,1.61,0,0
AB,2023/03/03,6.7,7.09,6.7,7.09,89900,620470
ABA,2023/03/03,2.22,2.23,2.22,2.22,2890000,6410000
ABG,2023/03/03,3.44,3.44,3.44,3.44,0,0
ABS,2023/03/03,7.23,7.25,7.15,7.15,64000,459770
ABSP,2023/03/03,7.2,7.2,7.2,7.2,19500,140400
AC,2023/03/03,640.5,666,640.5,652,180140,118010000
ACE,2023/03/03,1.57,1.57,1.57,1.57,10000,15700
ACEN,2023/03/03,6.5,6.67,6.44,6.64,40390000,266440000
ACPA,2023/03/03,500,500,500,500,0,0
ACPB1,2023/03/03,490,490,490,490,0,0
ACR,2023/03/03,0.79,0.79,0.79,0.79,20000,15800
AEV,2023/03/03,54.5,54.5,53.85,53.95,1060000,57560000
AGI,2023/03/03,12.76,12.76,12.6,12.66,2490000,31600000
ALCO,2023/03/03,0.5,0.56,0.5,0.56,219000,119510
ALCPB,2023/03/03,102.3,102.3,102.3,102.3,0,0
ALCPC,2023/03/03,102,102,102,102,0,0
ALCPD,2023/03/03,474.2,474.2,474.2,474.2,20,9480
ALHI,2023/03/03,5.31,5.31,5.31,5.31,0,0
ALI,2023/03/03,28.7,28.85,28.3,28.35,5270000,150220000
ALLDY,2023/03/03,0.26,0.26,0.25,0.25,11160000,2840000
ALLHC,2023/03/03,3.05,3.05,3.01,3.02,472000,1430000
ANI,2023/03/03,7.3,7.4,7.23,7.36,7090000,51980000
ANS,2023/03/03,10.44,10.44,10.4,10.4,40100,417360
AP,2023/03/03,37.2,38.15,37.15,38.15,662600,25050000
APB2R,2023/03/03,480,480,480,480,0,0
APC,2023/03/03,0.26,0.265,0.255,0.265,190000,49400
APL,2023/03/03,0.031,0.032,0.031,0.032,198100000,6320000
APO,2023/03/03,0.73,0.73,0.73,0.73,15000,10950
APVI,2023/03/03,12.46,12.46,12.46,12.46,0,0
APX,2023/03/03,1.91,1.94,1.9,1.9,2320000,4440000
AR,2023/03/03,0.0046,0.0046,0.0046,0.0046,0,0
ARA,2023/03/03,1.02,1.02,1,1.01,154000,155680
AREIT,2023/03/03,35.9,35.95,35.85,35.9,224300,8050000
ASLAG,2023/03/03,1.64,1.64,1.61,1.62,892000,1450000
AT,2023/03/03,4.17,4.18,4.17,4.17,166000,692520
ATI,2023/03/03,13.9,13.9,13.9,13.9,0,0
ATN,2023/03/03,0.4,0.405,0.4,0.405,140000,56300
ATNB,2023/03/03,0.405,0.405,0.405,0.405,0,0
AUB,2023/03/03,43,44,43,44,72600,3180000
AXLM,2023/03/03,2.84,2.85,2.75,2.76,1040000,2890000
BALAI,2023/03/03,0.63,0.65,0.62,0.64,11400000,7270000
BC,2023/03/03,5.18,5.18,5.18,5.18,0,0
BCB,2023/03/03,5.05,5.05,5.05,5.05,0,0
BCOR,2023/03/03,6.5,6.5,6.5,6.5,0,0
BCP,2023/03/03,23.3,23.3,23.3,23.3,0,0
BDO,2023/03/03,127,128,125.2,125.8,4600000,579790000
BEL,2023/03/03,1.43,1.43,1.39,1.39,246000,343440
BH,2023/03/03,960,960,960,960,0,0
BHI,2023/03/03,0.051,0.051,0.051,0.051,0,0
BKR,2023/03/03,1.37,1.37,1.37,1.37,0,0
BLOOM,2023/03/03,9.57,9.58,9.4,9.47,5690000,53880000
BMM,2023/03/03,52,52,52,52,0,0
BNCOM,2023/03/03,8.34,8.34,8.04,8.04,9400,75670
BPI,2023/03/03,104.9,108.8,104.9,107.9,2510000,270460000
BRN,2023/03/03,0.77,0.77,0.77,0.77,0,0
BRNP,2023/03/03,100,100,100,100,0,0
BSC,2023/03/03,0.28,0.285,0.275,0.28,2150000,600550
C,2023/03/03,1.2,1.21,1.16,1.16,189000,221630
CA,2023/03/03,37.95,37.95,37.95,37.95,0,0
CAB,2023/03/03,45,45,45,45,0,0
CAT,2023/03/03,10.9,10.9,10.9,10.9,0,0
CDC,2023/03/03,0.74,0.75,0.74,0.75,15000,11200
CEB,2023/03/03,40.1,40.65,40.1,40.25,51900,2090000
CEBCP,2023/03/03,39.5,40.45,39.5,40.4,145600,5860000
CEI,2023/03/03,0.09,0.09,0.086,0.09,1180000,105400
CEU,2023/03/03,7.9,8,7.9,8,13700,109170
CHI,2023/03/03,6.12,6.12,6.12,6.12,0,0
CHIB,2023/03/03,32,33.25,32,32,448800,14580000
CHP,2023/03/03,1.17,1.18,1.17,1.18,5370000,6290000
CIC,2023/03/03,16,16,16,16,2100,33600
CIP,2023/03/03,165,165,165,165,0,0
CLI,2023/03/03,2.58,2.61,2.58,2.61,634000,1640000
CNPF,2023/03/03,26,26.25,25.8,26,858000,22310000
CNVRG,2023/03/03,15.4,15.7,15.4,15.46,1070000,16620000
COAL,2023/03/03,0.2,0.2,0.2,0.2,0,0
COL,2023/03/03,3.11,3.11,3.11,3.11,0,0
COSCO,2023/03/03,4.47,4.47,4.35,4.36,3800000,16630000
CPG,2023/03/03,0.35,0.35,0.35,0.35,500000,175000
CPGP,2023/03/03,101,101,101,101,0,0
CPM,2023/03/03,3.19,3.19,3.19,3.19,0,0
CREIT,2023/03/03,2.46,2.46,2.42,2.45,1450000,3550000
CROWN,2023/03/03,1.59,1.59,1.59,1.59,16000,25440
CSB,2023/03/03,7.75,7.75,7.75,7.75,0,0
CTS,2023/03/03,0.93,0.95,0.92,0.95,4100000,3820000
CYBR,2023/03/03,0.33,0.33,0.33,0.33,0,0
DD,2023/03/03,6.76,6.99,6.72,6.97,36400,246880
DDMPR,2023/03/03,1.42,1.44,1.4,1.42,788000,1120000
DDPR,2023/03/03,96.55,96.75,96.5,96.75,3250,313690
DELM,2023/03/03,13.4,13.84,13.4,13.84,2600,35700
DFNN,2023/03/03,3.7,3.76,3.61,3.71,671000,2490000
DHI,2023/03/03,3.16,3.16,3.16,3.16,0,0
DITO,2023/03/03,3.2,3.23,3.15,3.19,1930000,6140000
DIZ,2023/03/03,5,5,5,5,0,0
DMC,2023/03/03,10.9,11.3,10.82,11.3,4870000,54370000
DMCP,2023/03/03,1400,1400,1400,1400,0,0
DMPA1,2023/03/03,10,10,10,10,0,0
DMPA2,2023/03/03,9.71,9.71,9.71,9.71,0,0
DMW,2023/03/03,6.89,6.89,6.89,6.89,18200,125400
DNA,2023/03/03,2.86,2.86,2.86,2.86,0,0
DNL,2023/03/03,7.88,8.05,7.8,7.8,1860000,14650000
DTEL,2023/03/03,10.25,10.25,10.25,10.25,0,0
DWC,2023/03/03,1.43,1.43,1.43,1.43,15000,21450
ECP,2023/03/03,4.16,4.16,3.95,3.95,52000,205820
EEI,2023/03/03,2.85,2.85,2.82,2.85,10000,28470
EEIPA,2023/03/03,98,98,98,98,0,0
EEIPB,2023/03/03,103,103,103,103,500,51500
EG,2023/03/03,0.0094,0.0094,0.0094,0.0094,0,0
ELI,2023/03/03,0.196,0.197,0.196,0.197,100000,19650
EMI,2023/03/03,20.8,20.95,20.7,20.9,4400000,91850000
ENEX,2023/03/03,11.52,11.52,11.48,11.48,9000,103320
EURO,2023/03/03,0.93,0.93,0.93,0.93,0,0
EVER,2023/03/03,0.265,0.265,0.255,0.26,1660000,424150
EW,2023/03/03,7.26,7.39,7.26,7.35,43500,318710
FAF,2023/03/03,0.71,0.71,0.71,0.71,0,0
FB,2023/03/03,51.65,53,51.4,52.3,242470,12700000
FBP,2023/03/03,1011,1011,1011,1011,0,0
FBP2,2023/03/03,1005,1005,1005,1005,0,0
FCG,2023/03/03,1,1.02,1,1.01,60940000,61400000
FDC,2023/03/03,5.8,5.8,5.8,5.8,0,0
FERRO,2023/03/03,2.83,2.83,2.83,2.83,42000,118860
FEU,2023/03/03,540,540,540,540,100,54000
FFI,2023/03/03,4.12,4.12,4.12,4.12,0,0
FGEN,2023/03/03,17.26,17.4,16.96,17.4,409400,6990000
FGENG,2023/03/03,100.4,100.4,100.4,100.4,0,0
FILRT,2023/03/03,5.3,5.45,5.3,5.3,131300,703440
FJP,2023/03/03,2.08,2.08,2.08,2.08,0,0
FJPB,2023/03/03,1.88,1.88,1.88,1.88,0,0
FLI,2023/03/03,0.81,0.81,0.8,0.8,755000,605330
FMETF,2023/03/03,102,102.7,102,102.1,3620,370730
FNI,2023/03/03,2.52,2.52,2.44,2.48,489000,1210000
FOOD,2023/03/03,0.56,0.56,0.54,0.54,2000,1100
FPH,2023/03/03,61.85,62.9,61.85,61.9,25460,1580000
FPI,2023/03/03,0.23,0.23,0.23,0.23,100000,23000
FRUIT,2023/03/03,1.3,1.31,1.28,1.3,651000,845960
FYN,2023/03/03,3,3,3,3,0,0
FYNB,2023/03/03,5,5,5,5,0,0
GEO,2023/03/03,0.186,0.189,0.186,0.189,590000,110050
GERI,2023/03/03,0.9,0.9,0.9,0.9,55000,49500
GLO,2023/03/03,1815,1862,1803,1850,232800,428190000
GLOPA,2023/03/03,5,5,5,5,0,0
GLOPP,2023/03/03,505.5,505.5,505.5,505.5,0,0
GMA7,2023/03/03,12.3,12.48,12.3,12.48,165900,2060000
GMAP,2023/03/03,12,12,12,12,0,0
GPH,2023/03/03,12.8,12.8,12.8,12.8,0,0
GREEN,2023/03/03,1.19,1.19,1.16,1.17,8330000,9740000
GSMI,2023/03/03,130,132,125.1,126.8,9100,1160000
GTCAP,2023/03/03,502,513,501.5,510,123350,62780000
GTPPA,2023/03/03,970.5,970.5,970,970,1700,1650000
GTPPB,2023/03/03,951,951,951,951,0,0
HI,2023/03/03,3.63,3.63,3.63,3.63,0,0
HLCM,2023/03/03,4.1,4.1,3.99,4.1,30000,122780
HOME,2023/03/03,2.57,2.57,2.48,2.52,4310000,10810000
HOUSE,2023/03/03,9.03,9.03,9.03,9.03,600,5420
HTI,2023/03/03,1,1,1,1,100000,100000
HVN,2023/03/03,745,745,745,745,0,0
I,2023/03/03,0.8,0.8,0.8,0.8,0,0
ICT,2023/03/03,200,203,198.5,200,1720000,344540000
IDC,2023/03/03,0.85,0.89,0.84,0.87,302000,256860
IMI,2023/03/03,5.18,5.18,5.15,5.17,64500,332340
IMP,2023/03/03,1.07,1.07,1.07,1.07,0,0
INFRA,2023/03/03,0.87,0.88,0.87,0.88,67000,58300
ION,2023/03/03,0.63,0.64,0.63,0.64,382000,242920
