stock_code,quote_date,open_price,high_price,low_price,close_price,volume,value
2GO,2023/03/31,14.38,14.4,14.34,14.34,2000,28730
8990B,2023/03/31,95,95,95,95,0,0
8990P,2023/03/31,101.1,101.1,101.1,101.1,0,0
AAA,2023/03/31,1.61,1.61,1.61,1.61,0,0
AB,2023/03/31,7,7,7,7,100,700
ABA,2023/03/31,2.41,2.43,2.4,2.42,4340000,10470000
ABG,2023/03/31,3.4,3.4,3.4,3.4,5000,17000
ABS,2023/03/31,7.3,7.38,7.15,7.3,21300,154720
ABSP,2023/03/31,6.94,6.94,6.94,6.94,0,0
AC,2023/03/31,655,655.5,644,650,180960,117490000
ACE,2023/03/31,1.55,1.55,1.55,1.55,0,0
ACEN,2023/03/31,6.38,6.42,6.12,6.12,23010000,144940000
ACPA,2023/03/31,500,500,500,500,0,0
ACPB1,2023/03/31,490,490,490,490,930,455700
ACR,2023/03/31,0.85,0.85,0.85,0.85,0,0
AEV,2023/03/31,53.7,53.8,48.4,48.4,2030000,101190000
AGI,2023/03/31,12.4,12.5,12.36,12.36,645300,7980000
ALCO,2023/03/31,0.51,0.51,0.51,0.51,250000,127500
ALCPB,2023/03/31,102.3,102.3,102.3,102.3,0,0
ALCPC,2023/03/31,100,100,100,100,0,0
ALCPD,2023/03/31,494.8,500,494.8,500,550,273660
ALHI,2023/03/31,5.3,5.3,5.3,5.3,0,0
ALI,2023/03/31,28.1,28.4,26.5,26.5,18740000,505660000
ALLDY,2023/03/31,0.239,0.24,0.236,0.24,1650000,394070
ALLHC,2023/03/31,2.93,2.94,2.92,2.93,333000,975800
ALTER,2023/03/31,1.27,1.32,1.24,1.26,74240000,95610000
ANI,2023/03/31,7.55,7.55,7.35,7.44,7780000,58060000
ANS,2023/03/31,10.3,10.3,10.04,10.24,1700,17420
AP,2023/03/31,37.45,37.45,37.05,37.2,674300,25070000
APB2R,2023/03/31,478.2,490,476,490,810,386680
APC,2023/03/31,0.23,0.23,0.221,0.229,170000,38550
APL,2023/03/31,0.032,0.033,0.031,0.033,57000000,1850000
APO,2023/03/31,0.72,0.72,0.72,0.72,0,0
APVI,2023/03/31,11.9,12.02,11.9,12.02,2400,28570
APX,2023/03/31,2.07,2.16,2.07,2.13,13690000,29070000
AR,2023/03/31,0.0046,0.0046,0.0046,0.0046,0,0
ARA,2023/03/31,0.93,0.94,0.91,0.92,65000,59890
AREIT,2023/03/31,32.5,32.85,32.35,32.65,958900,31280000
ASLAG,2023/03/31,1.56,1.58,1.56,1.58,115000,180970
