stock_code,quote_date,open_price,high_price,low_price,close_price,volume,value
8990B,2023/07/27,97.5,97.5,97.5,97.5,10,975
8990P,2023/07/27,101.1,101.1,101.1,101.1,0,0
AAA,2023/07/27,1.61,1.61,1.61,1.61,0,0
AB,2023/07/27,5.8,5.8,5.8,5.8,0,0
ABA,2023/07/27,2.64,2.64,2.62,2.64,1040000,2740000
ABG,2023/07/27,3.02,3.02,3.02,3.02,0,0
ABS,2023/07/27,5.36,5.4,5.2,5.3,189800,1000000
ABSP,2023/07/27,4.5,4.5,4.5,4.5,1000,4500
AC,2023/07/27,639.5,639.5,629,630.5,324120,204650000
ACE,2023/07/27,1.82,1.82,1.82,1.82,0,0
ACEN,2023/07/27,5.6,5.6,5.52,5.55,4810000,26690000
ACPA,2023/07/27,500,500,500,500,0,0
ACPAR,2023/07/27,2500,2500,2500,2500,205,512500
ACPB1,2023/07/27,480,480,460,460,17400,8010000
ACR,2023/07/27,0.74,0.75,0.74,0.75,250000,186240
AEV,2023/07/27,54.65,55.5,53.95,55.5,611470,33670000
AGI,2023/07/27,12.54,12.7,12.54,12.56,564600,7090000
ALCO,2023/07/27,0.485,0.495,0.485,0.495,20000,9800
ALCPB,2023/07/27,102.3,102.3,102.3,102.3,0,0
ALCPC,2023/07/27,101.2,101.2,101.2,101.2,0,0
ALCPD,2023/07/27,485,485,485,485,0,0
ALHI,2023/07/27,6.58,6.58,6.58,6.58,100,658
ALI,2023/07/27,27,27.45,26.7,27.45,9110000,246400000
ALLDY,2023/07/27,0.193,0.194,0.19,0.191,9660000,1850000
ALLHC,2023/07/27,2.36,2.36,2.29,2.3,2690000,6210000
ALTER,2023/07/27,1.01,1.01,0.99,0.99,827000,819460
ANI,2023/07/27,4.84,4.97,4.84,4.87,4520000,22050000
ANS,2023/07/27,11.14,11.14,11,11.14,8500,94430
AP,2023/07/27,36.7,36.8,36,36.8,718200,26250000
APB2R,2023/07/27,480,480,480,480,900,432000
APC,2023/07/27,0.265,0.285,0.26,0.28,8680000,2340000
APL,2023/07/27,0.023,0.023,0.022,0.023,32800000,743900
APO,2023/07/27,0.52,0.52,0.52,0.52,0,0
APVI,2023/07/27,9.34,9.34,9.34,9.34,300,2800
APX,2023/07/27,2.98,3.05,2.93,3.04,6240000,18790000
AR,2023/07/27,0.0046,0.0046,0.0046,0.0046,0,0
ARA,2023/07/27,0.8,0.8,0.8,0.8,0,0
AREIT,2023/07/27,33.85,34,33.4,33.4,520600,17540000
ASLAG,2023/07/27,1.38,1.4,1.38,1.4,18000,25040
AT,2023/07/27,3.72,3.72,3.7,3.7,87000,321920
ATI,2023/07/27,14.7,14.7,14.5,14.6,800,11710
ATN,2023/07/27,0.39,0.39,0.39,0.39,550000,214500
ATNB,2023/07/27,0.39,0.39,0.39,0.39,0,0
AUB,2023/07/27,47.05,47.05,47,47,11200,526410
AXLM,2023/07/27,2.21,2.22,2.21,2.21,82000,181780
BALAI,2023/07/27,0.55,0.56,0.53,0.54,13590000,7380000
BC,2023/07/27,4.69,4.69,4.69,4.69,11000,51590
BCB,2023/07/27,4.54,4.59,4.54,4.59,40000,182660
BCOR,2023/07/27,8,8,8,8,0,0
BCP,2023/07/27,23.3,23.3,23.3,23.3,0,0
BDO,2023/07/27,148.2,150.1,147.2,148.7,2030000,303080000
BEL,2023/07/27,1.28,1.28,1.23,1.25,606000,752660
BH,2023/07/27,680,680,680,680,0,0
BHI,2023/07/27,0.071,0.073,0.071,0.073,2120000,152240
BKR,2023/07/27,1.31,1.31,1.31,1.31,0,0
BLOOM,2023/07/27,11.6,11.9,11.6,11.88,1200000,14260000
BMM,2023/07/27,52,52,52,52,0,0
BNCOM,2023/07/27,6.4,6.4,6.01,6.3,45600,277640
BPI,2023/07/27,116.5,117.3,115.5,116,776120,90140000
BRN,2023/07/27,0.72,0.72,0.72,0.72,0,0
BRNP,2023/07/27,90,90,90,90,10000,900000
BSC,2023/07/27,0.223,0.228,0.223,0.224,200000,44960
C,2023/07/27,1,1,1,1,118000,118000
CA,2023/07/27,35,35,35,35,0,0
CAB,2023/07/27,42,42,42,42,0,0
CAT,2023/07/27,9.89,9.89,9.89,9.89,0,0
CDC,2023/07/27,0.76,0.76,0.76,0.76,7000,5320
CEB,2023/07/27,37.65,37.9,36.8,37,84500,3140000
CEBCP,2023/07/27,36,36,36,36,10000,360000
CEI,2023/07/27,0.08,0.085,0.08,0.085,60000,4850
CEU,2023/07/27,7.95,7.97,7.95,7.97,2200,17530
CHI,2023/07/27,6.12,6.12,6.12,6.12,0,0
CHIB,2023/07/27,31.15,31.2,31,31.2,67600,2100000
CHP,2023/07/27,1.08,1.09,1.07,1.09,478000,512840
CIC,2023/07/27,15.08,15.3,14.7,15.3,4400,66310
CIP,2023/07/27,190,190,190,190,0,0
CLI,2023/07/27,2.6,2.6,2.56,2.59,268000,692170
CNPF,2023/07/27,26.35,26.35,26,26.05,1490000,38870000
CNVRG,2023/07/27,10.38,10.38,10.1,10.1,8820000,89770000
COAL,2023/07/27,0.149,0.15,0.14,0.148,900000,131620
COL,2023/07/27,3,3,3,3,0,0
COSCO,2023/07/27,5.3,5.34,5.29,5.33,451700,2400000
CPG,2023/07/27,0.355,0.355,0.355,0.355,10000,3550
CPGP,2023/07/27,101.8,101.8,101.8,101.8,0,0
CPM,2023/07/27,2.81,2.81,2.81,2.81,6000,16860
CREIT,2023/07/27,2.55,2.56,2.54,2.55,2820000,7190000
CROWN,2023/07/27,1.5,1.55,1.5,1.55,196000,294920
CSB,2023/07/27,6.64,6.64,6.64,6.64,0,0
CTS,2023/07/27,0.75,0.75,0.74,0.74,1180000,876180
CYBR,2023/07/27,0.33,0.33,0.33,0.33,0,0
DD,2023/07/27,7.37,7.39,7.16,7.39,253200,1850000
DDMPR,2023/07/27,1.28,1.29,1.27,1.29,1110000,1420000
DDPR,2023/07/27,95.2,95.2,93.75,94,30930,2910000
DELM,2023/07/27,8.37,8.6,8.34,8.58,12500,104940
DFNN,2023/07/27,3.04,3.16,3.03,3.16,159000,497950
DHI,2023/07/27,3.16,3.16,3.16,3.16,0,0
DITO,2023/07/27,2.29,2.37,2.29,2.37,1460000,3400000
DIZ,2023/07/27,3.3,3.3,3.3,3.3,0,0
DMC,2023/07/27,9.75,9.8,9.54,9.54,562000,5380000
DMCP,2023/07/27,1400,1400,1400,1400,0,0
DMPA1,2023/07/27,10,10,10,10,0,0
DMPA2,2023/07/27,9.71,9.71,9.71,9.71,0,0
DMW,2023/07/27,6.28,6.28,6.2,6.2,97900,608010
DNA,2023/07/27,2.86,2.86,2.86,2.86,0,0
DNL,2023/07/27,7.2,7.2,7.03,7.04,854100,6020000
DTEL,2023/07/27,10.25,10.25,10.25,10.25,0,0
DWC,2023/07/27,1.3,1.36,1.3,1.36,200000,262790
ECP,2023/07/27,2.99,2.99,2.99,2.99,0,0
ECVC,2023/07/27,1.24,1.24,1.24,1.24,0,0
EEI,2023/07/27,4.97,4.99,4.83,4.99,39700,195280
EEIPA,2023/07/27,98.25,98.25,98.25,98.25,20,1970
EEIPB,2023/07/27,99.25,99.25,99.25,99.25,100750,10000000
EG,2023/07/27,0.0094,0.0094,0.0094,0.0094,0,0
ELI,2023/07/27,0.127,0.13,0.127,0.127,6150000,781170
EMI,2023/07/27,20.9,21.1,20.9,21,873500,18380000
ENEX,2023/07/27,7.82,7.94,7.82,7.94,3200,25050
EURO,2023/07/27,0.83,0.83,0.83,0.83,0,0
EVER,2023/07/27,0.243,0.244,0.24,0.244,1230000,299360
EW,2023/07/27,7.11,7.11,7.06,7.1,96200,681920
FAF,2023/07/27,0.6,0.6,0.6,0.6,0,0
FB,2023/07/27,50.85,50.95,50.85,50.9,81840,4160000
FBP,2023/07/27,1011,1011,1011,1011,0,0
FBP2,2023/07/27,1005,1005,1005,1005,0,0
FCG,2023/07/27,0.73,0.76,0.72,0.75,21170000,15830000
FDC,2023/07/27,5.27,5.3,5.27,5.28,24100,127310
FERRO,2023/07/27,2.76,2.76,2.76,2.76,8000,22080
FEU,2023/07/27,540.5,540.5,540.5,540.5,0,0
FFI,2023/07/27,3.3,3.3,3.3,3.3,0,0
FGEN,2023/07/27,20.9,21.25,20.6,20.6,75600,1580000
FGENG,2023/07/27,100.4,100.4,100.4,100.4,0,0
FILRT,2023/07/27,3.4,3.4,3.33,3.4,1110000,3750000
FJP,2023/07/27,2,2,2,2,4000,8000
FJPB,2023/07/27,1.55,1.55,1.55,1.55,0,0
FLI,2023/07/27,0.68,0.69,0.67,0.68,4880000,3270000
FMETF,2023/07/27,104.4,108.8,104.2,104.7,56350,5900000
FNI,2023/07/27,2.42,2.43,2.41,2.42,4820000,11650000
FOOD,2023/07/27,0.52,0.52,0.52,0.52,69000,35880
FPH,2023/07/27,61.5,61.55,61,61.1,45520,2800000
FPI,2023/07/27,0.206,0.206,0.206,0.206,0,0
FRUIT,2023/07/27,1.11,1.11,1.08,1.11,1870000,2050000
FYN,2023/07/27,3,3,3,3,0,0
FYNB,2023/07/27,5,5,5,5,0,0
GEO,2023/07/27,0.075,0.078,0.073,0.078,2840000,211540
GERI,2023/07/27,0.86,0.86,0.85,0.85,166000,142060
GLO,2023/07/27,1921,1937,1903,1937,16710,32080000
GLOPA,2023/07/27,5,5,5,5,0,0
GLOPP,2023/07/27,505.5,505.5,505.5,505.5,0,0
GMA7,2023/07/27,9.02,9.1,9.02,9.06,44300,402140
GMAP,2023/07/27,9,9,9,9,0,0
GPH,2023/07/27,11.28,11.28,11.28,11.28,0,0
GREEN,2023/07/27,0.495,0.5,0.475,0.475,14400000,6970000
GSMI,2023/07/27,157.8,160.1,157,160.1,28650,4580000
GTCAP,2023/07/27,540,543,537,540.5,77750,41960000
GTPPA,2023/07/27,975,975,975,975,2000,1950000
GTPPB,2023/07/27,932.5,932.5,932.5,932.5,0,0
HI,2023/07/27,4.27,4.27,4.27,4.27,0,0
HLCM,2023/07/27,3.87,3.87,3.87,3.87,0,0
HOME,2023/07/27,1.71,1.74,1.71,1.72,1990000,3430000
HOUSE,2023/07/27,9.05,9.26,9,9.25,202000,1840000
HTI,2023/07/27,1.02,1.03,1.02,1.02,11350000,11590000
HVN,2023/07/27,806,850,806,850,60,50560
I,2023/07/27,0.68,0.77,0.68,0.76,29070000,19770000
ICT,2023/07/27,206,213,206,213,1170000,245620000
IDC,2023/07/27,0.89,0.89,0.84,0.87,12000,10160
IMI,2023/07/27,4.65,4.67,4.65,4.67,23000,107350
IMP,2023/07/27,0.73,0.73,0.73,0.73,0,0
INFRA,2023/07/27,0.69,0.7,0.69,0.7,529000,368020
ION,2023/07/27,1.51,1.53,1.48,1.48,1650000,2490000
IPM,2023/07/27,5.85,5.85,5.85,5.85,0,0
IPO,2023/07/27,7.95,7.95,7.95,7.95,3600,28620
IS,2023/07/27,0.144,0.144,0.144,0.144,0,0
JAS,2023/07/27,1.73,1.73,1.73,1.73,0,0
JFC,2023/07/27,257,259,255.6,259,429090,110870000
JFCPA,2023/07/27,950,950,950,950,0,0
JFCPB,2023/07/27,920,920,920,920,0,0
JGS,2023/07/27,44.7,44.85,44.3,44.7,225700,10080000
JOH,2023/07/27,3.71,3.71,3.7,3.7,5000,18530
KEEPR,2023/07/27,1.71,1.74,1.66,1.69,4280000,7250000
KEP,2023/07/27,7.19,7.19,7.19,7.19,0,0
KPH,2023/07/27,5,5,5,5,0,0
KPHB,2023/07/27,6.1,6.1,6.1,6.1,0,0
KPPI,2023/07/27,1.64,1.64,1.64,1.64,0,0
LAND,2023/07/27,0.8,0.81,0.78,0.81,96000,75750
LBC,2023/07/27,20.4,20.4,20.4,20.4,300,6120
LC,2023/07/27,0.098,0.098,0.097,0.097,140000,13600
LCB,2023/07/27,0.099,0.099,0.099,0.099,0,0
LFM,2023/07/27,14.12,14.12,14.12,14.12,0,0
LMG,2023/07/27,3.35,3.35,3.35,3.35,0,0
LODE,2023/07/27,0.52,0.52,0.52,0.52,0,0
LOTO,2023/07/27,1.87,1.87,1.87,1.87,27000,50490
LPC,2023/07/27,0.071,0.071,0.071,0.071,0,0
LPZ,2023/07/27,4.3,4.3,4.3,4.3,305000,1310000
LSC,2023/07/27,0.55,0.55,0.55,0.55,0,0
LTG,2023/07/27,9.61,9.67,9.55,9.55,1350000,12940000
MA,2023/07/27,0.008,0.008,0.008,0.008,16000000,128000
MAB,2023/07/27,0.0082,0.0082,0.0082,0.0082,0,0
MAC,2023/07/27,4.38,4.42,4.35,4.39,521000,2280000
MACAY,2023/07/27,4.9,4.9,4.9,4.9,0,0
MAH,2023/07/27,0.52,0.67,0.52,0.67,27000,14260
MAHB,2023/07/27,0.66,0.66,0.66,0.66,0,0
MARC,2023/07/27,0.94,0.99,0.92,0.97,2000000,1950000
MAXS,2023/07/27,4.75,4.79,4.72,4.79,34000,162400
MB,2023/07/27,0.265,0.265,0.265,0.265,0,0
MBC,2023/07/27,6.62,7.47,6.62,7.36,1600,10830
MBT,2023/07/27,58.95,59.3,58.3,59.3,1150000,67720000
MED,2023/07/27,0.111,0.111,0.111,0.111,0,0
MEDIC,2023/07/27,0.47,0.5,0.47,0.5,67000,33450
MEG,2023/07/27,2.04,2.06,2.03,2.03,6790000,13800000
MER,2023/07/27,350,352,347.2,352,53090,18580000
MFC,2023/07/27,1000,1000,1000,1000,660,660000
MFIN,2023/07/27,2.59,2.59,2.59,2.59,0,0
MG,2023/07/27,0.117,0.117,0.117,0.117,0,0
MGH,2023/07/27,1,1,1,1,0,0
MHC,2023/07/27,0.18,0.18,0.18,0.18,0,0
MJC,2023/07/27,1.27,1.27,1.27,1.27,0,0
MJIC,2023/07/27,1,1,1,1,0,0
MM,2023/07/27,1.12,1.13,1.12,1.12,476000,533420
MONDE,2023/07/27,8.67,8.7,8.56,8.58,573900,4930000
MPI,2023/07/27,4.88,4.89,4.87,4.88,21090000,102800000
MRC,2023/07/27,0.225,0.225,0.218,0.219,4800000,1050000
MREIT,2023/07/27,14.06,14.1,14,14.02,239400,3360000
MRSGI,2023/07/27,1.34,1.37,1.34,1.35,84000,114950
MVC,2023/07/27,5.48,5.48,5.48,5.48,0,0
MWC,2023/07/27,19.38,19.68,19.3,19.5,192200,3750000
MWIDE,2023/07/27,3.23,3.23,3.14,3.22,479000,1520000
MWP,2023/07/27,100.7,100.7,100.7,100.7,0,0
MWP2A,2023/07/27,97,97,97,97,0,0
MWP2B,2023/07/27,95,95,95,95,0,0
MWP4,2023/07/27,93.1,95.5,93.1,95.5,10010,931960
