stock_code,quote_date,open_price,high_price,low_price,close_price,volume,value
8990B,2023/07/25,97.5,97.5,97.5,97.5,0,0
8990P,2023/07/25,101.1,101.1,101.1,101.1,0,0
AAA,2023/07/25,1.61,1.61,1.61,1.61,0,0
AB,2023/07/25,5.9,5.9,5.88,5.88,200,1180
ABA,2023/07/25,2.62,2.63,2.61,2.63,1330000,3500000
ABG,2023/07/25,3.06,3.06,3.06,3.06,0,0
ABS,2023/07/25,5.6,5.8,5.44,5.44,190800,1070000
ABSP,2023/07/25,4.5,4.5,4.35,4.35,256000,1140000
AC,2023/07/25,639,646,633.5,641,239990,153820000
ACE,2023/07/25,1.82,1.82,1.82,1.82,55000,100100
ACEN,2023/07/25,5.45,5.65,5.45,5.55,10920000,61000000
ACPA,2023/07/25,500,500,500,500,0,0
ACPAR,2023/07/25,2500,2514,2486,2486,445,1110000
ACPB1,2023/07/25,490,490,490,490,220,107800
ACR,2023/07/25,0.74,0.75,0.74,0.75,26000,19400
AEV,2023/07/25,54.45,54.45,53.55,53.55,410490,22040000
AGI,2023/07/25,12.8,12.8,12.6,12.74,630100,7970000
ALCO,2023/07/25,0.49,0.49,0.49,0.49,0,0
ALCPB,2023/07/25,102.3,102.3,102.3,102.3,0,0
ALCPC,2023/07/25,101.2,101.2,101.2,101.2,0,0
ALCPD,2023/07/25,426,480,426,480,1200,548900
ALHI,2023/07/25,6.64,6.64,6.64,6.64,0,0
ALI,2023/07/25,27.55,27.7,27.35,27.45,8830000,242530000
ALLDY,2023/07/25,0.195,0.195,0.193,0.193,2990000,579800
ALLHC,2023/07/25,2.34,2.34,2.32,2.33,861000,2010000
ALTER,2023/07/25,1,1.01,0.99,1.01,1320000,1320000
ANI,2023/07/25,4.72,4.97,4.55,4.85,767000,3630000
ANS,2023/07/25,11.06,11.06,11,11.06,3400,37550
AP,2023/07/25,35.2,36.1,35.2,36,1050000,37360000
APB2R,2023/07/25,480,480,480,480,6000,2880000
APC,2023/07/25,0.275,0.285,0.275,0.275,840000,233400
APL,2023/07/25,0.023,0.024,0.022,0.023,138100000,3210000
APO,2023/07/25,0.52,0.52,0.52,0.52,14000,7280
APVI,2023/07/25,9.97,9.97,9.97,9.97,0,0
APX,2023/07/25,2.81,2.92,2.81,2.9,6960000,19870000
AR,2023/07/25,0.0046,0.0046,0.0046,0.0046,0,0
ARA,2023/07/25,0.77,0.77,0.75,0.75,566000,426210
AREIT,2023/07/25,34,34,33.75,33.75,257900,8730000
ASLAG,2023/07/25,1.4,1.4,1.4,1.4,18000,25200
AT,2023/07/25,3.66,3.66,3.6,3.63,99000,357850
ATI,2023/07/25,14.76,14.78,14.76,14.78,3100,45780
ATN,2023/07/25,0.39,0.39,0.39,0.39,650000,253500
ATNB,2023/07/25,0.39,0.39,0.39,0.39,0,0
AUB,2023/07/25,47.25,47.25,47.25,47.25,1200,56700
AXLM,2023/07/25,2.21,2.23,2.21,2.23,116000,257520
BALAI,2023/07/25,0.53,0.53,0.51,0.53,202000,104660
BC,2023/07/25,4.69,4.69,4.69,4.69,0,0
BCB,2023/07/25,4.55,4.55,4.55,4.55,0,0
BCOR,2023/07/25,8,8,8,8,0,0
BCP,2023/07/25,23.3,23.3,23.3,23.3,0,0
BDO,2023/07/25,150,151.4,147.5,147.5,1740000,259340000
BEL,2023/07/25,1.25,1.25,1.23,1.25,192000,239840
BH,2023/07/25,680,680,680,680,0,0
BHI,2023/07/25,0.072,0.072,0.072,0.072,7080000,509760
BKR,2023/07/25,1.3,1.3,1.3,1.3,21000,27300
BLOOM,2023/07/25,11.78,12,11.7,11.98,6380000,76210000
BMM,2023/07/25,52,52,52,52,0,0
BNCOM,2023/07/25,6.41,6.41,6.4,6.4,25200,161320
BPI,2023/07/25,115,120.4,114.8,118.3,2450000,290290000
BRN,2023/07/25,0.72,0.72,0.72,0.72,89000,64080
BRNP,2023/07/25,101,101,101,101,10,1010
BSC,2023/07/25,0.226,0.23,0.224,0.224,400000,90210
C,2023/07/25,1,1.02,0.99,1.02,171000,173170
CA,2023/07/25,35,35,35,35,0,0
CAB,2023/07/25,42,42,42,42,0,0
CAT,2023/07/25,9.21,9.21,9.21,9.21,500,4610
CDC,2023/07/25,0.69,0.76,0.69,0.76,668000,507500
CEB,2023/07/25,37.55,37.8,37.3,37.4,96500,3620000
CEBCP,2023/07/25,36.5,36.5,36.1,36.1,5900,214190
CEI,2023/07/25,0.084,0.085,0.084,0.085,1880000,158840
CEU,2023/07/25,7.6,7.6,7.6,7.6,2000,15200
CHI,2023/07/25,6.12,6.12,6.12,6.12,0,0
CHIB,2023/07/25,30.75,31.25,30.7,31.1,262400,8140000
CHP,2023/07/25,1.11,1.11,1.09,1.09,419000,456820
CIC,2023/07/25,15.1,15.1,15.1,15.1,200,3020
CIP,2023/07/25,185,190,185,190,630,119350
CLI,2023/07/25,2.6,2.6,2.55,2.57,208000,538250
CNPF,2023/07/25,25.95,26.5,25.9,26.5,1020000,26700000
CNVRG,2023/07/25,10.6,10.64,10.46,10.5,3310000,34840000
COAL,2023/07/25,0.162,0.162,0.14,0.149,7320000,1070000
COL,2023/07/25,3,3,3,3,3000,9000
COSCO,2023/07/25,5.3,5.32,5.3,5.3,1120000,5960000
CPG,2023/07/25,0.345,0.355,0.345,0.355,50000,17550
CPGP,2023/07/25,101.8,101.8,101.8,101.8,0,0
CPM,2023/07/25,2.74,2.83,2.74,2.82,27000,75360
CREIT,2023/07/25,2.55,2.56,2.54,2.55,2550000,6500000
CROWN,2023/07/25,1.53,1.54,1.53,1.54,31000,47610
CSB,2023/07/25,6.61,6.67,6.61,6.64,4400,29190
CTS,2023/07/25,0.76,0.78,0.75,0.75,1490000,1120000
CYBR,2023/07/25,0.33,0.33,0.33,0.33,0,0
DD,2023/07/25,7.37,7.37,7.25,7.36,129100,946450
