stock_code,quote_date,open_price,high_price,low_price,close_price,volume,value
8990B,2023/07/21,97.45,97.5,97.45,97.5,2210,215460
8990P,2023/07/21,101.1,101.1,101.1,101.1,0,0
AAA,2023/07/21,1.61,1.61,1.61,1.61,0,0
AB,2023/07/21,5.93,5.93,5.93,5.93,100,593
ABA,2023/07/21,2.59,2.66,2.59,2.62,1620000,4240000
ABG,2023/07/21,3.13,3.13,3.13,3.13,0,0
ABS,2023/07/21,5.86,5.97,5.75,5.76,243600,1420000
ABSP,2023/07/21,5.3,5.3,4.75,4.82,257400,1290000
AC,2023/07/21,631.5,638,628,634.5,250500,158820000
ACE,2023/07/21,1.81,1.92,1.81,1.82,153000,285220
ACEN,2023/07/21,5.4,5.55,5.39,5.43,7590000,41620000
ACPA,2023/07/21,500,500,500,500,0,0
ACPAR,2023/07/21,2516,2516,2488,2488,2060,5110000
ACPB1,2023/07/21,494,494,494,494,0,0
ACR,2023/07/21,0.73,0.73,0.7,0.71,400000,285130
AEV,2023/07/21,53.9,54.65,53.5,53.65,1180000,63810000
AGI,2023/07/21,12.5,12.7,12.26,12.5,1000000,12440000
ALCO,2023/07/21,0.495,0.5,0.495,0.5,210000,104050
ALCPB,2023/07/21,102.3,102.3,102.3,102.3,0,0
ALCPC,2023/07/21,95,95,95,95,0,0
ALCPD,2023/07/21,480,485,480,485,550,265750
ALHI,2023/07/21,6.64,6.64,6.64,6.64,0,0
ALI,2023/07/21,26.95,27.4,26.5,27.4,18280000,496270000
ALLDY,2023/07/21,0.197,0.197,0.194,0.196,3470000,676960
ALLHC,2023/07/21,2.38,2.38,2.33,2.33,984000,2310000
ALTER,2023/07/21,1.04,1.05,0.99,1,2230000,2250000
ANI,2023/07/21,4.73,4.95,4.61,4.88,2280000,11240000
ANS,2023/07/21,11,11,11,11,19700,216700
AP,2023/07/21,35.35,35.5,35,35,842400,29600000
APB2R,2023/07/21,480,480,480,480,0,0
APC,2023/07/21,0.295,0.295,0.26,0.28,1550000,437450
APL,2023/07/21,0.023,0.024,0.023,0.024,37100000,873200
APO,2023/07/21,0.55,0.55,0.55,0.55,0,0
APVI,2023/07/21,9.94,9.94,9.94,9.94,6900,68590
APX,2023/07/21,2.85,2.85,2.77,2.78,3970000,11080000
AR,2023/07/21,0.0046,0.0046,0.0046,0.0046,0,0
ARA,2023/07/21,0.79,0.79,0.78,0.78,209000,163810
AREIT,2023/07/21,34.25,34.25,33.75,33.85,1470000,49880000
ASLAG,2023/07/21,1.37,1.4,1.36,1.4,369000,507650
AT,2023/07/21,3.7,3.75,3.65,3.65,104000,379950
ATI,2023/07/21,14.32,14.6,14.32,14.6,2300,33500
ATN,2023/07/21,0.39,0.39,0.39,0.39,340000,132600
ATNB,2023/07/21,0.39,0.39,0.39,0.39,0,0
AUB,2023/07/21,47.1,47.1,47.1,47.1,1000,47100
AXLM,2023/07/21,2.23,2.23,2.23,2.23,8000,17840
BALAI,2023/07/21,0.52,0.52,0.52,0.52,831000,432120
BC,2023/07/21,4.69,4.69,4.69,4.69,0,0
BCB,2023/07/21,4.56,4.57,4.56,4.57,10000,45650
BCOR,2023/07/21,8.5,8.5,8.5,8.5,100,850
BCP,2023/07/21,23.3,23.3,23.3,23.3,0,0
BDO,2023/07/21,147,151.3,146.3,148.7,5470000,820290000
BEL,2023/07/21,1.25,1.28,1.23,1.28,129000,163590
BH,2023/07/21,680,680,680,680,0,0
BHI,2023/07/21,0.075,0.076,0.074,0.075,1670000,123700
BKR,2023/07/21,1.3,1.31,1.3,1.31,70000,91200
BLOOM,2023/07/21,11.32,11.74,11.3,11.72,4720000,55150000
BMM,2023/07/21,52,52,52,52,0,0
BNCOM,2023/07/21,6.55,6.55,6.5,6.5,2300,14970
BPI,2023/07/21,114.5,115.4,114.4,115,2170000,248940000
BRN,2023/07/21,0.71,0.71,0.71,0.71,10000,7100
BRNP,2023/07/21,101,101,101,101,0,0
BSC,2023/07/21,0.225,0.228,0.219,0.228,1360000,306250
C,2023/07/21,1.01,1.03,1,1.03,852000,854510
CA,2023/07/21,35,35,35,35,0,0
CAB,2023/07/21,42,42,42,42,0,0
CAT,2023/07/21,10.2,10.2,10.2,10.2,100,1020
CDC,2023/07/21,0.72,0.75,0.72,0.75,11000,8220
CEB,2023/07/21,37.7,37.8,37.6,37.8,112800,4250000
CEBCP,2023/07/21,36.25,36.5,36.1,36.35,10800,393150
CEI,2023/07/21,0.08,0.084,0.08,0.084,50000,4080
CEU,2023/07/21,8.01,8.01,8.01,8.01,0,0
CHI,2023/07/21,6.12,6.12,6.12,6.12,0,0
CHIB,2023/07/21,30.8,30.85,30.7,30.7,119000,3660000
CHP,2023/07/21,1.1,1.16,1.1,1.12,3030000,3410000
CIC,2023/07/21,15.1,15.12,15.1,15.1,1200,18130
CIP,2023/07/21,264,264,264,264,0,0
CLI,2023/07/21,2.57,2.57,2.57,2.57,36000,92520
CNPF,2023/07/21,26.05,26.6,26,26,501100,13160000
CNVRG,2023/07/21,10.6,10.7,10.6,10.64,2420000,25770000
COAL,2023/07/21,0.17,0.17,0.163,0.163,140000,22890
COL,2023/07/21,2.96,3.03,2.96,3.03,24000,72390
COSCO,2023/07/21,5.3,5.32,5.2,5.3,1400000,7390000
CPG,2023/07/21,0.345,0.35,0.345,0.345,860000,297250
CPGP,2023/07/21,101.8,101.8,101.8,101.8,0,0
CPM,2023/07/21,2.84,2.84,2.84,2.84,0,0
CREIT,2023/07/21,2.55,2.56,2.55,2.56,1710000,4360000
CROWN,2023/07/21,1.53,1.53,1.5,1.5,62000,94590
CSB,2023/07/21,8.37,8.37,8.37,8.37,0,0
CTS,2023/07/21,0.75,0.77,0.75,0.75,550000,416980
CYBR,2023/07/21,0.33,0.33,0.33,0.33,0,0
DD,2023/07/21,7.51,7.54,7.41,7.53,305400,2290000
DDMPR,2023/07/21,1.28,1.29,1.26,1.28,588000,748140
DDPR,2023/07/21,94.5,95.85,93.75,95.85,59190,5590000
DELM,2023/07/21,8.58,8.9,8.58,8.9,8400,73130
DFNN,2023/07/21,2.99,2.99,2.99,2.99,0,0
DHI,2023/07/21,3.16,3.16,3.16,3.16,0,0
DITO,2023/07/21,2.41,2.43,2.4,2.42,943000,2280000
DIZ,2023/07/21,3.39,3.39,3.39,3.39,0,0
DMC,2023/07/21,9.4,9.48,9.37,9.42,784800,7390000
DMCP,2023/07/21,1400,1400,1400,1400,0,0
DMPA1,2023/07/21,10,10,10,10,0,0
DMPA2,2023/07/21,9.71,9.71,9.71,9.71,0,0
DMW,2023/07/21,6.28,6.28,6.2,6.28,71500,445900
DNA,2023/07/21,2.86,2.86,2.86,2.86,0,0
DNL,2023/07/21,7.25,7.26,7.16,7.21,514000,3710000
DTEL,2023/07/21,10.25,10.25,10.25,10.25,0,0
DWC,2023/07/21,1.36,1.36,1.36,1.36,0,0
ECP,2023/07/21,2.94,2.94,2.94,2.94,0,0
ECVC,2023/07/21,1.24,1.24,1.24,1.24,0,0
EEI,2023/07/21,5,5,4.86,5,67800,336030
EEIPA,2023/07/21,94.1,94.1,94.1,94.1,0,0
EEIPB,2023/07/21,99.25,99.25,99.25,99.25,0,0
EG,2023/07/21,0.0094,0.0094,0.0094,0.0094,0,0
ELI,2023/07/21,0.133,0.133,0.131,0.131,1080000,142890
EMI,2023/07/21,21.1,21.1,20.85,20.9,837800,17560000
ENEX,2023/07/21,8,8,7.91,7.91,4300,34180
EURO,2023/07/21,0.8,0.8,0.8,0.8,12000,9600
EVER,2023/07/21,0.243,0.245,0.243,0.245,540000,131430
EW,2023/07/21,7.24,7.24,7.01,7.2,83800,599390
FAF,2023/07/21,0.61,0.61,0.6,0.6,680000,410200
FB,2023/07/21,50.95,51,50.05,51,32660,1660000
FBP,2023/07/21,1011,1011,1011,1011,0,0
FBP2,2023/07/21,1005,1005,1005,1005,0,0
FCG,2023/07/21,0.73,0.74,0.72,0.73,6850000,4970000
FDC,2023/07/21,5.05,5.05,5.05,5.05,3600,18180
FERRO,2023/07/21,2.8,2.8,2.75,2.75,31000,85950
FEU,2023/07/21,570,570,570,570,0,0
FFI,2023/07/21,3.3,3.3,3.3,3.3,0,0
FGEN,2023/07/21,19.86,20,19.56,19.92,333600,6610000
FGENG,2023/07/21,100.4,100.4,100.4,100.4,0,0
