^FINANCIAL,05/26/2021,1378.34,1400.47,1375.34,1394.56,785776,785776311.28
BDO,05/26/2021,101.3,102.9,101.2,101.4,4094080,417205742
BPI,05/26/2021,81.1,83,80.85,82.1,1052980,85971253.5
CHIB,05/26/2021,24.45,24.5,24.25,24.45,22500,550600
EW,05/26/2021,9,9.26,8.98,9.15,87200,790697
MBT,05/26/2021,45.5,46.95,45.1,46.95,3171200,147474745
PBB,05/26/2021,9.94,9.94,9.94,9.94,800,7952
PNB,05/26/2021,20.9,21,20.8,20.95,532300,11124630
PSB,05/26/2021,55.1,55.1,55.1,55.1,100,5510
RCB,05/26/2021,17.5,17.7,17.08,17.7,76100,1331908
SECB,05/26/2021,118.9,122.9,117.3,122,930880,113354662
UBP,05/26/2021,75,75.05,74.9,74.95,3110,233156
BKR,05/26/2021,1.21,1.25,1.21,1.25,140000,171120
COL,05/26/2021,3.94,4.1,3.92,4.1,886000,3604210
FAF,05/26/2021,0.63,0.63,0.58,0.58,5000,2950
MED,05/26/2021,0.38,0.395,0.38,0.395,190000,72450
NRCP,05/26/2021,0.7,0.7,0.68,0.68,29000,20260
PSE,05/26/2021,165,167,165,167,18230,3023301
SLF,05/26/2021,2450,2450,2450,2450,310,759500
^INDUSTRIAL,05/26/2021,8556.75,8654.81,8554.91,8601.42,1689181,1689181266.9
ACEN,05/26/2021,6.99,7.07,6.98,7.03,17084500,119834050
ACR,05/26/2021,1.36,1.36,1.33,1.34,370000,495250
AP,05/26/2021,21,21.25,20.5,20.5,24562200,510483285
BSC,05/26/2021,0.78,0.8,0.77,0.8,10757000,8451370
FGEN,05/26/2021,29.4,29.9,29.35,29.4,550500,16212505
FPH,05/26/2021,68.6,69,68,68.7,601820,40958638.5
MER,05/26/2021,274,276.4,272.6,272.6,324900,89181084
MWC,05/26/2021,14.2,14.5,14.18,14.44,1208100,17399980
PCOR,05/26/2021,3.04,3.07,2.95,2.95,17758000,52669400
PERC,05/26/2021,4,4,4,4,5000,20000
PNX,05/26/2021,13.08,13.1,12.64,13.1,88200,1143776
SHLPH,05/26/2021,20.75,20.8,20.4,20.7,238200,4923795
SPC,05/26/2021,10.44,10.52,10.44,10.44,61300,642090
VVT,05/26/2021,14.5,15.04,14.5,14.98,1100,16374
ANI,05/26/2021,6.33,6.35,6.19,6.32,2410600,15115038
AXLM,05/26/2021,2.95,2.99,2.95,2.99,120000,356750
CAT,05/26/2021,12.96,12.96,12.96,12.96,1200,15552
CNPF,05/26/2021,23.9,24.05,23.55,23.9,3056600,73128090
DELM,05/26/2021,13.7,13.86,13.48,13.7,256200,3517304
DNL,05/26/2021,7.48,7.5,7.43,7.46,2679400,20040081
EMP,05/26/2021,9.4,9.4,9.35,9.4,4366800,41047656
FB,05/26/2021,70,73,70,72.7,486650,34996883.5
FOOD,05/26/2021,0.61,0.61,0.61,0.61,803000,489830
FRUIT,05/26/2021,1.34,1.37,1.32,1.36,10053000,13572810
GSMI,05/26/2021,73,73.2,72,72.9,68210,4972987
JFC,05/26/2021,180.2,182.4,179.8,182,853030,154635960
LFM,05/26/2021,28.4,28.4,28.05,28.05,500,14060
MACAY,05/26/2021,7.21,7.65,7.21,7.65,2200,15906
MAXS,05/26/2021,6,6.12,6,6.03,125200,755709
MG,05/26/2021,0.246,0.26,0.246,0.25,1870000,472210
PIZZA,05/26/2021,8.06,8.06,7.9,7.95,335100,2663956
RCI,05/26/2021,1.03,1.05,1.02,1.05,1237000,1276840
RFM,05/26/2021,4.51,4.51,4.51,4.51,4000,18040
SFI,05/26/2021,0.127,0.135,0.127,0.132,1500000,198630
URC,05/26/2021,129.2,133.7,129,131.6,768670,101052646
VITA,05/26/2021,0.82,0.82,0.8,0.81,485000,393010
VMC,05/26/2021,2.5,2.54,2.36,2.52,164000,404850
CA,05/26/2021,52.5,53,52.5,53,1000,52750
CAB,05/26/2021,60.95,60.95,60.95,60.95,200,12190
CHP,05/26/2021,1.18,1.23,1.18,1.22,4160000,5036140
DAVIN,05/26/2021,2.66,2.74,2.66,2.74,282000,760180
EAGLE,05/26/2021,12.34,12.5,12.34,12.5,383700,4774830
EEI,05/26/2021,6.96,7,6.96,6.99,19200,133921
HLCM,05/26/2021,5.42,5.58,5.41,5.55,118000,650008
MWIDE,05/26/2021,6.06,6.27,6.06,6.09,1715600,10464765
PHN,05/26/2021,12.3,12.32,12.2,12.32,110100,1354420
T,05/26/2021,1.07,1.08,1.07,1.07,100000,107200
VUL,05/26/2021,2.1,2.15,1.97,2.13,7373000,15197910
CROWN,05/26/2021,1.77,1.78,1.77,1.77,135000,239430
EURO,05/26/2021,1.89,1.9,1.89,1.9,8000,15180
LMG,05/26/2021,4.56,4.56,4.5,4.5,22000,99500
