^FINANCIAL,02/22/2021,1465.56,1472.93,1459,1460.88,801857,801857405.85
BDO,02/22/2021,107,107.7,106,106,2899040,308424433
BPI,02/22/2021,85.9,85.9,84.7,85.5,1319800,112576386
CHIB,02/22/2021,24,24.1,23.85,23.9,344900,8255810
EW,02/22/2021,10.3,10.3,10.14,10.16,319100,3245896
MBT,02/22/2021,50.3,51.85,50.3,50.85,4384450,223975613.5
PBB,02/22/2021,10.9,10.9,10.9,10.9,8600,93740
PNB,02/22/2021,26.25,26.45,25.75,25.85,933500,24362715
PSB,02/22/2021,54.35,54.6,54.05,54.6,6400,348034.5
RCB,02/22/2021,17.34,17.34,17.3,17.3,122800,2125356
SECB,02/22/2021,129.1,129.1,127.2,129,320430,41222020
UBP,02/22/2021,74,74.25,73,74,59760,4409271.5
BKR,02/22/2021,1.14,1.36,1.14,1.31,20543000,25096750
COL,02/22/2021,3.99,4,3.95,3.98,68000,269880
FAF,02/22/2021,0.6,0.6,0.6,0.6,5000,3000
FERRO,02/22/2021,3.5,3.61,3.5,3.6,53000,188210
I,02/22/2021,1.53,1.53,1.47,1.49,435000,644960
MED,02/22/2021,0.45,0.45,0.425,0.45,690000,299100
NRCP,02/22/2021,0.82,0.82,0.75,0.75,85000,66070
PSE,02/22/2021,149,149,148.5,148.5,1420,210985
SLF,02/22/2021,2190,2240,2190,2240,530,1166000
^INDUSTRIAL,02/22/2021,8978.93,8990.92,8883.73,8883.73,1894762,1894762638.94
ACEN,02/22/2021,7.84,7.84,7.6,7.61,43344500,333872521
ACR,02/22/2021,1.37,1.37,1.32,1.34,1277000,1716610
AP,02/22/2021,25.75,25.75,25.2,25.2,2269300,57534330
BSC,02/22/2021,1.28,1.32,1.21,1.21,235005000,295175390
FGEN,02/22/2021,30.05,30.25,29.9,29.95,2416200,72548690
FPH,02/22/2021,75,75,74.5,74.9,35000,2617571.5
MER,02/22/2021,283,288,283,285,349450,99603402
PCOR,02/22/2021,3.66,3.66,3.61,3.62,1238000,4481860
PERC,02/22/2021,3.87,3.87,3.81,3.85,74000,286060
PNX,02/22/2021,12.58,12.58,12.3,12.5,273000,3418092
SHLPH,02/22/2021,21.9,22.25,21.75,22.2,342200,7520320
SPC,02/22/2021,10.22,10.22,10.18,10.22,33100,337828
ANI,02/22/2021,7.18,7.2,6.99,7.19,1157800,8225336
AXLM,02/22/2021,3.43,3.44,3.33,3.44,1015000,3446030
CAT,02/22/2021,14.02,14.02,14.02,14.02,200,2804
CNPF,02/22/2021,17.8,17.88,17.66,17.8,422100,7517344
DELM,02/22/2021,8.9,8.9,8.6,8.6,582300,5023265
DNL,02/22/2021,7.25,7.35,7.23,7.35,717700,5251647
EMP,02/22/2021,10.1,10.1,9.95,10.06,170400,1709147
FB,02/22/2021,68,68,67.4,67.8,45710,3100839.5
FOOD,02/22/2021,0.63,0.73,0.63,0.68,26009000,17509090
FRUIT,02/22/2021,1.52,1.52,1.49,1.5,11497000,17292420
GSMI,02/22/2021,52,54,52,52.5,81350,4345433.5
JFC,02/22/2021,180,180.2,179,179,445450,80027888
LFM,02/22/2021,35.35,36.45,35.1,36.4,2600,92315
MACAY,02/22/2021,7.41,8.09,7.41,8.09,1100,8219
MAXS,02/22/2021,6.75,6.75,6.6,6.61,257400,1707930
MG,02/22/2021,0.4,0.445,0.39,0.41,94130000,39963350
PIZZA,02/22/2021,7.55,7.55,7.46,7.49,113100,847653
RCI,02/22/2021,1.14,1.15,1.13,1.13,1767000,2002780
RFM,02/22/2021,4.62,4.63,4.62,4.63,5000,23110
ROX,02/22/2021,1.75,1.75,1.69,1.69,37000,63350
SFI,02/22/2021,0.144,0.152,0.142,0.146,36000000,5276480
URC,02/22/2021,136.2,138.3,132.9,132.9,1418080,190010164
VITA,02/22/2021,0.92,0.92,0.9,0.91,2955000,2678920
CA,02/22/2021,53,53.35,53,53.35,240,12800.5
CAB,02/22/2021,55.2,55.2,55.2,55.2,140,7728
CHP,02/22/2021,1.41,1.42,1.38,1.39,5436000,7593790
