stock_code,quote_date,open_price,high_price,low_price,close_price,volume,value
2GO,2023/05/26,13.5,13.5,13.5,13.5,0,0
8990B,2023/05/26,93,93,93,93,0,0
8990P,2023/05/26,101.1,101.1,101.1,101.1,0,0
AAA,2023/05/26,1.61,1.61,1.61,1.61,0,0
AB,2023/05/26,5.56,5.98,5.5,5.89,4200,23770
ABA,2023/05/26,2.58,2.58,2.56,2.58,1370000,3530000
ABG,2023/05/26,3.88,3.88,3.88,3.88,0,0
ABS,2023/05/26,7.4,7.4,7,7.05,659800,4700000
ABSP,2023/05/26,6.94,6.94,6.75,6.75,130000,891700
AC,2023/05/26,697,697,675,686,188330,128190000
ACE,2023/05/26,1.67,1.67,1.58,1.58,65000,108370
ACEN,2023/05/26,6.1,6.1,6,6.04,3800000,22910000
ACPA,2023/05/26,500,500,500,500,0,0
ACPAR,2023/05/26,2500,2500,2500,2500,0,0
ACPB1,2023/05/26,491.4,491.4,491.4,491.4,500,245700
ACR,2023/05/26,0.76,0.76,0.74,0.74,110000,82310
AEV,2023/05/26,55,55,53.8,54.9,476340,25980000
AGI,2023/05/26,13.06,13.2,13.06,13.18,2540000,33380000
ALCO,2023/05/26,0.485,0.5,0.485,0.5,595000,294720
ALCPB,2023/05/26,102.3,102.3,102.3,102.3,0,0
ALCPC,2023/05/26,101.3,101.3,101.3,101.3,0,0
ALCPD,2023/05/26,500,500,500,500,0,0
ALHI,2023/05/26,6.48,6.48,6.48,6.48,20100,130250
ALI,2023/05/26,26.15,26.3,25.9,25.9,6610000,172030000
ALLDY,2023/05/26,0.21,0.21,0.206,0.207,15120000,3140000
ALLHC,2023/05/26,2.86,2.86,2.8,2.83,453000,1270000
ALTER,2023/05/26,0.97,0.97,0.9,0.93,5200000,4830000
ANI,2023/05/26,7.28,7.32,7.11,7.32,14830000,107920000
ANS,2023/05/26,11.1,11.1,11,11,12900,142060
AP,2023/05/26,37,37.25,36.75,37.25,370100,13660000
APB2R,2023/05/26,484,484,484,484,2000,968000
APC,2023/05/26,0.212,0.223,0.212,0.223,60000,12940
APL,2023/05/26,0.026,0.027,0.024,0.024,648400000,16220000
APO,2023/05/26,0.61,0.61,0.61,0.61,0,0
APVI,2023/05/26,10.6,10.6,10.6,10.6,500,5300
APX,2023/05/26,2.65,2.74,2.62,2.69,3400000,9120000
AR,2023/05/26,0.0046,0.0046,0.0046,0.0046,0,0
ARA,2023/05/26,0.88,0.88,0.88,0.88,24000,21120
AREIT,2023/05/26,34.25,34.25,33.05,33.65,1120000,37650000
ASLAG,2023/05/26,1.48,1.49,1.46,1.49,32000,47060
AT,2023/05/26,3.97,4.15,3.88,4.15,83000,336530
ATI,2023/05/26,14,14,13.8,13.8,26800,375000
ATN,2023/05/26,0.39,0.395,0.39,0.395,970000,378400
ATNB,2023/05/26,0.39,0.39,0.39,0.39,400000,156000
AUB,2023/05/26,42.65,43,42.65,42.7,16800,721300
AXLM,2023/05/26,2.78,2.78,2.77,2.77,14000,38790
BALAI,2023/05/26,0.54,0.58,0.54,0.56,2470000,1390000
BC,2023/05/26,4.41,4.41,4.41,4.41,0,0
BCB,2023/05/26,4.5,4.5,4.5,4.5,0,0
BCOR,2023/05/26,6.9,7.24,6.9,7.24,5100,35220
BCP,2023/05/26,23.3,23.3,23.3,23.3,0,0
BDO,2023/05/26,135,135.4,131.6,135,1860000,248310000
BEL,2023/05/26,1.16,1.18,1.16,1.18,108000,126790
BH,2023/05/26,680,680,680,680,0,0
BHI,2023/05/26,0.051,0.051,0.051,0.051,0,0
BKR,2023/05/26,1.44,1.44,1.42,1.42,23000,32950
BLOOM,2023/05/26,10.88,11,10.8,10.96,3470000,37900000
BMM,2023/05/26,52,52,52,52,0,0
BNCOM,2023/05/26,7.2,7.2,7.15,7.2,6100,43790
BPI,2023/05/26,103,103,99.3,100.5,1120000,112630000
BRN,2023/05/26,0.75,0.75,0.75,0.75,125000,93750
BRNP,2023/05/26,100,100,100,100,750,75000
