stock_code,quote_date,open_price,high_price,low_price,close_price,volume,value
2GO,2023/05/10,13.5,13.5,13.5,13.5,0,0
8990B,2023/05/10,94.3,94.3,94.3,94.3,0,0
8990P,2023/05/10,101.1,101.1,101.1,101.1,0,0
AAA,2023/05/10,1.61,1.61,1.61,1.61,0,0
AB,2023/05/10,5.87,6.18,5.8,5.8,155900,905780
ABA,2023/05/10,2.52,2.53,2.51,2.53,1560000,3940000
ABG,2023/05/10,3.47,3.47,3.47,3.47,1000,3470
ABS,2023/05/10,7.21,7.4,7.1,7.16,57100,409390
ABSP,2023/05/10,6.99,6.99,6.99,6.99,100,699
AC,2023/05/10,661.5,667.5,653,666.5,393170,261430000
ACE,2023/05/10,1.59,1.59,1.59,1.59,0,0
ACEN,2023/05/10,6.07,6.1,6.05,6.07,5180000,31470000
ACPA,2023/05/10,500,500,500,500,0,0
ACPAR,2023/05/10,2500,2500,2500,2500,0,0
ACPB1,2023/05/10,482.2,482.2,480,480,6000,2880000
ACR,2023/05/10,0.77,0.77,0.76,0.77,25000,19210
AEV,2023/05/10,54,55.95,54,55.95,898930,49940000
AGI,2023/05/10,13.6,13.78,13.56,13.66,1170000,15970000
ALCO,2023/05/10,0.5,0.5,0.49,0.495,43000,21190
ALCPB,2023/05/10,102.3,102.3,102.3,102.3,0,0
ALCPC,2023/05/10,100,100,100,100,0,0
ALCPD,2023/05/10,500,500,500,500,0,0
ALHI,2023/05/10,7.76,7.76,6.99,6.99,1400,9920
ALI,2023/05/10,26.9,27.4,26.85,26.95,8280000,223940000
ALLDY,2023/05/10,0.223,0.223,0.219,0.221,3400000,746820
ALLHC,2023/05/10,2.88,2.91,2.87,2.89,321000,927940
ALTER,2023/05/10,1.11,1.11,0.98,1,22350000,22850000
ANI,2023/05/10,7.38,7.38,7.06,7.21,16140000,117870000
ANS,2023/05/10,11,11.78,11,11.74,8500,99330
AP,2023/05/10,37.7,38.1,37.5,37.8,607500,22990000
APB2R,2023/05/10,480.2,480.2,480.2,480.2,500,240100
APC,2023/05/10,0.22,0.226,0.22,0.226,1080000,237660
APL,2023/05/10,0.03,0.031,0.03,0.03,292400000,8790000
APO,2023/05/10,0.64,0.64,0.64,0.64,146000,93440
APVI,2023/05/10,10.9,11,10.6,11,1300,14080
APX,2023/05/10,3.05,3.27,3.05,3.12,20000000,63580000
AR,2023/05/10,0.0046,0.0046,0.0046,0.0046,0,0
ARA,2023/05/10,0.93,0.93,0.92,0.92,90000,83100
AREIT,2023/05/10,34.1,34.15,33.65,33.75,267600,9050000
ASLAG,2023/05/10,1.56,1.56,1.54,1.55,185000,286090
AT,2023/05/10,4.18,4.23,4.17,4.23,372000,1570000
ATI,2023/05/10,14.64,14.78,14.5,14.5,30800,449380
ATN,2023/05/10,0.395,0.395,0.395,0.395,0,0
ATNB,2023/05/10,0.39,0.39,0.39,0.39,20000,7800
AUB,2023/05/10,43,43.5,43,43.5,27200,1180000
AXLM,2023/05/10,2.39,2.4,2.39,2.39,91000,217690
BALAI,2023/05/10,0.58,0.59,0.57,0.58,1640000,946020
BC,2023/05/10,4.59,4.59,4.59,4.59,5000,22950
BCB,2023/05/10,4.52,4.52,4.45,4.5,53000,236290
BCOR,2023/05/10,7,7.49,6.81,7.49,1900,13200
BCP,2023/05/10,23.3,23.3,23.3,23.3,0,0
BDO,2023/05/10,138,139.2,135.3,135.5,3040000,414370000
BEL,2023/05/10,1.22,1.22,1.2,1.2,66000,79520
BH,2023/05/10,680,680,680,680,0,0
BHI,2023/05/10,0.051,0.051,0.051,0.051,0,0
BKR,2023/05/10,1.5,1.51,1.46,1.46,203000,302030
BLOOM,2023/05/10,10.38,11.18,10.34,11,18480000,202650000
BMM,2023/05/10,52,52,52,52,0,0
BNCOM,2023/05/10,7.2,7.2,7.2,7.2,800,5760
BPI,2023/05/10,105.1,107,105.1,106.5,1190000,126270000
BRN,2023/05/10,0.78,0.79,0.77,0.77,380000,296600
BRNP,2023/05/10,103,103,103,103,0,0
BSC,2023/05/10,0.242,0.25,0.24,0.242,5840000,1410000
C,2023/05/10,1.13,1.13,1.13,1.13,10000,11300
CA,2023/05/10,31,31,31,31,0,0
CAB,2023/05/10,41,41,41,41,0,0
CAT,2023/05/10,11,11,10.6,10.6,1500,16120
CDC,2023/05/10,0.75,0.75,0.75,0.75,18000,13500
CEB,2023/05/10,42.5,44,42.5,43.85,340900,14920000
CEBCP,2023/05/10,42.2,43,42.2,43,14100,605280
CEI,2023/05/10,0.081,0.081,0.08,0.08,50000,4030
CEU,2023/05/10,7.33,7.33,7.33,7.33,300,2200
CHI,2023/05/10,6.12,6.12,6.12,6.12,0,0
CHIB,2023/05/10,32.05,32.05,31.9,32,606200,19380000
CHP,2023/05/10,1.01,1.02,1.01,1.02,188000,190780
CIC,2023/05/10,13.2,13.7,13.2,13.7,4400,58770
CIP,2023/05/10,155,155,155,155,0,0
CLI,2023/05/10,2.55,2.6,2.54,2.54,376000,966580
CNPF,2023/05/10,26,26.4,25.85,26.2,502700,13150000
CNVRG,2023/05/10,12,12,11.72,11.9,1960000,23230000
COAL,2023/05/10,0.18,0.18,0.18,0.18,0,0
COL,2023/05/10,3.03,3.03,2.9,2.9,21000,61290
COSCO,2023/05/10,5,5.02,4.98,5.02,617600,3090000
CPG,2023/05/10,0.35,0.36,0.35,0.36,2410000,844000
CPGP,2023/05/10,99,99.05,99,99.05,10000,990250
CPM,2023/05/10,2.95,3.12,2.95,3.12,14000,43030
CREIT,2023/05/10,2.52,2.52,2.5,2.51,802000,2020000
CROWN,2023/05/10,1.51,1.54,1.49,1.54,96000,144360
CSB,2023/05/10,8.48,8.48,8.48,8.48,0,0
CTS,2023/05/10,0.85,0.87,0.85,0.87,127000,108470
CYBR,2023/05/10,0.33,0.33,0.33,0.33,0,0
DD,2023/05/10,7.17,7.26,7.12,7.14,177200,1270000
DDMPR,2023/05/10,1.3,1.3,1.29,1.29,678000,880850
DDPR,2023/05/10,96,96,94.7,94.75,11570,1100000
DELM,2023/05/10,10.9,10.9,10.7,10.86,37400,404680
DFNN,2023/05/10,2.96,3,2.88,3,398000,1180000
DHI,2023/05/10,3.16,3.16,3.16,3.16,0,0
DITO,2023/05/10,2.55,2.55,2.49,2.51,1270000,3190000
DIZ,2023/05/10,3.9,3.9,3.9,3.9,0,0
DMC,2023/05/10,9.56,9.68,9.3,9.46,7580000,71820000
DMCP,2023/05/10,1400,1400,1400,1400,0,0
DMPA1,2023/05/10,10,10,10,10,0,0
DMPA2,2023/05/10,9.71,9.71,9.71,9.71,0,0
DMW,2023/05/10,6.76,6.76,6.75,6.76,9900,66890
