stock_code,quote_date,open_price,high_price,low_price,close_price,volume,value
2GO,2023/05/30,13.5,13.5,13.5,13.5,0,0
8990B,2023/05/30,93,93,93,93,0,0
8990P,2023/05/30,101.1,101.1,101.1,101.1,0,0
AAA,2023/05/30,1.61,1.61,1.61,1.61,0,0
AB,2023/05/30,6.1,6.1,5.2,5.69,57800,309040
ABA,2023/05/30,2.56,2.63,2.56,2.61,10170000,26400000
ABG,2023/05/30,3.7,3.7,3.7,3.7,10000,37000
ABS,2023/05/30,7.01,7.18,7,7.18,34000,240210
ABSP,2023/05/30,6.7,6.89,6.6,6.89,3500,23530
AC,2023/05/30,692,696.5,680,680,752790,516910000
ACE,2023/05/30,1.72,1.72,1.72,1.72,1000,1720
ACEN,2023/05/30,6,6.05,5.99,6,3720000,22370000
ACPA,2023/05/30,500,500,500,500,0,0
ACPAR,2023/05/30,2502,2550,2502,2550,105,264390
ACPB1,2023/05/30,489,489,489,489,0,0
ACR,2023/05/30,0.78,0.78,0.78,0.78,4000,3120
AEV,2023/05/30,54.65,55.25,54.65,55,1010000,55370000
AGI,2023/05/30,13.3,13.36,13.18,13.34,2170000,28900000
ALCO,2023/05/30,0.5,0.5,0.5,0.5,0,0
ALCPB,2023/05/30,102.3,102.3,102.3,102.3,0,0
ALCPC,2023/05/30,101.3,101.3,101.3,101.3,0,0
ALCPD,2023/05/30,500,500,500,500,0,0
ALHI,2023/05/30,7.69,7.69,6.2,6.2,400,2900
ALI,2023/05/30,26.45,26.45,26.2,26.25,5560000,146040000
ALLDY,2023/05/30,0.205,0.205,0.197,0.198,29260000,5870000
ALLHC,2023/05/30,2.85,2.85,2.82,2.84,86000,243100
ALTER,2023/05/30,0.89,0.92,0.89,0.91,701000,632190
ANI,2023/05/30,7.31,7.36,7.24,7.31,9840000,72070000
ANS,2023/05/30,10.9,11.1,10.9,10.98,19000,208450
AP,2023/05/30,37.4,37.4,36.8,36.85,139300,5160000
APB2R,2023/05/30,484,484,484,484,0,0
APC,2023/05/30,0.223,0.223,0.223,0.223,0,0
APL,2023/05/30,0.025,0.026,0.024,0.024,316400000,7930000
APO,2023/05/30,0.6,0.6,0.6,0.6,0,0
APVI,2023/05/30,10.22,10.58,9.5,9.5,58900,591110
APX,2023/05/30,2.74,2.74,2.59,2.59,7900000,20680000
AR,2023/05/30,0.0046,0.0046,0.0046,0.0046,0,0
ARA,2023/05/30,0.88,0.93,0.88,0.88,619000,561820
AREIT,2023/05/30,33,34,33,33.7,482200,16090000
