stock_code,quote_date,open_price,high_price,low_price,close_price,volume,value
2GO,2023/05/24,13.5,13.5,13.5,13.5,0,0
8990B,2023/05/24,93.05,93.05,93.05,93.05,170,15820
8990P,2023/05/24,101.1,101.1,101.1,101.1,0,0
AAA,2023/05/24,1.61,1.61,1.61,1.61,0,0
AB,2023/05/24,6.19,6.19,6.19,6.19,10000,61900
ABA,2023/05/24,2.58,2.6,2.57,2.59,2070000,5350000
ABG,2023/05/24,3.78,3.78,3.78,3.78,0,0
ABS,2023/05/24,7.3,7.55,7.15,7.5,916200,6750000
ABSP,2023/05/24,7.23,7.28,6.9,7.28,50800,357940
AC,2023/05/24,690,699.5,685,699.5,643570,448270000
ACE,2023/05/24,1.55,1.55,1.55,1.55,0,0
ACEN,2023/05/24,6.18,6.2,6.07,6.15,4780000,29280000
ACPA,2023/05/24,500,500,500,500,0,0
ACPAR,2023/05/24,2500,2500,2500,2500,0,0
ACPB1,2023/05/24,491.4,491.4,491.4,491.4,150,73710
ACR,2023/05/24,0.75,0.75,0.75,0.75,143000,107250
AEV,2023/05/24,55.3,55.3,54.95,55.15,163020,8990000
AGI,2023/05/24,13.1,13.3,13.08,13.12,2360000,31100000
ALCO,2023/05/24,0.5,0.5,0.5,0.5,0,0
ALCPB,2023/05/24,102.3,102.3,102.3,102.3,0,0
ALCPC,2023/05/24,90.05,90.05,90.05,90.05,0,0
ALCPD,2023/05/24,500,500,500,500,0,0
ALHI,2023/05/24,7.48,7.48,7.48,7.48,0,0
ALI,2023/05/24,26.05,26.55,26.05,26.4,5240000,137970000
ALLDY,2023/05/24,0.21,0.213,0.208,0.21,10280000,2160000
ALLHC,2023/05/24,2.81,2.88,2.81,2.87,470000,1350000
ALTER,2023/05/24,1.03,1.03,0.99,1,1800000,1810000
ANI,2023/05/24,7.38,7.38,7.3,7.35,9890000,72710000
ANS,2023/05/24,10.86,11,10.86,11,1200,13130
AP,2023/05/24,37.55,37.8,37.1,37.5,253800,9490000
APB2R,2023/05/24,480,480,480,480,630,302400
APC,2023/05/24,0.215,0.222,0.215,0.222,460000,99110
APL,2023/05/24,0.027,0.027,0.026,0.026,320200000,8390000
APO,2023/05/24,0.61,0.61,0.61,0.61,50000,30500
APVI,2023/05/24,10.24,10.24,10.24,10.24,0,0
APX,2023/05/24,2.8,2.85,2.7,2.78,8370000,23080000
AR,2023/05/24,0.0046,0.0046,0.0046,0.0046,0,0
ARA,2023/05/24,0.92,0.93,0.9,0.9,299000,272000
AREIT,2023/05/24,34.95,34.95,34.6,34.9,484300,16850000
ASLAG,2023/05/24,1.5,1.5,1.48,1.5,303000,450000
AT,2023/05/24,4.03,4.1,3.8,3.99,349000,1390000
ATI,2023/05/24,14.5,14.5,14.4,14.4,4200,60550
ATN,2023/05/24,0.39,0.39,0.39,0.39,0,0
ATNB,2023/05/24,0.39,0.39,0.39,0.39,0,0
AUB,2023/05/24,43.3,44,42.4,42.45,27500,1180000
AXLM,2023/05/24,2.75,2.75,2.68,2.72,624000,1700000
