stock_code,quote_date,open_price,high_price,low_price,close_price,volume,value
8990B,2023/08/22,97.35,97.35,97.35,97.35,10,974
8990P,2023/08/22,101.1,101.1,101.1,101.1,0,0
AAA,2023/08/22,1.61,1.61,1.61,1.61,0,0
AB,2023/08/22,4.77,5.46,4.77,5.46,8000,41850
ABA,2023/08/22,1.28,1.28,1.06,1.12,31300000,35030000
ABG,2023/08/22,3.04,3.04,3.04,3.04,0,0
ABS,2023/08/22,4.32,4.32,4.19,4.2,358000,1530000
ABSP,2023/08/22,3.05,3.05,2.93,2.95,154000,456430
AC,2023/08/22,592,595,585,585,466090,274930000
ACE,2023/08/22,1.76,1.76,1.76,1.76,0,0
ACEN,2023/08/22,5.21,5.21,5.03,5.07,16680000,85190000
ACENA,2023/08/22,1000,1000,1000,1000,0,0
ACENB,2023/08/22,1000,1000,1000,1000,0,0
ACPA,2023/08/22,500,500,500,500,0,0
ACPAR,2023/08/22,2468,2468,2468,2468,125,308500
ACPB1,2023/08/22,490,493.8,485,493.8,400,195610
ACR,2023/08/22,0.74,0.77,0.74,0.77,8000,5950
AEV,2023/08/22,47.7,47.7,47.1,47.4,1060000,50140000
AGI,2023/08/22,12.48,12.48,12.26,12.28,369500,4540000
ALCO,2023/08/22,0.45,0.45,0.45,0.45,0,0
ALCPB,2023/08/22,102.3,102.3,102.3,102.3,0,0
ALCPC,2023/08/22,101.2,101.2,101.2,101.2,0,0
ALCPD,2023/08/22,489,489,489,489,0,0
ALHI,2023/08/22,6.49,6.49,6.49,6.49,0,0
ALI,2023/08/22,29.3,29.45,28.3,28.3,11530000,330080000
ALLDY,2023/08/22,0.167,0.168,0.163,0.163,5390000,883440
ALLHC,2023/08/22,2.24,2.24,2.09,2.09,1780000,3790000
ALTER,2023/08/22,0.87,0.87,0.85,0.85,601000,514850
ANI,2023/08/22,3.8,3.81,3.6,3.75,1380000,5230000
ANS,2023/08/22,11,11,10.86,10.86,8700,94720
AP,2023/08/22,34.25,34.95,34.2,34.95,538000,18650000
APB2R,2023/08/22,490,490,490,490,0,0
APC,2023/08/22,0.26,0.26,0.26,0.26,0,0
APL,2023/08/22,0.019,0.019,0.018,0.018,36100000,660900
APO,2023/08/22,0.57,0.57,0.52,0.52,26000,13570
APVI,2023/08/22,9.5,9.81,9.5,9.8,7600,72790
APX,2023/08/22,2.54,2.59,2.48,2.58,2760000,7040000
AR,2023/08/22,0.0046,0.0046,0.0046,0.0046,0,0
ARA,2023/08/22,0.83,0.83,0.79,0.8,283000,225540
AREIT,2023/08/22,33.9,33.9,32.9,33,1780000,59140000
ASLAG,2023/08/22,1.37,1.37,1.37,1.37,1000,1370
AT,2023/08/22,3.4,3.4,3.2,3.2,430000,1400000
ATI,2023/08/22,14.5,14.5,14.42,14.42,14900,215660
ATN,2023/08/22,0.38,0.38,0.38,0.38,200000,76000
ATNB,2023/08/22,0.38,0.38,0.38,0.38,500000,190000
AUB,2023/08/22,47.1,47.1,46,46,1300,60010
AXLM,2023/08/22,2.1,2.1,2.1,2.1,0,0
BALAI,2023/08/22,0.51,0.52,0.5,0.5,309000,155320
BC,2023/08/22,4.3,4.55,4.3,4.55,22000,97100
