stock_code,quote_date,open_price,high_price,low_price,close_price,volume,value
8990B,2023/08/18,97.4,97.4,97.4,97.4,0,0
8990P,2023/08/18,101.1,101.1,101.1,101.1,0,0
AAA,2023/08/18,1.61,1.61,1.61,1.61,0,0
AB,2023/08/18,4.9,5.6,4.8,5.6,3000,15340
ABA,2023/08/18,1.25,1.29,1.24,1.28,27260000,34470000
ABG,2023/08/18,3.04,3.04,3.04,3.04,0,0
ABS,2023/08/18,4.44,4.48,4.25,4.25,276000,1220000
ABSP,2023/08/18,3.36,3.38,3.01,3.06,461000,1430000
AC,2023/08/18,594,595,588,590,236660,139730000
ACE,2023/08/18,1.76,1.76,1.76,1.76,1000,1760
ACEN,2023/08/18,5.24,5.25,5.13,5.24,17090000,88710000
ACENA,2023/08/18,1000,1000,1000,1000,0,0
ACENB,2023/08/18,1000,1000,1000,1000,0,0
ACPA,2023/08/18,500,500,500,500,0,0
ACPAR,2023/08/18,2474,2476,2468,2468,205,506800
ACPB1,2023/08/18,492,493.8,491,493.8,870,429160
ACR,2023/08/18,0.75,0.75,0.75,0.75,51000,38250
AEV,2023/08/18,47.9,47.9,47.05,47.05,1200000,56320000
AGI,2023/08/18,12.3,12.5,12.2,12.5,1030000,12730000
ALCO,2023/08/18,0.455,0.455,0.45,0.45,240000,109100
ALCPB,2023/08/18,102.3,102.3,102.3,102.3,0,0
ALCPC,2023/08/18,101.2,101.2,101.2,101.2,0,0
ALCPD,2023/08/18,489,489,489,489,0,0
ALHI,2023/08/18,7,7,6.49,6.49,1400,9140
ALI,2023/08/18,30,30,29.25,29.5,13930000,413700000
ALLDY,2023/08/18,0.168,0.172,0.165,0.169,4600000,774000
ALLHC,2023/08/18,2.25,2.25,2.2,2.24,250000,553190
ALTER,2023/08/18,0.88,0.88,0.86,0.86,189000,162640
ANI,2023/08/18,3.81,3.82,3.8,3.8,154000,586530
ANS,2023/08/18,10.86,10.88,10.86,10.88,11000,119680
AP,2023/08/18,35.6,35.6,34.3,34.5,1830000,63720000
APB2R,2023/08/18,490,490,480,490,3680,1780000
APC,2023/08/18,0.248,0.26,0.248,0.26,20000,5080
APL,2023/08/18,0.019,0.019,0.018,0.019,31700000,579700
APO,2023/08/18,0.53,0.53,0.53,0.53,7000,3710
APVI,2023/08/18,9.5,9.5,9.5,9.5,16700,158650
APX,2023/08/18,2.53,2.57,2.48,2.56,1900000,4790000
AR,2023/08/18,0.0046,0.0046,0.0046,0.0046,0,0
ARA,2023/08/18,0.83,0.83,0.83,0.83,1000,830
AREIT,2023/08/18,34.1,34.1,33.8,33.9,951900,32290000
ASLAG,2023/08/18,1.32,1.37,1.32,1.37,91000,121300
AT,2023/08/18,3.42,3.42,3.42,3.42,0,0
ATI,2023/08/18,14.5,14.5,14.32,14.32,5600,81090
ATN,2023/08/18,0.38,0.385,0.38,0.385,60000,23000
ATNB,2023/08/18,0.37,0.37,0.37,0.37,0,0
AUB,2023/08/18,47.05,47.1,47.05,47.1,36400,1710000
AXLM,2023/08/18,2.1,2.1,2.1,2.1,51000,107100
BALAI,2023/08/18,0.52,0.52,0.5,0.5,843000,421740
BC,2023/08/18,4.35,4.35,4.3,4.3,3000,12950
BCB,2023/08/18,4.45,4.45,4.45,4.45,0,0
BCOR,2023/08/18,7.49,7.49,7.49,7.49,0,0
BCP,2023/08/18,23.3,23.3,23.3,23.3,0,0
BDO,2023/08/18,141,141.4,138.2,138.2,4080000,566210000
BEL,2023/08/18,1.21,1.22,1.21,1.22,187000,227660
BH,2023/08/18,680,680,680,680,0,0
BHI,2023/08/18,0.065,0.067,0.063,0.066,4620000,304510
BKR,2023/08/18,1.11,1.11,1.11,1.11,63000,69930
BLOOM,2023/08/18,10.8,11.12,10.74,11,3380000,37100000
BMM,2023/08/18,52,52,52,52,0,0
BNCOM,2023/08/18,5.99,6.01,5.91,5.91,19200,114690
BPI,2023/08/18,113,113.3,111.1,111.1,2140000,239120000
BRN,2023/08/18,0.65,0.65,0.65,0.65,40000,26000
BRNP,2023/08/18,99.95,99.95,99.95,99.95,0,0
BSC,2023/08/18,0.201,0.202,0.194,0.202,660000,129830
C,2023/08/18,1.06,1.06,1.03,1.03,56000,59210
CA,2023/08/18,39,39,39,39,0,0
CAB,2023/08/18,42,42,42,42,0,0
CAT,2023/08/18,9.89,9.89,9.89,9.89,100,989
CDC,2023/08/18,0.71,0.74,0.7,0.7,28000,19830
CEB,2023/08/18,36.2,36.5,36.2,36.5,82300,3000000
CEBCP,2023/08/18,35.3,35.3,35.2,35.2,16500,580830
CEI,2023/08/18,0.079,0.079,0.078,0.079,50000,3940
CEU,2023/08/18,8,8.02,8,8,500,4010
CHI,2023/08/18,6.12,6.12,6.12,6.12,0,0
CHIB,2023/08/18,30.95,31,30.95,31,117800,3650000
CHP,2023/08/18,1.05,1.1,1.05,1.07,93000,98420
CIC,2023/08/18,16,16,16,16,700,11200
CIP,2023/08/18,180,180,180,180,10,1800
CLI,2023/08/18,2.59,2.6,2.55,2.56,340000,873180
CNPF,2023/08/18,26.35,26.6,26,26.55,909100,24060000
CNVRG,2023/08/18,9.2,9.25,8.8,8.94,5580000,49940000
COAL,2023/08/18,0.137,0.137,0.137,0.137,120000,16440
COL,2023/08/18,2.99,3.01,2.99,3.01,39000,117050
COSCO,2023/08/18,5.18,5.18,5.15,5.15,142800,735910
CPG,2023/08/18,0.335,0.34,0.335,0.34,1120000,380650
CPGP,2023/08/18,101.8,101.8,101.8,101.8,0,0
CPM,2023/08/18,2.7,2.7,2.7,2.7,30000,81000
CREIT,2023/08/18,2.55,2.55,2.54,2.55,524000,1340000
CROWN,2023/08/18,1.47,1.5,1.47,1.5,27000,40470
CSB,2023/08/18,6.6,6.6,6.6,6.6,0,0
CTS,2023/08/18,0.75,0.76,0.75,0.76,50000,37530
CYBR,2023/08/18,0.33,0.33,0.33,0.33,0,0
DD,2023/08/18,7.77,7.91,7.77,7.8,44900,352600
DDMPR,2023/08/18,1.29,1.29,1.27,1.28,1780000,2270000
DDPR,2023/08/18,93,93,92.8,92.85,5060,470380
DELM,2023/08/18,8,8,8,8,1600,12800
DFNN,2023/08/18,3.04,3.04,3.04,3.04,0,0
DHI,2023/08/18,3.16,3.16,3.16,3.16,0,0
DITO,2023/08/18,2.4,2.41,2.33,2.35,1450000,3430000
DIZ,2023/08/18,4,4,4,4,0,0
DMC,2023/08/18,9.62,9.87,9.62,9.87,4620000,45250000
DMCP,2023/08/18,1400,1400,1400,1400,0,0
DMPA1,2023/08/18,10,10,10,10,0,0
DMPA2,2023/08/18,9.71,9.71,9.71,9.71,0,0
DMW,2023/08/18,6.1,6.1,6.07,6.07,5800,35230
DNA,2023/08/18,2.86,2.86,2.86,2.86,0,0
DNL,2023/08/18,6.98,6.98,6.9,6.93,321800,2230000
DTEL,2023/08/18,10.25,10.25,10.25,10.25,0,0
DWC,2023/08/18,1.31,1.31,1.31,1.31,0,0
ECP,2023/08/18,3.4,3.4,3.4,3.4,0,0
ECVC,2023/08/18,1.24,1.24,1.24,1.24,0,0
EEI,2023/08/18,4.7,4.71,4.7,4.71,27000,126950
EEIPA,2023/08/18,98,98,98,98,0,0
EEIPB,2023/08/18,99,99,99,99,0,0
EG,2023/08/18,0.0094,0.0094,0.0094,0.0094,0,0
ELI,2023/08/18,0.117,0.117,0.115,0.115,960000,110740
EMI,2023/08/18,21.05,21.2,21,21.1,1020000,21510000
ENEX,2023/08/18,6.72,6.92,6.5,6.89,11000,73920
EURO,2023/08/18,0.79,0.79,0.79,0.79,0,0
EVER,2023/08/18,0.265,0.265,0.265,0.265,0,0
EW,2023/08/18,6.86,6.94,6.86,6.93,512800,3550000
FAF,2023/08/18,0.54,0.54,0.54,0.54,0,0
FB,2023/08/18,50.2,51,49,50.5,154350,7740000
FBP,2023/08/18,1011,1011,1011,1011,0,0
FBP2,2023/08/18,1005,1005,1005,1005,0,0
FCG,2023/08/18,0.63,0.63,0.61,0.61,5050000,3120000
FDC,2023/08/18,4.9,4.9,4.9,4.9,2000,9800
FERRO,2023/08/18,2.66,2.66,2.65,2.65,10480000,27760000
FEU,2023/08/18,572,572,572,572,20,11440
FFI,2023/08/18,3.93,3.93,3.93,3.93,0,0
FGEN,2023/08/18,19.7,19.7,19.36,19.36,182700,3580000
FGENG,2023/08/18,100.4,100.4,100.4,100.4,0,0
FILRT,2023/08/18,3.45,3.45,3.4,3.4,202000,692760
FJP,2023/08/18,2,2,2,2,0,0
FJPB,2023/08/18,1.55,1.55,1.55,1.55,0,0
FLI,2023/08/18,0.66,0.68,0.66,0.67,233000,155270
FMETF,2023/08/18,100.2,100.2,99,99,15240,1510000
FNI,2023/08/18,2.41,2.42,2.35,2.42,3570000,8500000
FOOD,2023/08/18,0.52,0.52,0.52,0.52,100000,52000
FPH,2023/08/18,63.3,63.5,62.05,62.05,37140,2340000
FPI,2023/08/18,0.202,0.202,0.202,0.202,10000,2020
FRUIT,2023/08/18,1.1,1.11,1.09,1.1,799000,874060
FYN,2023/08/18,3,3,3,3,0,0
FYNB,2023/08/18,5,5,5,5,0,0
GEO,2023/08/18,0.048,0.048,0.046,0.047,14500000,683000
GERI,2023/08/18,0.77,0.77,0.77,0.77,28000,21560
GLO,2023/08/18,1908,1910,1871,1884,31990,60220000
GLOPA,2023/08/18,5,5,5,5,0,0
GLOPP,2023/08/18,505.5,505.5,505.5,505.5,0,0
GMA7,2023/08/18,8.71,8.72,8.5,8.71,398500,3450000
GMAP,2023/08/18,7.89,8,7.8,8,26600,212290
GPH,2023/08/18,11.28,11.28,11.28,11.28,0,0
GREEN,2023/08/18,0.425,0.445,0.425,0.435,43130000,18820000
GSMI,2023/08/18,163,166.8,162.2,166.5,221450,36250000
GTCAP,2023/08/18,541,545,535,545,119570,64810000
GTPPA,2023/08/18,978,978,978,978,750,733500
GTPPB,2023/08/18,941,941,941,941,200,188200
HI,2023/08/18,3.94,3.94,3.94,3.94,1000,3940
HLCM,2023/08/18,3.87,3.87,3.87,3.87,0,0
HOME,2023/08/18,1.6,1.62,1.57,1.58,1010000,1600000
HOUSE,2023/08/18,9.22,9.3,9.15,9.3,38000,349440
HTI,2023/08/18,0.95,0.96,0.94,0.94,590000,562520
HVN,2023/08/18,853,853,853,853,30,25590
I,2023/08/18,0.68,0.68,0.68,0.68,0,0
ICT,2023/08/18,211,215,211,213.8,664480,141940000
IDC,2023/08/18,0.78,0.81,0.78,0.79,122000,96220
IMI,2023/08/18,4.22,4.22,4.15,4.19,163000,685290
IMP,2023/08/18,0.72,0.72,0.72,0.72,0,0
INFRA,2023/08/18,0.62,0.62,0.6,0.6,169000,102540
ION,2023/08/18,1.25,1.31,1.25,1.31,477000,614090
IPM,2023/08/18,6,6,5.85,5.85,10000,59120
IPO,2023/08/18,7.81,7.81,7.8,7.8,1100,8580
IS,2023/08/18,0.144,0.144,0.144,0.144,0,0
JAS,2023/08/18,1.6,1.6,1.6,1.6,0,0
JFC,2023/08/18,250,250.4,243.8,243.8,284130,69550000
JFCPA,2023/08/18,923,923,923,923,0,0
JFCPB,2023/08/18,920,920,920,920,0,0
JGS,2023/08/18,39.4,40,38,38.05,6320000,241850000
JOH,2023/08/18,3.7,3.7,3.7,3.7,0,0
KEEPR,2023/08/18,1.63,1.63,1.6,1.6,1390000,2230000
KEP,2023/08/18,6.65,7.07,6.65,7.07,27800,185140
KPH,2023/08/18,4.02,4.02,4.02,4.02,0,0
KPHB,2023/08/18,5.5,5.5,5.5,5.5,0,0
KPPI,2023/08/18,1.91,1.91,1.91,1.91,1000,1910
LAND,2023/08/18,0.8,0.8,0.77,0.77,166000,129070
LBC,2023/08/18,17.78,17.78,17.78,17.78,1000,17780
LC,2023/08/18,0.086,0.087,0.085,0.085,1230000,105900
LCB,2023/08/18,0.081,0.085,0.081,0.085,510000,43310
LFM,2023/08/18,14.14,14.14,14.14,14.14,0,0
LMG,2023/08/18,3.35,3.35,3.35,3.35,0,0
LODE,2023/08/18,0.51,0.51,0.51,0.51,0,0
LOTO,2023/08/18,2.03,3,2.02,2.43,2290000,6080000
LPC,2023/08/18,0.058,0.058,0.058,0.058,0,0
LPZ,2023/08/18,4.3,4.64,4.3,4.64,116000,518020
LSC,2023/08/18,0.63,0.63,0.63,0.63,0,0
LTG,2023/08/18,9.35,9.41,9.24,9.25,2710000,25160000
MA,2023/08/18,0.0068,0.0069,0.0068,0.0069,7000000,47700
MAB,2023/08/18,0.007,0.007,0.007,0.007,2000000,14000
MAC,2023/08/18,4,4.02,3.95,4.02,515000,2050000
MACAY,2023/08/18,6.3,6.3,6.3,6.3,0,0
MAH,2023/08/18,0.64,0.64,0.64,0.64,0,0
MAHB,2023/08/18,0.63,0.63,0.63,0.63,0,0
MARC,2023/08/18,0.72,0.73,0.7,0.72,494000,350160
MAXS,2023/08/18,4.58,4.58,4.5,4.5,124000,561160
MB,2023/08/18,0.26,0.26,0.26,0.26,0,0
MBC,2023/08/18,7.27,7.27,7.27,7.27,0,0
MBT,2023/08/18,57,57.05,56.25,56.95,1230000,69870000
MED,2023/08/18,0.105,0.105,0.105,0.105,0,0
MEDIC,2023/08/18,0.485,0.49,0.44,0.44,170000,78900
MEG,2023/08/18,2.04,2.05,2.03,2.05,7630000,15580000
MER,2023/08/18,348,351.8,345.2,350,304050,106290000
MFC,2023/08/18,1000,1000,1000,1000,10,10000
