stock_code,quote_date,open_price,high_price,low_price,close_price,volume,value
8990B,2023/08/03,97.5,97.5,97.5,97.5,0,0
8990P,2023/08/03,101.1,101.1,101.1,101.1,0,0
AAA,2023/08/03,1.61,1.61,1.61,1.61,0,0
AB,2023/08/03,5.6,5.6,5.6,5.6,4700,26320
ABA,2023/08/03,2.58,2.58,2.53,2.54,4050000,10310000
ABG,2023/08/03,3.04,3.04,3.04,3.04,1000,3040
ABS,2023/08/03,4.7,4.73,4.3,4.72,206000,960730
ABSP,2023/08/03,3.62,3.7,3.42,3.52,114000,404790
AC,2023/08/03,610,623,610,620,198220,122810000
ACE,2023/08/03,1.75,1.75,1.75,1.75,60000,105000
ACEN,2023/08/03,5.06,5.3,5.06,5.3,9890000,51520000
ACPA,2023/08/03,500,500,500,500,0,0
ACPAR,2023/08/03,2510,2510,2494,2494,400,1000000
ACPB1,2023/08/03,474.6,474.6,474.6,474.6,0,0
ACR,2023/08/03,0.73,0.74,0.71,0.71,384000,274840
AEV,2023/08/03,53.3,53.3,52.15,52.8,225490,11910000
AGI,2023/08/03,12.5,12.76,12.5,12.76,525900,6680000
ALCO,2023/08/03,0.49,0.49,0.49,0.49,50000,24500
ALCPB,2023/08/03,102.3,102.3,102.3,102.3,0,0
ALCPC,2023/08/03,101.2,101.2,101.2,101.2,0,0
ALCPD,2023/08/03,485,485,485,485,10,4850
ALHI,2023/08/03,6.5,6.5,6.5,6.5,0,0
ALI,2023/08/03,27.75,28.95,27.65,28.95,22430000,639460000
ALLDY,2023/08/03,0.191,0.192,0.19,0.191,1170000,223050
ALLHC,2023/08/03,2.35,2.39,2.3,2.3,713000,1670000
ALTER,2023/08/03,0.9,0.92,0.87,0.87,3430000,3010000
ANI,2023/08/03,3.67,3.99,3.67,3.87,11330000,44590000
ANS,2023/08/03,11,11,10.98,11,33300,366260
AP,2023/08/03,36.1,36.3,35.1,35.6,1360000,48490000
APB2R,2023/08/03,480,480,480,480,0,0
APC,2023/08/03,0.27,0.285,0.27,0.28,1380000,380450
APL,2023/08/03,0.019,0.02,0.018,0.019,457600000,8720000
APO,2023/08/03,0.52,0.52,0.52,0.52,163000,84760
APVI,2023/08/03,9.31,9.31,9.3,9.31,11400,106120
APX,2023/08/03,2.72,2.79,2.65,2.69,7540000,20400000
AR,2023/08/03,0.0046,0.0046,0.0046,0.0046,0,0
ARA,2023/08/03,0.78,0.82,0.78,0.82,203000,165260
AREIT,2023/08/03,33.5,34,33.5,34,176500,5980000
ASLAG,2023/08/03,1.36,1.4,1.35,1.37,139000,191230
AT,2023/08/03,3.7,3.7,3.68,3.68,91000,335700
ATI,2023/08/03,14.92,14.98,14.9,14.9,5000,74530
ATN,2023/08/03,0.39,0.39,0.39,0.39,3990000,1560000
ATNB,2023/08/03,0.39,0.39,0.39,0.39,0,0
AUB,2023/08/03,47,47.5,47,47,18200,856000
AXLM,2023/08/03,2.22,2.27,2.22,2.25,22000,49230
BALAI,2023/08/03,0.51,0.52,0.51,0.51,2370000,1210000
BC,2023/08/03,4.55,4.65,4.55,4.65,11000,51050
BCB,2023/08/03,4.58,4.58,4.55,4.55,11000,50230
BCOR,2023/08/03,8,8,8,8,0,0
