stock_code,quote_date,open_price,high_price,low_price,close_price,volume,value
8990B,2023/08/02,97.5,97.5,97.5,97.5,0,0
8990P,2023/08/02,101.1,101.1,101.1,101.1,0,0
AAA,2023/08/02,1.61,1.61,1.61,1.61,0,0
AB,2023/08/02,5.82,5.82,5.7,5.78,4800,27450
ABA,2023/08/02,2.6,2.61,2.58,2.58,8570000,22240000
ABG,2023/08/02,2.91,2.91,2.91,2.91,0,0
ABS,2023/08/02,4.9,4.9,4.55,4.7,306000,1450000
ABSP,2023/08/02,3.7,3.79,3.62,3.62,79000,289160
AC,2023/08/02,613,618,609,611.5,270920,165740000
ACE,2023/08/02,1.77,1.77,1.77,1.77,0,0
ACEN,2023/08/02,5.1,5.11,5.01,5.01,14830000,74750000
ACPA,2023/08/02,500,500,500,500,0,0
ACPAR,2023/08/02,2500,2500,2500,2500,400,1000000
ACPB1,2023/08/02,474.6,474.6,474.6,474.6,100,47460
ACR,2023/08/02,0.71,0.71,0.71,0.71,30000,21300
AEV,2023/08/02,54.7,54.7,52.05,52.05,1040000,54560000
AGI,2023/08/02,12.6,12.7,12.46,12.5,641300,8030000
ALCO,2023/08/02,0.495,0.495,0.49,0.49,160000,78700
ALCPB,2023/08/02,102.3,102.3,102.3,102.3,0,0
ALCPC,2023/08/02,101.2,101.2,101.2,101.2,0,0
ALCPD,2023/08/02,485,485,485,485,0,0
ALHI,2023/08/02,6.5,6.5,6.5,6.5,100,650
ALI,2023/08/02,28.1,28.3,27.3,27.65,12240000,338520000
ALLDY,2023/08/02,0.191,0.192,0.19,0.19,9350000,1780000
ALLHC,2023/08/02,2.37,2.37,2.28,2.3,1020000,2360000
ALTER,2023/08/02,0.95,0.95,0.9,0.9,5000000,4580000
ANI,2023/08/02,3.53,3.71,3.5,3.68,6910000,25370000
ANS,2023/08/02,11.02,11.02,11,11,5600,61700
AP,2023/08/02,36.05,36.4,35.95,36,319300,11510000
APB2R,2023/08/02,480,480,480,480,0,0
APC,2023/08/02,0.3,0.3,0.275,0.28,2170000,605800
APL,2023/08/02,0.02,0.021,0.019,0.02,274900000,5480000
APO,2023/08/02,0.52,0.52,0.52,0.52,20000,10400
