stock_code,quote_date,open_price,high_price,low_price,close_price,volume,value
8990B,2023/08/11,93.5,93.5,93.5,93.5,0,0
8990P,2023/08/11,101.1,101.1,101.1,101.1,0,0
AAA,2023/08/11,1.61,1.61,1.61,1.61,0,0
AB,2023/08/11,5.79,5.79,5.79,5.79,0,0
ABA,2023/08/11,1.39,1.52,1.38,1.47,22760000,33650000
ABG,2023/08/11,3.04,3.04,3.04,3.04,0,0
ABS,2023/08/11,4.1,4.18,4.05,4.18,83000,343340
ABSP,2023/08/11,3.25,3.35,3.21,3.35,30000,98770
AC,2023/08/11,615.5,615.5,604,604,537380,325450000
ACE,2023/08/11,1.66,1.66,1.66,1.66,0,0
ACEN,2023/08/11,5.14,5.18,5.1,5.11,9070000,46380000
ACENA,2023/08/11,1000,1000,1000,1000,0,0
ACENB,2023/08/11,1000,1000,1000,1000,0,0
ACPA,2023/08/11,500,500,500,500,0,0
ACPAR,2023/08/11,2500,2500,2500,2500,115,287500
ACPB1,2023/08/11,478.4,478.4,478.4,478.4,50,23920
ACR,2023/08/11,0.71,0.71,0.71,0.71,0,0
AEV,2023/08/11,49.6,49.6,47.9,47.9,1290000,62550000
AGI,2023/08/11,12.68,12.94,12.54,12.94,479300,6170000
ALCO,2023/08/11,0.46,0.47,0.455,0.47,360000,165600
ALCPB,2023/08/11,102.3,102.3,102.3,102.3,0,0
ALCPC,2023/08/11,101.2,101.2,101.2,101.2,0,0
ALCPD,2023/08/11,487.8,487.8,487.8,487.8,0,0
ALHI,2023/08/11,4.77,4.77,4.77,4.77,2000,9540
ALI,2023/08/11,29.3,29.35,29.05,29.05,8300000,242730000
ALLDY,2023/08/11,0.182,0.182,0.178,0.178,6150000,1100000
ALLHC,2023/08/11,2.29,2.29,2.23,2.25,342000,771340
ALTER,2023/08/11,0.88,0.9,0.88,0.9,266000,238350
ANI,2023/08/11,3.98,3.98,3.84,3.9,6370000,24850000
ANS,2023/08/11,11,11,11,11,6100,67100
AP,2023/08/11,36.2,36.2,35.6,36,625000,22490000
APB2R,2023/08/11,490,490,490,490,1000,490000
APC,2023/08/11,0.26,0.27,0.26,0.27,130000,34500
APL,2023/08/11,0.02,0.02,0.019,0.019,77900000,1490000
APO,2023/08/11,0.61,0.61,0.61,0.61,0,0
APVI,2023/08/11,9.31,9.31,9.3,9.3,30400,282770
APX,2023/08/11,2.52,2.62,2.52,2.52,4170000,10670000
AR,2023/08/11,0.0046,0.0046,0.0046,0.0046,0,0
ARA,2023/08/11,0.85,0.85,0.81,0.85,47000,39630
AREIT,2023/08/11,34.3,34.45,34,34,305300,10410000
ASLAG,2023/08/11,1.36,1.4,1.36,1.4,31000,42920
AT,2023/08/11,3.55,3.55,3.55,3.55,0,0
ATI,2023/08/11,14.4,14.5,14,14.5,26300,369720
ATN,2023/08/11,0.385,0.385,0.385,0.385,100000,38500
ATNB,2023/08/11,0.37,0.37,0.37,0.37,0,0
AUB,2023/08/11,47.1,47.1,47.1,47.1,19200,904320
AXLM,2023/08/11,2.2,2.21,2.2,2.21,15000,33070
BALAI,2023/08/11,0.53,0.53,0.51,0.52,344000,175580
BC,2023/08/11,4.45,4.45,4.35,4.35,160000,703020
BCB,2023/08/11,4.55,4.55,4.55,4.55,0,0
BCOR,2023/08/11,7.49,7.49,7.49,7.49,0,0
BCP,2023/08/11,23.3,23.3,23.3,23.3,0,0
BDO,2023/08/11,142.5,143.9,140.6,143.5,1630000,233160000
BEL,2023/08/11,1.21,1.23,1.21,1.23,11000,13510
BH,2023/08/11,680,680,680,680,0,0
BHI,2023/08/11,0.063,0.063,0.063,0.063,840000,52920
BKR,2023/08/11,1.27,1.27,1.22,1.22,2000,2490
BLOOM,2023/08/11,11.76,11.8,11.56,11.6,2460000,28660000
BMM,2023/08/11,52,52,52,52,0,0
