stock_code,quote_date,open_price,high_price,low_price,close_price,volume,value
2GO,2023/04/25,13.6,13.6,13.3,13.3,1000,13510
8990B,2023/04/25,93.1,93.1,90.1,90.1,2300,207540
8990P,2023/04/25,101.1,101.1,101.1,101.1,0,0
AAA,2023/04/25,1.61,1.61,1.61,1.61,0,0
AB,2023/04/25,6.28,6.59,6.28,6.39,125400,809970
ABA,2023/04/25,2.48,2.49,2.45,2.46,4240000,10440000
ABG,2023/04/25,3.15,3.15,2.55,2.55,68000,208080
ABS,2023/04/25,7.02,7.05,7.01,7.01,459200,3230000
ABSP,2023/04/25,6.59,6.6,6.48,6.56,149100,978750
AC,2023/04/25,644,649,640,648,100350,64790000
ACE,2023/04/25,1.59,1.59,1.59,1.59,0,0
ACEN,2023/04/25,6.1,6.15,6.04,6.1,8500000,51780000
ACPA,2023/04/25,500,500,500,500,0,0
ACPB1,2023/04/25,489,489,487,488,4120,2010000
ACR,2023/04/25,0.83,0.83,0.83,0.83,0,0
AEV,2023/04/25,53,53.4,51.95,53.2,150340,7980000
AGI,2023/04/25,12.2,12.3,12,12.22,3920000,48010000
ALCO,2023/04/25,0.49,0.49,0.48,0.485,320000,156500
ALCPB,2023/04/25,102.3,102.3,102.3,102.3,0,0
ALCPC,2023/04/25,96,96,96,96,0,0
ALCPD,2023/04/25,500,500,500,500,0,0
ALHI,2023/04/25,5.09,5.09,5.09,5.09,0,0
ALI,2023/04/25,26.7,26.7,26.25,26.35,9790000,258230000
ALLDY,2023/04/25,0.23,0.234,0.225,0.23,4700000,1060000
ALLHC,2023/04/25,2.85,2.85,2.83,2.83,382000,1080000
ALTER,2023/04/25,1.21,1.21,1.16,1.18,5980000,7060000
ANI,2023/04/25,7.01,7.15,7.01,7.08,6530000,46410000
ANS,2023/04/25,10.22,10.22,10.2,10.2,12200,124500
AP,2023/04/25,37.1,37.35,37.1,37.3,358100,13350000
APB2R,2023/04/25,485,485,485,485,0,0
APC,2023/04/25,0.22,0.22,0.218,0.218,580000,126500
APL,2023/04/25,0.029,0.03,0.028,0.03,133700000,3910000
APO,2023/04/25,0.67,0.67,0.67,0.67,0,0
APVI,2023/04/25,10.58,11.36,10.58,11.36,500,5600
APX,2023/04/25,2.58,2.71,2.58,2.66,12330000,32780000
AR,2023/04/25,0.0046,0.0046,0.0046,0.0046,0,0
ARA,2023/04/25,0.93,0.93,0.91,0.91,243000,224530
AREIT,2023/04/25,32.25,33,32.25,32.8,296000,9730000
ASLAG,2023/04/25,1.56,1.56,1.54,1.55,291000,448980
AT,2023/04/25,4.3,4.3,4.26,4.26,257000,1100000
ATI,2023/04/25,14.3,14.3,14.3,14.3,100,1430
ATN,2023/04/25,0.39,0.395,0.39,0.39,50000,19600
ATNB,2023/04/25,0.39,0.39,0.39,0.39,20000,7800
AUB,2023/04/25,42.3,42.6,42,42,36700,1550000
AXLM,2023/04/25,2.52,2.53,2.51,2.51,215000,541110
BALAI,2023/04/25,0.57,0.59,0.57,0.59,2200000,1280000
BC,2023/04/25,4.74,4.74,4.65,4.65,66000,307930
BCB,2023/04/25,4.65,4.74,4.5,4.6,77000,353870
BCOR,2023/04/25,6.98,6.98,6.98,6.98,0,0
BCP,2023/04/25,23.3,23.3,23.3,23.3,0,0
BDO,2023/04/25,139.7,140.9,138.7,139.7,2200000,306840000
BEL,2023/04/25,1.18,1.2,1.16,1.16,484000,574690
BH,2023/04/25,680,680,680,680,0,0
BHI,2023/04/25,0.051,0.051,0.051,0.051,0,0
BKR,2023/04/25,1.43,1.46,1.43,1.45,258000,374280
BLOOM,2023/04/25,9.19,9.28,9.06,9.16,1230000,11170000
BMM,2023/04/25,52,52,52,52,0,0
BNCOM,2023/04/25,7.51,7.51,7.51,7.51,6100,45810
BPI,2023/04/25,108.1,111,108.1,109.5,2590000,283510000
BRN,2023/04/25,0.77,0.77,0.77,0.77,4000,3080
BRNP,2023/04/25,100,100,100,100,500,50000
BSC,2023/04/25,0.25,0.26,0.25,0.26,610000,154000
C,2023/04/25,1.14,1.19,1.14,1.19,207000,241030
CA,2023/04/25,31,31,31,31,0,0
CAB,2023/04/25,27.8,27.8,27.75,27.75,1000,27770
CAT,2023/04/25,11,11,11,11,4000,44000
CDC,2023/04/25,0.74,0.74,0.72,0.74,46000,33850
CEB,2023/04/25,39.95,40.95,39.5,40.2,201300,8080000
CEBCP,2023/04/25,38.05,38.05,38.05,38.05,200,7610
CEI,2023/04/25,0.081,0.086,0.081,0.086,440000,35740
CEU,2023/04/25,6.62,6.62,6.62,6.62,700,4630
CHI,2023/04/25,6.12,6.12,6.12,6.12,0,0
CHIB,2023/04/25,33,33.3,32.8,33.3,107000,3530000
CHP,2023/04/25,1.01,1.02,1.01,1.02,594000,600070
CIC,2023/04/25,13.8,13.8,13.8,13.8,0,0
CIP,2023/04/25,150,150,150,150,0,0
CLI,2023/04/25,2.39,2.43,2.39,2.41,921000,2220000
CNPF,2023/04/25,24.6,25.5,24.3,25,467700,11610000
CNVRG,2023/04/25,12.36,12.44,11.84,11.9,4170000,50330000
COAL,2023/04/25,0.167,0.167,0.167,0.167,0,0
COL,2023/04/25,3.05,3.05,2.87,2.87,3000,8950
COSCO,2023/04/25,4.43,4.47,4.4,4.43,594000,2630000
CPG,2023/04/25,0.365,0.365,0.365,0.365,1060000,386900
CPGP,2023/04/25,100.6,100.6,100.6,100.6,0,0
CPM,2023/04/25,3,3,3,3,40000,120000
CREIT,2023/04/25,2.46,2.46,2.43,2.45,1200000,2940000
CROWN,2023/04/25,1.53,1.53,1.49,1.49,55000,83950
CSB,2023/04/25,7.25,7.25,7.25,7.25,0,0
CTS,2023/04/25,0.85,0.86,0.85,0.86,135000,115630
CYBR,2023/04/25,0.33,0.33,0.33,0.33,0,0
DD,2023/04/25,6.7,6.85,6.68,6.84,456000,3070000
DDMPR,2023/04/25,1.34,1.35,1.33,1.34,1730000,2320000
DDPR,2023/04/25,96,96.95,95.95,96.95,25960,2490000
DELM,2023/04/25,11.3,11.86,11.26,11.4,26900,308880
DFNN,2023/04/25,3.08,3.15,3.06,3.15,40000,123140
DHI,2023/04/25,3.16,3.16,3.16,3.16,0,0
DITO,2023/04/25,2.68,2.69,2.62,2.64,2740000,7230000
DIZ,2023/04/25,4,4,4,4,0,0
DMC,2023/04/25,10.22,10.22,9.92,10.02,10360000,103800000
DMCP,2023/04/25,1400,1400,1400,1400,0,0
DMPA1,2023/04/25,10,10,10,10,0,0
DMPA2,2023/04/25,9.71,9.71,9.71,9.71,0,0
DMW,2023/04/25,6.76,6.76,6.6,6.6,173000,1150000
DNA,2023/04/25,2.86,2.86,2.86,2.86,0,0
DNL,2023/04/25,7.89,7.9,7.82,7.83,387500,3040000
DTEL,2023/04/25,10.25,10.25,10.25,10.25,0,0
DWC,2023/04/25,1.44,1.44,1.44,1.44,1000,1440
ECP,2023/04/25,3.17,3.17,3.17,3.17,1000,3170
EEI,2023/04/25,4.75,5.27,4.6,4.86,20240000,99350000
EEIPA,2023/04/25,98,98,98,98,0,0
EEIPB,2023/04/25,102.5,102.5,102.5,102.5,0,0
EG,2023/04/25,0.0094,0.0094,0.0094,0.0094,0,0
ELI,2023/04/25,0.187,0.187,0.187,0.187,30000,5610
EMI,2023/04/25,20.8,20.9,20.7,20.85,1400000,29070000
ENEX,2023/04/25,10.8,10.98,10.8,10.98,8700,95350
EURO,2023/04/25,0.83,0.83,0.83,0.83,0,0
EVER,2023/04/25,0.249,0.249,0.249,0.249,0,0
EW,2023/04/25,7.1,7.24,7.1,7.22,133600,961330
FAF,2023/04/25,0.7,0.7,0.7,0.7,0,0
FB,2023/04/25,48.7,48.7,47.9,47.9,88900,4260000
FBP,2023/04/25,1011,1011,1011,1011,0,0
FBP2,2023/04/25,1005,1005,1005,1005,0,0
FCG,2023/04/25,0.79,0.8,0.75,0.76,25320000,19510000
FDC,2023/04/25,5.7,5.7,5.7,5.7,0,0
FERRO,2023/04/25,2.77,2.77,2.71,2.71,24000,65100
FEU,2023/04/25,542.5,542.5,542.5,542.5,0,0
FFI,2023/04/25,3.8,3.8,3.8,3.8,3000,11400
FGEN,2023/04/25,16.06,16.1,16.02,16.02,174500,2800000
FGENG,2023/04/25,100.4,100.4,100.4,100.4,0,0
FILRT,2023/04/25,5.38,5.38,5.2,5.32,86400,455420
FJP,2023/04/25,2.08,2.08,2.08,2.08,0,0
FJPB,2023/04/25,1.88,1.88,1.88,1.88,0,0
FLI,2023/04/25,0.77,0.77,0.76,0.77,1600000,1230000
FMETF,2023/04/25,102.6,102.9,102.6,102.9,34990,3600000
FNI,2023/04/25,2.56,2.62,2.53,2.54,12640000,32660000
FOOD,2023/04/25,0.55,0.55,0.55,0.55,1000,550
FPH,2023/04/25,62,62,62,62,110,6820
FPI,2023/04/25,0.23,0.23,0.23,0.23,0,0
FRUIT,2023/04/25,1.16,1.16,1.11,1.15,2580000,2920000
FYN,2023/04/25,3,3,3,3,0,0
FYNB,2023/04/25,5,5,5,5,0,0
GEO,2023/04/25,0.189,0.189,0.173,0.183,230000,42090
GERI,2023/04/25,0.88,0.89,0.88,0.88,221000,194490
GLO,2023/04/25,1729,1733,1723,1723,76560,132130000
GLOPA,2023/04/25,5,5,5,5,0,0
GLOPP,2023/04/25,505.5,505.5,505.5,505.5,0,0
GMA7,2023/04/25,10.48,10.5,10.32,10.42,633000,6590000
GMAP,2023/04/25,10.96,10.96,10.28,10.28,1400,14460
GPH,2023/04/25,10,12,9.03,12,4400,40140
GREEN,2023/04/25,1.1,1.11,1.07,1.09,18230000,19890000
GSMI,2023/04/25,150.6,150.6,149,149.9,218870,32810000
GTCAP,2023/04/25,482,484.8,478.4,481.8,336660,162060000
GTPPA,2023/04/25,958,958,958,958,0,0
GTPPB,2023/04/25,950,950,950,950,0,0
HI,2023/04/25,3.9,3.99,3.81,3.96,529000,2080000
HLCM,2023/04/25,3.9,3.96,3.87,3.96,10000,39090
HOME,2023/04/25,2.1,2.1,1.99,2.05,2040000,4130000
HOUSE,2023/04/25,9.16,9.16,9.16,9.16,4100,37560
HTI,2023/04/25,0.91,1,0.9,0.99,74000,69520
HVN,2023/04/25,786,786,786,786,0,0
I,2023/04/25,0.8,0.8,0.8,0.8,6000,4800
ICT,2023/04/25,217.2,218,214,218,1110000,240750000
IDC,2023/04/25,0.7,0.71,0.69,0.69,402000,279920
IMI,2023/04/25,5,5.1,5,5,27000,136040
IMP,2023/04/25,0.75,0.8,0.74,0.74,89000,68550
INFRA,2023/04/25,0.85,0.88,0.84,0.85,4190000,3560000
ION,2023/04/25,0.7,0.75,0.7,0.72,10530000,7660000
IPM,2023/04/25,6.3,6.3,6.3,6.3,0,0
IPO,2023/04/25,7.76,7.76,6.8,6.86,2000,13850
IS,2023/04/25,0.144,0.144,0.144,0.144,0,0
JAS,2023/04/25,1.5,1.5,1.5,1.5,0,0
JFC,2023/04/25,221,221.2,218,220,243760,53640000
JFCPA,2023/04/25,925,925,925,925,0,0
JFCPB,2023/04/25,912.5,912.5,911,911,230,209710
JGS,2023/04/25,50.3,50.3,48.85,49.9,1460000,72990000
JOH,2023/04/25,4.05,4.05,4.05,4.05,0,0
KEEPR,2023/04/25,1.55,1.56,1.52,1.52,2400000,3680000
KEP,2023/04/25,8.5,9.39,8.5,9.39,1100,9440
KPH,2023/04/25,5.21,5.21,5.21,5.21,0,0
KPHB,2023/04/25,6.48,6.48,6.48,6.48,0,0
KPPI,2023/04/25,1.51,1.51,1.51,1.51,5000,7550
LAND,2023/04/25,0.86,0.86,0.81,0.85,2080000,1720000
LBC,2023/04/25,17.98,17.98,17.98,17.98,0,0
LC,2023/04/25,0.109,0.113,0.106,0.108,3010000,323060
LCB,2023/04/25,0.108,0.108,0.108,0.108,110000,11880
LFM,2023/04/25,16,16,16,16,0,0
LMG,2023/04/25,2.96,2.96,2.96,2.96,0,0
LODE,2023/04/25,0.72,0.78,0.72,0.76,2050000,1540000
LOTO,2023/04/25,1.84,1.84,1.81,1.81,32000,58580
LPC,2023/04/25,0.092,0.1,0.09,0.091,1510000,136590
LPZ,2023/04/25,3.85,3.9,3.85,3.9,186000,722650
LSC,2023/04/25,0.73,0.73,0.73,0.73,0,0
LTG,2023/04/25,10.02,10.14,9.98,10.12,1520000,15320000
MA,2023/04/25,0.0093,0.0093,0.0092,0.0092,15000000,138100
MAB,2023/04/25,0.0093,0.0093,0.0093,0.0093,1000000,9300
MAC,2023/04/25,4.8,4.8,4.71,4.71,356000,1690000
MACAY,2023/04/25,5.3,5.3,5.3,5.3,0,0
MAH,2023/04/25,0.75,0.75,0.75,0.75,0,0
MAHB,2023/04/25,0.74,0.74,0.74,0.74,0,0
MARC,2023/04/25,1.02,1.06,1.01,1.04,1060000,1100000
MAXS,2023/04/25,4.66,4.7,4.65,4.7,40000,186410
MB,2023/04/25,0.32,0.32,0.32,0.32,10000,3200
MBC,2023/04/25,7.76,7.76,7.76,7.76,0,0
MBT,2023/04/25,60,60.75,59.7,60,988190,59320000
MED,2023/04/25,0.131,0.15,0.13,0.15,470000,62700
MEDIC,2023/04/25,0.6,0.6,0.59,0.59,195000,115150
MEG,2023/04/25,1.95,1.99,1.95,1.98,16530000,32660000
MER,2023/04/25,321.8,323.8,321.2,323.2,280540,90610000
MFC,2023/04/25,950,950,950,950,0,0
MFIN,2023/04/25,2.1,2.1,2.1,2.1,0,0
MG,2023/04/25,0.121,0.128,0.118,0.128,510000,60910
MGH,2023/04/25,1,1,1,1,0,0
MHC,2023/04/25,0.19,0.19,0.19,0.19,0,0
MJC,2023/04/25,1.33,1.33,1.33,1.33,9000,11970
MJIC,2023/04/25,1.05,1.05,1.05,1.05,0,0
MM,2023/04/25,1.29,1.3,1.26,1.29,2660000,3380000
MONDE,2023/04/25,9.39,9.6,9.22,9.6,8680000,82110000
MPI,2023/04/25,4.01,4.15,4,4.08,44130000,180640000
MRC,2023/04/25,0.227,0.234,0.225,0.232,6800000,1570000
MREIT,2023/04/25,14.56,14.78,14.28,14.78,338000,4930000
MRSGI,2023/04/25,1.38,1.38,1.38,1.38,60000,82800
MVC,2023/04/25,5.58,5.58,5.58,5.58,0,0
MWC,2023/04/25,19.3,19.36,19.18,19.36,1010000,19430000
MWIDE,2023/04/25,3.26,3.4,3.15,3.17,3580000,11700000
MWP,2023/04/25,100.7,100.7,100.7,100.7,0,0
MWP2A,2023/04/25,95,95,95,95,0,0
MWP2B,2023/04/25,97,97,97,97,0,0
MWP4,2023/04/25,97.5,97.5,97.5,97.5,0,0
MWP5,2023/04/25,103,103,103,103,0,0
NI,2023/04/25,0.74,0.74,0.74,0.74,60000,44400
NIKL,2023/04/25,6.77,7.04,6.77,7.04,6290000,43830000
NOW,2023/04/25,1.59,1.6,1.51,1.53,1300000,2040000
NRCP,2023/04/25,0.54,0.54,0.54,0.54,0,0
NXGEN,2023/04/25,7,7,7,7,0,0
OM,2023/04/25,0.295,0.295,0.295,0.295,100000,29500
OPM,2023/04/25,0.0099,0.0099,0.0099,0.0099,28000000,277200
OPMB,2023/04/25,0.0094,0.0094,0.0094,0.0094,10000000,94000
ORE,2023/04/25,0.88,0.88,0.85,0.87,169000,146790
OV,2023/04/25,0.0089,0.0089,0.0089,0.0089,10000000,89000
PA,2023/04/25,1.95,1.95,1.89,1.95,39000,74820
PAL,2023/04/25,5.25,5.4,5.13,5.22,84400,435400
PAX,2023/04/25,1.8,1.8,1.8,1.8,0,0
PBB,2023/04/25,7.1,7.5,7.1,7.2,454600,3230000
PBC,2023/04/25,15,15,15,15,0,0
PCOR,2023/04/25,3.6,3.64,3.38,3.42,2430000,8370000
PCP,2023/04/25,0.205,0.205,0.205,0.205,0,0
PERC,2023/04/25,4.95,4.98,4.83,4.86,523000,2570000
PGOLD,2023/04/25,32.1,32.7,32.1,32.6,553500,18020000
PHA,2023/04/25,0.27,0.275,0.27,0.27,630000,170450
PHC,2023/04/25,1.4,1.4,1.4,1.4,0,0
PHES,2023/04/25,0.37,0.375,0.37,0.375,150000,55550
PHN,2023/04/25,18.94,18.94,18.94,18.94,9500,179930
PHR,2023/04/25,0.6,0.61,0.59,0.6,1450000,866890
PIZZA,2023/04/25,8.59,8.59,8.4,8.57,139900,1180000
PLC,2023/04/25,0.475,0.49,0.475,0.48,12030000,5830000
PLUS,2023/04/25,2.59,2.63,2.56,2.56,3260000,8450000
PMPC,2023/04/25,5.12,5.18,5.12,5.18,8000,41310
PNB,2023/04/25,18.3,18.36,18.3,18.34,15400,282480
PNC,2023/04/25,4.9,4.9,4.9,4.9,0,0
PNX,2023/04/25,7.15,7.98,7.15,7.98,9300,74130
PNX3A,2023/04/25,100.4,100.4,100.4,100.4,0,0
PNX3B,2023/04/25,48.8,48.8,48.8,48.8,0,0
PNX4,2023/04/25,284,300,284,300,3910,1130000
PNXP,2023/04/25,100,100,100,100,0,0
PORT,2023/04/25,7.3,7.3,7.3,7.3,0,0
PPC,2023/04/25,5.2,5.41,5.13,5.41,6400,32960
PRC,2023/04/25,5.52,5.52,5.52,5.52,0,0
PREIT,2023/04/25,1.48,1.5,1.47,1.47,101000,149390
PRF2A,2023/04/25,1000,1000,1000,1000,0,0
PRF2B,2023/04/25,1027,1027,1027,1027,0,0
PRF3A,2023/04/25,990,990,990,990,0,0
PRF3B,2023/04/25,1020,1020,1020,1020,40,40800
PRIM,2023/04/25,1.92,1.92,1.91,1.91,68000,129980
PRMX,2023/04/25,3.26,3.43,3.26,3.43,97000,330900
PSB,2023/04/25,55.9,55.95,55.5,55.9,2110,117910
PSE,2023/04/25,169.9,169.9,167.7,167.7,60,10080
PTC,2023/04/25,115,115,115,115,0,0
PTT,2023/04/25,0.33,0.33,0.33,0.33,0,0
PX,2023/04/25,3.15,3.19,3.07,3.07,5570000,17350000
PXP,2023/04/25,5.7,5.95,5.61,5.73,1240000,7170000
RCB,2023/04/25,23.75,23.8,23.75,23.8,30500,725230
RCI,2023/04/25,0.455,0.455,0.455,0.455,0,0
RCR,2023/04/25,5.91,5.94,5.61,5.77,649000,3770000
REG,2023/04/25,2.71,2.71,2.71,2.71,1000,2710
RFM,2023/04/25,3.2,3.2,3.19,3.19,1680000,5360000
RLC,2023/04/25,14.1,14.1,13.92,14.06,6910000,97110000
RLT,2023/04/25,0.188,0.188,0.18,0.188,1370000,247580
ROCK,2023/04/25,1.33,1.38,1.33,1.34,22000,29350
ROX,2023/04/25,0.85,0.85,0.85,0.85,0,0
RRHI,2023/04/25,53.5,54.1,53,53.75,285350,15280000
SBS,2023/04/25,4,4,4,4,0,0
SCC,2023/04/25,27.75,27.75,27.3,27.3,1780000,48800000
SECB,2023/04/25,92,92.05,91.5,91.55,386110,35480000
SEVN,2023/04/25,81,81,80,80,73440,5880000
SFI,2023/04/25,0.069,0.069,0.069,0.069,0,0
SFIP,2023/04/25,1.33,1.33,1.33,1.33,0,0
SGI,2023/04/25,0.9,0.9,0.9,0.9,11000,9900
SGP,2023/04/25,10.3,10.34,10.24,10.32,276900,2850000
SHLPH,2023/04/25,17,17.06,16.84,17,88700,1510000
SHNG,2023/04/25,2.66,2.66,2.63,2.63,25000,66080
SLF,2023/04/25,2550,2660,2550,2660,170,435400
SLI,2023/04/25,3.26,3.26,3.24,3.24,33000,106980
SM,2023/04/25,906.5,906.5,896,900,241450,217250000
SMC,2023/04/25,104.5,105.4,104.5,105,73300,7700000
SMC2A,2023/04/25,74,74,74,74,0,0
