stock_code,quote_date,open_price,high_price,low_price,close_price,volume,value
2GO,2023/04/17,14.38,14.38,14.38,14.38,20900,300540
8990B,2023/04/17,91,91,91,91,0,0
8990P,2023/04/17,101.1,101.1,101.1,101.1,0,0
AAA,2023/04/17,1.61,1.61,1.61,1.61,0,0
AB,2023/04/17,6.9,6.9,6.9,6.9,0,0
ABA,2023/04/17,2.47,2.48,2.46,2.48,3220000,7960000
ABG,2023/04/17,3.12,3.12,3.12,3.12,0,0
ABS,2023/04/17,7.3,7.38,7.07,7.29,23000,164840
ABSP,2023/04/17,6.7,6.7,6.7,6.7,0,0
AC,2023/04/17,630,655,626.5,655,253580,161630000
ACE,2023/04/17,1.45,1.45,1.45,1.45,1000,1450
ACEN,2023/04/17,6.08,6.21,6,6.21,16840000,103850000
ACPA,2023/04/17,500,500,500,500,0,0
ACPB1,2023/04/17,489,489,485.2,485.2,440,213840
ACR,2023/04/17,0.84,0.84,0.84,0.84,0,0
AEV,2023/04/17,51.3,52.55,51,52.55,486510,25210000
AGI,2023/04/17,12.18,12.32,12.14,12.18,1540000,18820000
ALCO,2023/04/17,0.5,0.5,0.5,0.5,26000,13000
ALCPB,2023/04/17,102.3,102.3,102.3,102.3,0,0
ALCPC,2023/04/17,96,96,96,96,0,0
ALCPD,2023/04/17,500,500,500,500,0,0
ALHI,2023/04/17,5.29,5.29,5.29,5.29,1600,8460
ALI,2023/04/17,26.5,26.7,26,26.7,9130000,241000000
ALLDY,2023/04/17,0.23,0.23,0.226,0.228,4570000,1040000
ALLHC,2023/04/17,2.89,2.9,2.84,2.84,2880000,8190000
ALTER,2023/04/17,1.28,1.32,1.27,1.28,24710000,32040000
ANI,2023/04/17,6.94,6.94,6.76,6.92,4770000,32800000
ANS,2023/04/17,10.3,10.5,10.18,10.48,16300,167480
AP,2023/04/17,37.4,37.45,37.1,37.45,149200,5580000
APB2R,2023/04/17,485,485,485,485,0,0
APC,2023/04/17,0.228,0.228,0.228,0.228,10000,2280
APL,2023/04/17,0.031,0.032,0.03,0.031,275300000,8320000
APO,2023/04/17,0.63,0.63,0.63,0.63,0,0
APVI,2023/04/17,11.16,11.16,11.16,11.16,0,0
APX,2023/04/17,2.59,2.77,2.52,2.77,17620000,46500000
AR,2023/04/17,0.0046,0.0046,0.0046,0.0046,0,0
ARA,2023/04/17,0.92,0.93,0.92,0.93,40000,37140
AREIT,2023/04/17,32.1,32.45,32.05,32.4,114400,3690000
ASLAG,2023/04/17,1.54,1.58,1.54,1.58,17000,26400
AT,2023/04/17,4.58,4.6,4.5,4.58,170000,768680
ATI,2023/04/17,13.98,14,13.92,14,19200,268480
ATN,2023/04/17,0.39,0.39,0.39,0.39,3550000,1380000
ATNB,2023/04/17,0.39,0.39,0.39,0.39,120000,46800
AUB,2023/04/17,41.7,41.9,41.7,41.7,10100,421190
